mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.0,0.1,5,none,strong,continuous,adaptshrink_ens_calib,0.975,True,13,1,12,0,-,True
0.0,0.1,40,copas,strong,continuous,adaptshrink_ens_calib,0.975,True,15,6,9,0,-,True
0.0,0.1,40,none,strong,continuous,adaptshrink_ens_calib,1.0,True,15,4,11,0,-,True
0.0,0.1,40,step,strong,continuous,adaptshrink_ens_calib,0.95,True,15,12,3,0,-,True
0.0,0.3,5,copas,strong,continuous,adaptshrink_ens_calib,0.9,True,14,5,9,0,-,True
0.0,0.3,5,none,strong,continuous,adaptshrink_ens_calib,0.875,False,14,1,13,0,-,False
0.0,0.3,5,step,strong,continuous,adaptshrink_ens_calib,0.725,False,15,6,8,1,trim_and_fill,False
0.0,0.3,40,copas,strong,continuous,adaptshrink_ens_calib,0.95,True,14,2,12,0,-,True
0.0,0.3,40,none,strong,continuous,adaptshrink_ens_calib,0.925,True,14,2,6,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.3,40,step,strong,continuous,adaptshrink_ens_calib,0.675,False,15,1,13,1,trim_and_fill,False
0.0,0.5,5,copas,strong,continuous,adaptshrink_ens_calib,0.725,False,14,1,13,0,-,False
0.0,0.5,5,none,strong,continuous,adaptshrink_ens_calib,0.65,False,14,3,5,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.5,5,step,strong,continuous,adaptshrink_ens_calib,0.675,False,15,2,11,2,"adaptshrink_petgate,henmi_copas",False
0.0,0.5,40,copas,strong,continuous,adaptshrink_ens_calib,0.85,False,14,1,13,0,-,False
0.0,0.5,40,none,strong,continuous,adaptshrink_ens_calib,0.85,False,14,2,4,8,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,pet_peese,reml_hksj",False
0.0,0.5,40,step,strong,continuous,adaptshrink_ens_calib,0.575,False,15,3,11,1,trim_and_fill,False
0.2,0.1,5,copas,strong,continuous,adaptshrink_ens_calib,0.975,True,14,2,12,0,-,True
0.2,0.1,5,none,strong,continuous,adaptshrink_ens_calib,1.0,True,13,2,11,0,-,True
0.2,0.1,5,step,strong,continuous,adaptshrink_ens_calib,0.95,True,14,2,12,0,-,True
0.2,0.1,40,copas,strong,continuous,adaptshrink_ens_calib,1.0,True,15,12,3,0,-,True
0.2,0.1,40,none,strong,continuous,adaptshrink_ens_calib,1.0,True,15,6,9,0,-,True
0.2,0.1,40,step,strong,continuous,adaptshrink_ens_calib,0.975,True,15,7,7,1,trim_and_fill,False
0.2,0.3,5,copas,strong,continuous,adaptshrink_ens_calib,0.825,False,14,2,12,0,-,False
0.2,0.3,5,none,strong,continuous,adaptshrink_ens_calib,0.85,False,14,1,7,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.2,0.3,5,step,strong,continuous,adaptshrink_ens_calib,0.925,True,14,1,12,1,trim_and_fill,False
0.2,0.3,40,copas,strong,continuous,adaptshrink_ens_calib,1.0,True,14,9,5,0,-,True
0.2,0.3,40,none,strong,continuous,adaptshrink_ens_calib,0.95,True,14,1,6,7,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.2,0.3,40,step,strong,continuous,adaptshrink_ens_calib,0.875,False,15,0,15,0,-,False
0.2,0.5,5,copas,strong,continuous,adaptshrink_ens_calib,0.75,False,15,2,13,0,-,False
0.2,0.5,5,none,strong,continuous,adaptshrink_ens_calib,0.6,False,14,0,8,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.2,0.5,5,step,strong,continuous,adaptshrink_ens_calib,0.7,False,14,1,6,7,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj,trim_and_fill",False
0.2,0.5,40,copas,strong,continuous,adaptshrink_ens_calib,0.875,False,15,4,11,0,-,False
0.2,0.5,40,none,strong,continuous,adaptshrink_ens_calib,0.9,True,14,2,7,5,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,reml_hksj",False
0.2,0.5,40,step,strong,continuous,adaptshrink_ens_calib,0.775,False,15,1,13,1,trim_and_fill,False
0.5,0.1,5,copas,strong,continuous,adaptshrink_ens_calib,1.0,True,15,2,12,1,trim_and_fill,False
0.5,0.1,5,none,strong,continuous,adaptshrink_ens_calib,0.975,True,15,1,14,0,-,True
0.5,0.1,5,step,strong,continuous,adaptshrink_ens_calib,0.95,True,14,2,12,0,-,True
0.5,0.1,40,copas,strong,continuous,adaptshrink_ens_calib,1.0,True,15,2,13,0,-,True
0.5,0.1,40,none,strong,continuous,adaptshrink_ens_calib,1.0,True,15,1,14,0,-,True
0.5,0.1,40,step,strong,continuous,adaptshrink_ens_calib,1.0,True,15,12,3,0,-,True
0.5,0.3,5,copas,strong,continuous,adaptshrink_ens_calib,0.9,True,14,2,9,3,"adaptshrink_petgate,copas,henmi_copas",False
0.5,0.3,5,none,strong,continuous,adaptshrink_ens_calib,0.85,False,15,1,8,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.5,0.3,5,step,strong,continuous,adaptshrink_ens_calib,0.85,False,14,1,13,0,-,False
0.5,0.3,40,copas,strong,continuous,adaptshrink_ens_calib,0.925,True,15,0,15,0,-,True
0.5,0.3,40,none,strong,continuous,adaptshrink_ens_calib,1.0,True,15,1,11,3,"adaptshrink_auto,adaptshrink_petgate,ubcma",False
0.5,0.3,40,step,strong,continuous,adaptshrink_ens_calib,0.975,True,15,1,14,0,-,True
0.5,0.5,5,copas,strong,continuous,adaptshrink_ens_calib,0.7,False,14,1,13,0,-,False
0.5,0.5,5,none,strong,continuous,adaptshrink_ens_calib,0.775,False,15,2,13,0,-,False
0.5,0.5,40,copas,strong,continuous,adaptshrink_ens_calib,0.875,False,15,3,12,0,-,False
0.5,0.5,40,none,strong,continuous,adaptshrink_ens_calib,0.9,True,15,1,4,10,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_uniform_star,reml_hksj,ubcma,vevea_hedges",False
0.5,0.5,40,step,strong,continuous,adaptshrink_ens_calib,0.85,False,15,3,12,0,-,False
