mu,tau,k,mechanism,strength,outcome,rep,method,true_mu,mu_hat,ci_low,ci_high,converged,pet_t1,tau_hat
0.0,0.1,5,none,strong,continuous,0,dl_hksj,0.0,-0.0750953995618512,-0.3025233522436428,0.1523325531199403,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,reml_hksj,0.0,-0.092037468490166,-0.2874857887949257,0.1034108518145937,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,trim_and_fill,0.0,-0.1866960111544389,-0.2694677228560883,-0.1039242994527896,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,pet_peese,0.0,-0.2189258671111677,-0.3946424387813304,-0.043209295441005,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,copas,0.0,-0.0920374789943997,-0.2090943562653786,0.0250193982765791,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,henmi_copas,0.0,-0.0920374737610253,-0.2607777583292289,0.0767028108071781,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,vevea_hedges,0.0,-0.0904262477458801,-0.2083677413423808,0.0303524157742988,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,p_curve,0.0,,,,False,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,p_uniform_star,0.0,-0.0904262525797494,-0.2084656231555984,,False,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,ubcma,0.0,-0.1538273185158268,-0.3576339899640967,0.0599673743913638,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,adaptshrink_solo,0.0,-0.2811489565489832,-0.8658065696142977,0.3035086565163313,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,adaptshrink_ens,0.0,-0.1879026158409641,-0.357996260212321,-0.0178089714696073,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,adaptshrink_fast,0.0,-0.1407710371675232,-1.1683553207926358,0.8868132464575893,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,adaptshrink_ens_calib,0.0,-0.1879026158409641,-0.3906492145467045,0.0148439828647761,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,adaptshrink_petgate,0.0,-0.1377635168069221,-0.3366929920466573,0.061165958432813,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,0,adaptshrink_auto,0.0,-0.1879026158409641,-0.3906492145467045,0.0148439828647761,True,1.9099569051655385,0.0891901238974324
0.0,0.1,5,none,strong,continuous,1,dl_hksj,0.0,0.2176424412819142,-0.0900974521929978,0.5253823347568264,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,reml_hksj,0.0,0.2232943684305062,-0.0919427002297195,0.5385314370907319,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,trim_and_fill,0.0,0.0523212465447961,0.0031745305691503,0.1014679625204418,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,pet_peese,0.0,0.1284624923976379,-0.0257784287634241,0.2827034135587,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,copas,0.0,0.2129189375451617,0.0428155633816107,0.3830223117087126,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,henmi_copas,0.0,0.190890172244395,-0.1658692298980023,0.5476495743867924,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,vevea_hedges,0.0,0.1429361661142157,-0.1148805582434508,0.4007528904718823,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,p_curve,0.0,0.2777892909772376,-0.474861878877972,0.7077743378239557,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,p_uniform_star,0.0,0.1590930774864085,-0.0910532819863867,0.4092394369592038,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,ubcma,0.0,-0.0044706682537215,-0.1423442008005445,0.1638778931511747,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,adaptshrink_solo,0.0,0.2176424412819142,-0.4871770494512712,0.9224619320150996,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,adaptshrink_ens,0.0,0.0524682207992956,-0.0837759654714788,0.1887124070700701,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,adaptshrink_fast,0.0,0.1382555867237749,-0.1241194476942824,0.4006306211418323,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,adaptshrink_ens_calib,0.0,0.0524682207992956,-0.1269315410622942,0.2318679826608856,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,adaptshrink_petgate,0.0,0.218194370746484,-0.0929872886003358,0.5293760300933039,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,1,adaptshrink_auto,0.0,0.0524682207992956,-0.1269315410622942,0.2318679826608856,True,0.3508483710621771,0.1762278760885443
0.0,0.1,5,none,strong,continuous,2,dl_hksj,0.0,-0.2049421944421078,-0.4307340925814727,0.0208497036972571,True,-0.7544531186445342,0.1138950607984578
0.0,0.1,5,none,strong,continuous,2,reml_hksj,0.0,-0.2055963308290533,-0.4348298480157379,0.0236371863576313,True,-0.7544531186445342,0.1138950607984578
0.0,0.1,5,none,strong,continuous,2,trim_and_fill,0.0,-0.4035645150058469,-0.4876391680854414,-0.3194898619262524,True,-0.7544531186445342,0.1138950607984578
0.0,0.1,5,none,strong,continuous,2,pet_peese,0.0,0.0048036462588622,-0.3872645023623606,0.3968717948800851,True,-0.7544531186445342,0.1138950607984578
0.0,0.1,5,none,strong,continuous,2,copas,0.0,-0.1993620956049442,-0.3388674164031948,-0.0598567748066935,True,-0.7544531186445342,0.1138950607984578
