mu,tau,k,mechanism,strength,outcome,method,n,conv_rate,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov
0.0,0.1,5,step,strong,continuous,copas,40,1.0,0.1368,0.1733,0.5,0.27,0.5986,0.95
0.0,0.1,5,step,strong,continuous,dl_hksj,40,1.0,0.1368,0.1775,0.7,0.5025,0.6264,0.9
0.0,0.1,5,step,strong,continuous,henmi_copas,40,1.0,0.1346,0.1679,0.625,0.4701,0.6342,1.0
0.0,0.1,5,step,strong,continuous,p_curve,16,0.4,0.2302,0.2589,0.625,0.6463,0.7919,0.875
0.0,0.1,5,step,strong,continuous,p_uniform_star,21,0.525,0.0596,0.2021,0.905,0.7585,0.5079,0.727
0.0,0.1,5,step,strong,continuous,pet_peese,40,1.0,0.0899,0.2288,0.75,0.6055,0.8989,1.0
0.0,0.1,5,step,strong,continuous,reml_hksj,40,1.0,0.1378,0.1785,0.7,0.4835,0.6151,0.9
0.0,0.1,5,step,strong,continuous,trim_and_fill,40,1.0,0.0558,0.153,0.375,0.1643,0.522,1.0
0.0,0.1,5,step,strong,continuous,ubcma,39,0.975,0.0473,0.1675,0.872,0.6264,0.7109,1.0
0.0,0.1,5,step,strong,continuous,vevea_hedges,37,0.925,0.1007,0.1862,0.73,0.3952,0.5672,0.833
0.0,0.1,40,copas,strong,continuous,adaptshrink_auto,40,1.0,-0.0015,0.066,0.975,0.4906,0.2045,0.9
0.0,0.1,40,copas,strong,continuous,adaptshrink_ens,40,1.0,-0.0015,0.066,0.925,0.3564,0.2045,0.9
0.0,0.1,40,copas,strong,continuous,adaptshrink_ens_calib,40,1.0,-0.0015,0.066,0.975,0.4906,0.2045,0.9
0.0,0.1,40,copas,strong,continuous,adaptshrink_fast,40,1.0,0.1083,0.1172,0.725,0.3274,0.3284,0.9
0.0,0.1,40,copas,strong,continuous,adaptshrink_petgate,40,1.0,0.0729,0.0857,0.575,0.1957,0.2598,1.0
0.0,0.1,40,copas,strong,continuous,adaptshrink_solo,40,1.0,0.0693,0.1,0.7,0.2913,0.3314,1.0
0.0,0.1,40,copas,strong,continuous,copas,40,1.0,0.1009,0.1052,0.1,0.1141,0.2608,0.85
0.0,0.1,40,copas,strong,continuous,dl_hksj,40,1.0,0.101,0.1053,0.1,0.1202,0.2608,0.85
0.0,0.1,40,copas,strong,continuous,henmi_copas,40,1.0,0.0928,0.0989,0.25,0.135,0.3001,1.0
0.0,0.1,40,copas,strong,continuous,p_curve,38,0.95,0.1911,0.2046,0.526,0.3987,0.5482,0.889
0.0,0.1,40,copas,strong,continuous,p_uniform_star,40,1.0,0.1134,0.1216,0.275,0.1931,0.3405,0.9
0.0,0.1,40,copas,strong,continuous,pet_peese,40,1.0,0.0511,0.0891,0.65,0.1474,0.357,1.0
0.0,0.1,40,copas,strong,continuous,reml_hksj,40,1.0,0.1012,0.1055,0.1,0.1215,0.2607,0.85
0.0,0.1,40,copas,strong,continuous,trim_and_fill,40,1.0,-0.0638,0.0747,0.15,0.0564,0.2401,0.9
0.0,0.1,40,copas,strong,continuous,ubcma,40,1.0,0.0177,0.0693,0.9,0.228,0.2181,0.85
0.0,0.1,40,copas,strong,continuous,vevea_hedges,40,1.0,0.1134,0.1225,0.25,0.1919,0.327,0.85
0.0,0.1,40,none,strong,continuous,adaptshrink_auto,40,1.0,0.0073,0.0539,0.975,0.7708,0.2006,0.95
0.0,0.1,40,none,strong,continuous,adaptshrink_ens,40,1.0,0.0031,0.0538,1.0,0.5992,0.2006,0.95
0.0,0.1,40,none,strong,continuous,adaptshrink_ens_calib,40,1.0,0.0031,0.0538,1.0,0.7894,0.2006,0.95
0.0,0.1,40,none,strong,continuous,adaptshrink_fast,40,1.0,0.0718,0.0801,0.85,0.2467,0.2229,0.9
0.0,0.1,40,none,strong,continuous,adaptshrink_petgate,40,1.0,0.0633,0.0689,0.7,0.2073,0.1839,0.75
0.0,0.1,40,none,strong,continuous,adaptshrink_solo,40,1.0,0.082,0.0946,0.575,0.2377,0.2313,0.75
0.0,0.1,40,none,strong,continuous,copas,40,1.0,0.072,0.0765,0.275,0.1082,0.2289,0.95
0.0,0.1,40,none,strong,continuous,dl_hksj,40,1.0,0.0717,0.0762,0.3,0.1158,0.2295,0.95
0.0,0.1,40,none,strong,continuous,henmi_copas,40,1.0,0.0746,0.0798,0.4,0.1307,0.1985,0.7
0.0,0.1,40,none,strong,continuous,p_curve,39,0.975,0.2041,0.2202,0.41,0.4027,0.6692,0.895
0.0,0.1,40,none,strong,continuous,p_uniform_star,40,1.0,0.0688,0.0793,0.6,0.1577,0.2524,0.9
0.0,0.1,40,none,strong,continuous,pet_peese,40,1.0,0.0728,0.0899,0.45,0.1285,0.2176,0.65
0.0,0.1,40,none,strong,continuous,reml_hksj,40,1.0,0.0719,0.0763,0.275,0.1156,0.2295,0.95
0.0,0.1,40,none,strong,continuous,trim_and_fill,40,1.0,-0.086,0.104,0.125,0.0542,0.3709,0.95
0.0,0.1,40,none,strong,continuous,ubcma,36,0.9,0.0039,0.0564,0.917,0.2256,0.1876,0.889
0.0,0.1,40,none,strong,continuous,vevea_hedges,40,1.0,0.0714,0.0812,0.6,0.156,0.2482,0.9
0.0,0.1,40,step,strong,continuous,adaptshrink_auto,40,1.0,0.1028,0.1236,0.95,0.6504,0.3733,0.9
0.0,0.1,40,step,strong,continuous,adaptshrink_ens,40,1.0,0.098,0.1246,0.75,0.5303,0.3733,0.9
0.0,0.1,40,step,strong,continuous,adaptshrink_ens_calib,40,1.0,0.098,0.1246,0.95,0.6611,0.3733,0.9
0.0,0.1,40,step,strong,continuous,adaptshrink_fast,40,1.0,0.105,0.145,0.875,0.6733,0.4923,0.95
0.0,0.1,40,step,strong,continuous,adaptshrink_petgate,40,1.0,0.1658,0.1729,0.4,0.3309,0.4667,0.95
0.0,0.1,40,step,strong,continuous,adaptshrink_solo,40,1.0,0.1635,0.1899,0.7,0.6241,0.7534,1.0
0.0,0.1,40,step,strong,continuous,copas,40,1.0,0.197,0.2039,0.075,0.1774,0.5922,1.0
0.0,0.1,40,step,strong,continuous,dl_hksj,40,1.0,0.1977,0.2049,0.175,0.2445,0.5913,1.0
0.0,0.1,40,step,strong,continuous,henmi_copas,40,1.0,0.1925,0.2,0.2,0.2548,0.5812,1.0
0.0,0.1,40,step,strong,continuous,p_curve,39,0.975,0.1669,0.1887,0.59,0.4634,0.7026,1.0
0.0,0.1,40,step,strong,continuous,p_uniform_star,35,0.875,0.0976,0.1516,0.686,0.4208,0.501,0.941
0.0,0.1,40,step,strong,continuous,pet_peese,40,1.0,0.1383,0.1862,0.5,0.2653,0.7568,1.0
0.0,0.1,40,step,strong,continuous,reml_hksj,40,1.0,0.197,0.2043,0.175,0.2411,0.5915,1.0
0.0,0.1,40,step,strong,continuous,trim_and_fill,40,1.0,0.0774,0.1139,0.175,0.1001,0.3474,0.9
0.0,0.1,40,step,strong,continuous,ubcma,35,0.875,0.1415,0.1804,0.543,0.3021,0.676,0.944
0.0,0.1,40,step,strong,continuous,vevea_hedges,40,1.0,0.1036,0.1439,0.725,0.3147,0.4631,0.95
0.0,0.3,5,copas,strong,continuous,adaptshrink_auto,40,1.0,0.1142,0.2149,0.925,0.883,0.7362,0.95
0.0,0.3,5,copas,strong,continuous,adaptshrink_ens,40,1.0,0.0424,0.2279,0.775,0.5811,1.0382,0.95
0.0,0.3,5,copas,strong,continuous,adaptshrink_ens_calib,40,1.0,0.0424,0.2279,0.9,0.7635,1.0382,0.95
0.0,0.3,5,copas,strong,continuous,adaptshrink_fast,40,1.0,0.2361,1.2378,0.95,4.4384,0.949,0.8
0.0,0.3,5,copas,strong,continuous,adaptshrink_petgate,40,1.0,0.1295,0.2133,0.875,0.8059,0.7251,0.95
0.0,0.3,5,copas,strong,continuous,adaptshrink_solo,40,1.0,0.0955,0.3562,0.975,3.325,1.3705,0.95
0.0,0.3,5,copas,strong,continuous,copas,40,1.0,0.1525,0.2093,0.675,0.4698,0.6852,0.9
0.0,0.3,5,copas,strong,continuous,dl_hksj,40,1.0,0.1538,0.2089,0.875,0.8786,0.6952,0.9
0.0,0.3,5,copas,strong,continuous,henmi_copas,40,1.0,0.1281,0.2072,0.825,1.0129,0.7123,0.95
0.0,0.3,5,copas,strong,continuous,p_curve,15,0.375,0.5126,0.5352,0.267,0.7466,1.2558,0.5
0.0,0.3,5,copas,strong,continuous,p_uniform_star,32,0.8,-3.5196,25.1109,0.812,1.1018,1.0884,0.75
0.0,0.3,5,copas,strong,continuous,pet_peese,40,1.0,0.0207,0.3218,0.65,0.5571,1.071,0.95
0.0,0.3,5,copas,strong,continuous,reml_hksj,40,1.0,0.1527,0.2086,0.85,0.8249,0.6903,0.9
0.0,0.3,5,copas,strong,continuous,trim_and_fill,40,1.0,0.0009,0.1987,0.375,0.1596,0.775,0.95
0.0,0.3,5,copas,strong,continuous,ubcma,39,0.975,0.1279,0.3384,0.667,0.8329,1.2254,0.9
0.0,0.3,5,copas,strong,continuous,vevea_hedges,38,0.95,0.2762,1.5663,0.737,1.9354,0.966,0.789
0.0,0.3,5,none,strong,continuous,adaptshrink_auto,40,1.0,0.038,0.2045,0.975,0.9845,0.8032,0.95
0.0,0.3,5,none,strong,continuous,adaptshrink_ens,40,1.0,-0.0372,0.2621,0.75,0.754,0.9651,0.95
0.0,0.3,5,none,strong,continuous,adaptshrink_ens_calib,40,1.0,-0.0372,0.2621,0.875,1.0318,0.9651,0.95
0.0,0.3,5,none,strong,continuous,adaptshrink_fast,40,1.0,0.0197,0.2509,0.95,1.7152,1.0503,1.0
0.0,0.3,5,none,strong,continuous,adaptshrink_petgate,40,1.0,0.0548,0.2008,0.95,0.802,0.8032,0.95
0.0,0.3,5,none,strong,continuous,adaptshrink_solo,40,1.0,0.0639,0.2813,0.925,2.9828,1.1793,0.95
0.0,0.3,5,none,strong,continuous,copas,40,1.0,0.0648,0.1959,0.65,0.482,0.7757,0.95
0.0,0.3,5,none,strong,continuous,dl_hksj,40,1.0,0.064,0.1963,0.95,0.7868,0.7838,0.95
0.0,0.3,5,none,strong,continuous,henmi_copas,40,1.0,0.075,0.2176,0.875,0.8451,0.9567,0.95
0.0,0.3,5,none,strong,continuous,p_curve,15,0.375,0.437,0.4734,0.4,0.5671,1.6829,1.0
0.0,0.3,5,none,strong,continuous,p_uniform_star,33,0.825,0.0487,0.3632,0.909,1.5877,2.134,1.0
0.0,0.3,5,none,strong,continuous,pet_peese,40,1.0,-0.0359,0.4726,0.55,0.8228,2.0465,1.0
0.0,0.3,5,none,strong,continuous,reml_hksj,40,1.0,0.0634,0.1953,0.925,0.7773,0.7733,0.95
0.0,0.3,5,none,strong,continuous,trim_and_fill,40,1.0,-0.1169,0.2941,0.2,0.1712,0.971,0.85
0.0,0.3,5,none,strong,continuous,ubcma,40,1.0,0.0207,0.2288,0.65,0.609,0.8277,0.95
0.0,0.3,5,none,strong,continuous,vevea_hedges,38,0.95,0.0291,0.2477,0.789,0.8185,1.0823,1.0
0.0,0.3,5,step,strong,continuous,adaptshrink_auto,40,1.0,0.3351,0.3704,0.75,1.0004,1.0625,0.9
0.0,0.3,5,step,strong,continuous,adaptshrink_ens,40,1.0,0.3041,0.3541,0.45,0.6289,1.0134,0.9
0.0,0.3,5,step,strong,continuous,adaptshrink_ens_calib,40,1.0,0.3041,0.3541,0.725,0.8493,1.0134,0.9
0.0,0.3,5,step,strong,continuous,adaptshrink_fast,40,1.0,0.1141,0.8101,0.775,3.7877,1.7112,0.95
0.0,0.3,5,step,strong,continuous,adaptshrink_petgate,40,1.0,0.3561,0.3878,0.65,0.9238,1.1723,0.95
0.0,0.3,5,step,strong,continuous,adaptshrink_solo,40,1.0,0.3531,0.4488,0.85,2.9836,1.5174,0.9
0.0,0.3,5,step,strong,continuous,copas,40,1.0,0.3606,0.3905,0.325,0.4803,1.233,0.95
0.0,0.3,5,step,strong,continuous,dl_hksj,40,1.0,0.3631,0.3925,0.55,0.924,1.2309,0.95
0.0,0.3,5,step,strong,continuous,henmi_copas,40,1.0,0.3692,0.3991,0.55,0.9549,1.0783,0.9
0.0,0.3,5,step,strong,continuous,p_curve,38,0.95,0.4506,0.4752,0.289,0.5772,1.1795,0.789
0.0,0.3,5,step,strong,continuous,p_uniform_star,34,0.85,-0.1697,2.2541,0.588,30.9874,6.1328,1.0
0.0,0.3,5,step,strong,continuous,pet_peese,40,1.0,0.252,0.6145,0.425,0.7795,1.6603,0.9
0.0,0.3,5,step,strong,continuous,reml_hksj,40,1.0,0.362,0.3922,0.55,0.9194,1.2326,0.95
0.0,0.3,5,step,strong,continuous,trim_and_fill,40,1.0,0.2662,0.3214,0.1,0.1705,0.962,0.95
0.0,0.3,5,step,strong,continuous,ubcma,40,1.0,0.3292,0.4382,0.4,0.8268,1.5664,0.95
0.0,0.3,5,step,strong,continuous,vevea_hedges,35,0.875,-0.172,2.0675,0.629,2.5626,6.9853,1.0
0.0,0.3,40,copas,strong,continuous,adaptshrink_auto,40,1.0,0.0991,0.1384,0.8,0.6386,0.4463,0.9
0.0,0.3,40,copas,strong,continuous,adaptshrink_ens,40,1.0,-0.0195,0.1116,0.925,1.8513,0.426,0.9
0.0,0.3,40,copas,strong,continuous,adaptshrink_ens_calib,40,1.0,-0.0195,0.1116,0.95,2.2053,0.426,0.9
0.0,0.3,40,copas,strong,continuous,adaptshrink_fast,40,1.0,0.1878,0.2064,0.8,0.5854,0.6453,1.0
0.0,0.3,40,copas,strong,continuous,adaptshrink_petgate,40,1.0,0.1067,0.1404,0.775,0.6043,0.4463,0.9
0.0,0.3,40,copas,strong,continuous,adaptshrink_solo,40,1.0,0.0793,0.1683,0.75,0.6973,0.5183,0.85
0.0,0.3,40,copas,strong,continuous,copas,40,1.0,0.169,0.1771,0.125,0.2103,0.4465,0.8
0.0,0.3,40,copas,strong,continuous,dl_hksj,40,1.0,0.1697,0.1778,0.15,0.2353,0.448,0.8
0.0,0.3,40,copas,strong,continuous,henmi_copas,40,1.0,0.1297,0.1515,0.5,0.3003,0.5195,1.0
0.0,0.3,40,copas,strong,continuous,p_curve,40,1.0,0.398,0.4046,0.025,0.2896,1.0734,1.0
0.0,0.3,40,copas,strong,continuous,p_uniform_star,40,1.0,0.2028,0.2208,0.4,0.3584,0.6894,1.0
0.0,0.3,40,copas,strong,continuous,pet_peese,40,1.0,0.0644,0.1406,0.5,0.1305,0.5774,1.0
0.0,0.3,40,copas,strong,continuous,reml_hksj,40,1.0,0.1693,0.1774,0.15,0.2231,0.4467,0.8
0.0,0.3,40,copas,strong,continuous,trim_and_fill,40,1.0,-0.1886,0.2124,0.025,0.0582,0.6238,0.85
0.0,0.3,40,copas,strong,continuous,ubcma,21,0.525,0.1238,0.1731,0.857,0.4316,0.607,0.909
0.0,0.3,40,copas,strong,continuous,vevea_hedges,40,1.0,0.2005,0.2185,0.475,0.36,0.6868,1.0
0.0,0.3,40,none,strong,continuous,adaptshrink_auto,40,1.0,0.0232,0.0625,0.975,0.6103,0.1954,0.85
0.0,0.3,40,none,strong,continuous,adaptshrink_ens,40,1.0,-0.0947,0.1423,0.9,2.0285,0.5215,0.9
0.0,0.3,40,none,strong,continuous,adaptshrink_ens_calib,40,1.0,-0.0947,0.1423,0.925,2.4199,0.5215,0.9
0.0,0.3,40,none,strong,continuous,adaptshrink_fast,40,1.0,0.0583,0.1008,0.875,0.5012,0.3549,0.9
0.0,0.3,40,none,strong,continuous,adaptshrink_petgate,40,1.0,0.0232,0.0625,0.975,0.6103,0.1954,0.85
0.0,0.3,40,none,strong,continuous,adaptshrink_solo,40,1.0,0.0349,0.1034,0.925,0.5746,0.2506,0.8
0.0,0.3,40,none,strong,continuous,copas,40,1.0,0.0537,0.0697,0.8,0.2051,0.2057,0.75
0.0,0.3,40,none,strong,continuous,dl_hksj,40,1.0,0.0537,0.0699,0.8,0.2188,0.2054,0.75
0.0,0.3,40,none,strong,continuous,henmi_copas,40,1.0,0.0462,0.0742,0.925,0.276,0.271,0.9
0.0,0.3,40,none,strong,continuous,p_curve,40,1.0,0.3845,0.3934,0.0,0.2645,0.9825,0.85
0.0,0.3,40,none,strong,continuous,p_uniform_star,40,1.0,0.0627,0.1063,0.85,0.3319,0.375,0.95
0.0,0.3,40,none,strong,continuous,pet_peese,40,1.0,0.0298,0.1067,0.375,0.1179,0.3578,0.9
0.0,0.3,40,none,strong,continuous,reml_hksj,40,1.0,0.0537,0.0698,0.8,0.2154,0.2056,0.75
0.0,0.3,40,none,strong,continuous,trim_and_fill,40,1.0,-0.297,0.3069,0.0,0.0533,0.8521,1.0
0.0,0.3,40,none,strong,continuous,ubcma,23,0.575,-0.0105,0.1608,0.739,0.6915,0.6371,1.0
0.0,0.3,40,none,strong,continuous,vevea_hedges,40,1.0,0.0634,0.1066,0.85,0.3325,0.3772,0.95
0.0,0.3,40,step,strong,continuous,adaptshrink_auto,40,1.0,0.2963,0.309,0.325,0.5331,0.8614,0.95
0.0,0.3,40,step,strong,continuous,adaptshrink_ens,40,1.0,0.2332,0.2656,0.5,0.8243,0.9152,1.0
0.0,0.3,40,step,strong,continuous,adaptshrink_ens_calib,40,1.0,0.2332,0.2656,0.675,1.0454,0.9152,1.0
0.0,0.3,40,step,strong,continuous,adaptshrink_fast,40,1.0,0.0259,0.7077,0.725,2.6305,0.8546,0.85
0.0,0.3,40,step,strong,continuous,adaptshrink_petgate,40,1.0,0.3237,0.3327,0.125,0.4323,0.8614,0.9
0.0,0.3,40,step,strong,continuous,adaptshrink_solo,40,1.0,0.3171,0.3349,0.575,0.7892,0.9379,0.95
0.0,0.3,40,step,strong,continuous,copas,40,1.0,0.3545,0.3627,0.025,0.2838,0.9333,0.95
0.0,0.3,40,step,strong,continuous,dl_hksj,40,1.0,0.3549,0.3633,0.05,0.3384,0.9379,0.95
0.0,0.3,40,step,strong,continuous,henmi_copas,40,1.0,0.3397,0.3478,0.05,0.387,0.8863,0.95
0.0,0.3,40,step,strong,continuous,p_curve,40,1.0,0.3923,0.3993,0.025,0.27,0.9533,0.8
0.0,0.3,40,step,strong,continuous,p_uniform_star,40,1.0,-6.0655,38.6611,0.65,2.7943,0.9587,0.95
0.0,0.3,40,step,strong,continuous,pet_peese,40,1.0,0.276,0.3171,0.3,0.214,0.9236,0.9
0.0,0.3,40,step,strong,continuous,reml_hksj,40,1.0,0.3552,0.3635,0.075,0.338,0.9359,0.95
0.0,0.3,40,step,strong,continuous,trim_and_fill,40,1.0,0.1443,0.1961,0.025,0.0901,0.7199,1.0
0.0,0.3,40,step,strong,continuous,ubcma,34,0.85,0.2957,0.3254,0.206,0.4125,0.9388,0.889
0.0,0.3,40,step,strong,continuous,vevea_hedges,38,0.95,-0.1218,1.1286,0.711,1.534,0.9584,0.944
0.0,0.5,5,copas,strong,continuous,adaptshrink_auto,40,1.0,0.1228,0.3409,0.925,1.2766,1.2769,0.95
0.0,0.5,5,copas,strong,continuous,adaptshrink_ens,40,1.0,0.0148,0.3883,0.55,0.7817,1.3692,0.95
0.0,0.5,5,copas,strong,continuous,adaptshrink_ens_calib,40,1.0,0.0148,0.3883,0.725,1.038,1.3692,0.95
0.0,0.5,5,copas,strong,continuous,adaptshrink_fast,40,1.0,0.1523,0.4695,0.825,1.9191,1.6115,0.95
0.0,0.5,5,copas,strong,continuous,adaptshrink_petgate,40,1.0,0.1322,0.3423,0.875,1.2506,1.2769,0.95
0.0,0.5,5,copas,strong,continuous,adaptshrink_solo,40,1.0,0.1018,0.7423,0.95,5.6538,3.1236,0.95
0.0,0.5,5,copas,strong,continuous,copas,40,1.0,0.1944,0.317,0.625,0.7329,0.9263,0.85
0.0,0.5,5,copas,strong,continuous,dl_hksj,40,1.0,0.195,0.3177,0.875,1.404,0.9619,0.85
0.0,0.5,5,copas,strong,continuous,henmi_copas,40,1.0,0.1374,0.3593,0.875,1.7309,1.312,0.9
0.0,0.5,5,copas,strong,continuous,p_curve,30,0.75,0.547,0.5973,0.233,0.7512,1.8985,0.938
0.0,0.5,5,copas,strong,continuous,p_uniform_star,37,0.925,0.1813,0.4684,0.676,1.4757,1.7274,1.0
0.0,0.5,5,copas,strong,continuous,pet_peese,40,1.0,0.0814,0.6297,0.325,0.44,2.4461,1.0
0.0,0.5,5,copas,strong,continuous,reml_hksj,40,1.0,0.1966,0.3168,0.875,1.3158,0.9153,0.85
0.0,0.5,5,copas,strong,continuous,trim_and_fill,40,1.0,-0.0717,0.4301,0.125,0.1628,1.8166,1.0
0.0,0.5,5,copas,strong,continuous,ubcma,38,0.95,0.1947,0.3918,0.447,0.5281,0.9581,0.722
0.0,0.5,5,copas,strong,continuous,vevea_hedges,39,0.975,0.1728,0.4541,0.615,1.0304,1.6965,1.0
0.0,0.5,5,none,strong,continuous,adaptshrink_auto,40,1.0,0.0361,0.2549,0.95,1.2039,0.6844,0.75
0.0,0.5,5,none,strong,continuous,adaptshrink_ens,40,1.0,-0.0956,0.401,0.525,0.7789,1.0982,0.7
0.0,0.5,5,none,strong,continuous,adaptshrink_ens_calib,40,1.0,-0.0956,0.401,0.65,1.0547,1.0982,0.7
0.0,0.5,5,none,strong,continuous,adaptshrink_fast,40,1.0,0.0406,0.3916,0.9,2.1672,1.3344,0.9
0.0,0.5,5,none,strong,continuous,adaptshrink_petgate,40,1.0,0.0378,0.2535,0.95,1.2029,0.6844,0.75
0.0,0.5,5,none,strong,continuous,adaptshrink_solo,40,1.0,0.0454,0.5608,0.95,5.8904,2.3106,0.9
0.0,0.5,5,none,strong,continuous,copas,40,1.0,0.0694,0.2087,0.85,0.7787,0.6719,0.9
0.0,0.5,5,none,strong,continuous,dl_hksj,40,1.0,0.0694,0.2097,0.975,1.3245,0.6695,0.9
0.0,0.5,5,none,strong,continuous,henmi_copas,40,1.0,0.0253,0.2909,1.0,1.7003,0.8734,0.8
0.0,0.5,5,none,strong,continuous,p_curve,24,0.6,0.5131,0.5512,0.333,0.6361,1.4876,0.909
0.0,0.5,5,none,strong,continuous,p_uniform_star,40,1.0,0.0686,0.417,0.85,1.2898,1.1716,0.85
0.0,0.5,5,none,strong,continuous,pet_peese,40,1.0,0.0131,0.4825,0.25,0.4008,1.6555,0.95
0.0,0.5,5,none,strong,continuous,reml_hksj,40,1.0,0.0693,0.2084,0.975,1.245,0.6708,0.9
0.0,0.5,5,none,strong,continuous,trim_and_fill,40,1.0,-0.2295,0.4193,0.075,0.156,1.2169,0.7
0.0,0.5,5,none,strong,continuous,ubcma,39,0.975,0.1313,0.5424,0.487,0.6571,1.9724,0.95
0.0,0.5,5,none,strong,continuous,vevea_hedges,36,0.9,0.0858,0.4337,0.778,1.2598,1.3889,0.944
0.0,0.5,5,step,strong,continuous,adaptshrink_auto,40,1.0,0.322,0.4579,0.7,1.161,1.4092,0.9
0.0,0.5,5,step,strong,continuous,adaptshrink_ens,40,1.0,0.195,0.4942,0.6,0.8419,1.8264,0.9
0.0,0.5,5,step,strong,continuous,adaptshrink_ens_calib,40,1.0,0.195,0.4942,0.675,1.1036,1.8264,0.9
0.0,0.5,5,step,strong,continuous,adaptshrink_fast,40,1.0,0.078,0.7402,0.85,3.6855,2.0815,0.95
