mechanism,strength,rep,method,true_mu,mu_hat,ci_low,ci_high,converged
smooth,strong,14,trim_and_fill,0.2,0.2069394982284727,0.1739561617646773,0.2399228346922682,True
smooth,strong,14,pet_peese,0.2,0.2517920371667412,0.1969521739583262,0.3066319003751562,True
smooth,strong,14,copas,0.2,0.2935164645698866,0.2486432575787533,0.3383896715610199,True
smooth,strong,14,ubcma,0.2,0.2887184508675529,0.2375994089235252,0.3539558316496913,True
smooth,strong,14,henmi_copas,0.2,0.2929833103844831,0.2497538308146718,0.3362127899542945,True
smooth,strong,14,vevea_hedges,0.2,0.258587579394053,0.2014092174023425,0.3157659413857635,True
smooth,strong,14,adaptshrink_ens,0.2,0.2503590415807232,0.1137080320957306,0.3870100510657158,True
smooth,strong,14,adaptshrink_ens_vh,0.2,0.2545547771475376,0.1708940023285016,0.3382155519665737,True
smooth,strong,14,adaptshrink_solo,0.2,0.2190491080916223,0.0508428961864345,0.3872553199968102,True
smooth,strong,15,reml_hksj,0.2,0.331413437040263,0.2653326845392519,0.397494189541274,True
smooth,strong,15,trim_and_fill,0.2,0.1607298977473173,0.1336387357763621,0.1878210597182726,True
smooth,strong,15,pet_peese,0.2,0.3574325567704106,0.3093344519126237,0.4055306616281975,True
smooth,strong,15,copas,0.2,0.3315900673760638,0.2700478077918309,0.3931323269602966,True
smooth,strong,15,ubcma,0.2,0.298064028321137,0.1791883263023544,0.4083430694029681,True
smooth,strong,15,henmi_copas,0.2,0.3429446450000173,0.2650216721159121,0.4208676178841225,True
smooth,strong,15,vevea_hedges,0.2,0.3242270227690741,0.2609822125111817,0.3874718330269665,True
smooth,strong,15,adaptshrink_ens,0.2,0.3102825849059313,0.0401411626294651,0.5804240071823974,True
smooth,strong,15,adaptshrink_ens_vh,0.2,0.3226667579308714,0.194345450827587,0.4509880650341559,True
smooth,strong,15,adaptshrink_solo,0.2,0.3311629496940453,0.2051210562248908,0.4572048431631999,True
smooth,strong,16,reml_hksj,0.2,0.3532276679121631,0.2898538391127722,0.4166014967115539,True
smooth,strong,16,trim_and_fill,0.2,0.2289836505686278,0.1971274043029769,0.2608398968342788,True
smooth,strong,16,pet_peese,0.2,0.3255714793030358,0.2713253286151931,0.3798176299908786,True
smooth,strong,16,copas,0.2,0.3528147949461491,0.2954967980777304,0.4101327918145678,True
smooth,strong,16,ubcma,0.2,0.3536014692969196,0.2430433819243605,0.4836742914665656,True
smooth,strong,16,henmi_copas,0.2,0.3493791287165618,0.2784543253741309,0.4203039320589928,True
smooth,strong,16,vevea_hedges,0.2,0.3322783258768319,0.2692762275982661,0.3952804241553977,True
smooth,strong,16,adaptshrink_ens,0.2,0.3231697074102441,0.1705433552067862,0.4757960596137019,True
smooth,strong,16,adaptshrink_ens_vh,0.2,0.3268958769696538,0.2366321709150809,0.4171595830242266,True
smooth,strong,16,adaptshrink_solo,0.2,0.353312789804954,0.1992350594761455,0.5073905201337626,True
smooth,strong,17,reml_hksj,0.2,0.2762448906300974,0.2145064616283256,0.3379833196318692,True
smooth,strong,17,trim_and_fill,0.2,0.1335722277519776,0.103372989160418,0.1637714663435373,True
smooth,strong,17,pet_peese,0.2,0.2432151052091384,0.186856851939905,0.2995733584783719,True
smooth,strong,17,copas,0.2,0.2756056048643286,0.2194789643299103,0.3317322453987469,True
smooth,strong,17,ubcma,0.2,0.2290403777575813,0.1554433824397458,0.3089051145263036,True
smooth,strong,17,henmi_copas,0.2,0.2714268529195023,0.2050546377004994,0.3377990681385052,True
smooth,strong,17,vevea_hedges,0.2,0.2210637310239113,0.1510263841816781,0.2911010778661445,True
smooth,strong,17,adaptshrink_ens,0.2,0.2311086819735756,0.0851805874854961,0.3770367764616552,True
smooth,strong,17,adaptshrink_ens_vh,0.2,0.2269532332817981,0.1324795720780923,0.321426894485504,True
smooth,strong,17,adaptshrink_solo,0.2,0.2760076477760161,0.117286929719918,0.4347283658321142,True
smooth,strong,18,reml_hksj,0.2,0.3043740842445562,0.2255828598009336,0.3831653086881788,True
smooth,strong,18,trim_and_fill,0.2,0.1440464106304909,0.1103416818278812,0.1777511394331007,True
smooth,strong,18,pet_peese,0.2,0.2137416607784576,0.1538034692768568,0.2736798522800584,True
smooth,strong,18,copas,0.2,0.3020880736495972,0.2350050060942043,0.3691711412049901,True
smooth,strong,18,ubcma,0.2,0.1924179148834721,0.0775813614992692,0.3091436712610697,True
smooth,strong,18,henmi_copas,0.2,0.283376117145126,0.1995710779246624,0.3671811563655895,True
smooth,strong,18,vevea_hedges,0.2,0.2562621830193723,0.1803573300500517,0.3321670359886929,True
smooth,strong,18,adaptshrink_ens,0.2,0.1902439804754563,0.0353567107089404,0.3451312502419722,True
smooth,strong,18,adaptshrink_ens_vh,0.2,0.2053264986154816,0.0863530297563881,0.3242999674745752,True
smooth,strong,18,adaptshrink_solo,0.2,0.1766547943620515,-0.1084495398697875,0.4617591285938905,True
smooth,strong,19,reml_hksj,0.2,0.3156526666620745,0.2418019885069827,0.3895033448171662,True
smooth,strong,19,trim_and_fill,0.2,0.1958666896033454,0.157200989123506,0.2345323900831848,True
smooth,strong,19,pet_peese,0.2,0.3173493297547262,0.2373767314604007,0.3973219280490517,True
smooth,strong,19,copas,0.2,0.3156938197672265,0.2487707668441632,0.3826168726902899,True
smooth,strong,19,ubcma,0.2,0.2799863086075643,0.2011988382079796,0.3543078480921208,True
smooth,strong,19,henmi_copas,0.2,0.3144991178222264,0.236505942928777,0.3924922927156757,True
smooth,strong,19,vevea_hedges,0.2,0.3156938597187417,0.2487720741763466,0.3826156452611367,True
smooth,strong,19,adaptshrink_ens,0.2,0.2808271640223897,0.0917264545106462,0.4699278735341332,True
smooth,strong,19,adaptshrink_ens_vh,0.2,0.2991925229325508,0.1853162142620326,0.413068831603069,True
smooth,strong,19,adaptshrink_solo,0.2,0.3156829674780054,0.2285699129641469,0.402796021991864,True
smooth,strong,20,reml_hksj,0.2,0.3070804586260147,0.2103732306670748,0.4037876865849545,True
smooth,strong,20,trim_and_fill,0.2,0.0917035682012614,0.0519427039665241,0.1314644324359986,True
smooth,strong,20,pet_peese,0.2,0.0281624434104591,-0.0930203203751023,0.1493452071960206,True
smooth,strong,20,copas,0.2,0.3055252980720559,0.2185751414649656,0.3924754546791462,True
smooth,strong,20,ubcma,0.2,0.1343511829935609,0.052096725178553,0.2218261730763894,True
smooth,strong,20,henmi_copas,0.2,0.2508605623589123,0.1303594136994129,0.3713617110184116,True
smooth,strong,20,vevea_hedges,0.2,0.2413175930638867,0.1465999707510502,0.3360352153767232,True
smooth,strong,20,adaptshrink_ens,0.2,0.0929279890480262,-0.0195236621852235,0.2053796402812759,True
smooth,strong,20,adaptshrink_ens_vh,0.2,0.1035726355994265,-0.0206955040510616,0.2278407752499147,True
smooth,strong,20,adaptshrink_solo,0.2,0.0622171992670766,-0.1988007395295482,0.3232351380637015,True
smooth,strong,21,reml_hksj,0.2,0.2534333257853558,0.1685731384049291,0.3382935131657825,True
smooth,strong,21,trim_and_fill,0.2,0.0971182039131223,0.0603307214432307,0.1339056863830139,True
smooth,strong,21,pet_peese,0.2,0.2323518922267642,0.1667245140521011,0.2979792704014274,True
smooth,strong,21,copas,0.2,0.252703899309968,0.1775134052171234,0.3278943934028126,True
smooth,strong,21,ubcma,0.2,0.0763066879208178,-0.0367061694895895,0.1765128581389807,True
smooth,strong,21,henmi_copas,0.2,0.2491526382422574,0.1481267062630485,0.3501785702214663,True
smooth,strong,21,vevea_hedges,0.2,0.2527056483265911,0.1775080084155255,0.3279032882376568,True
smooth,strong,21,adaptshrink_ens,0.2,0.0973793114685669,-0.0115854002771901,0.2063440232143239,True
smooth,strong,21,adaptshrink_ens_vh,0.2,0.1638592796437127,-0.0817596744738847,0.4094782337613101,True
smooth,strong,21,adaptshrink_solo,0.2,0.2532588242412559,0.118113925600512,0.3884037228819997,True
smooth,strong,22,reml_hksj,0.2,0.339591907727699,0.2741930100662589,0.4049908053891391,True
smooth,strong,22,trim_and_fill,0.2,0.1762075697031375,0.1486297424797572,0.2037853969265178,True
smooth,strong,22,pet_peese,0.2,0.3572258244588359,0.309612861691678,0.4048387872259938,True
smooth,strong,22,copas,0.2,0.3398075356318725,0.2795631100528666,0.4000519612108784,True
smooth,strong,22,ubcma,0.2,0.2841025751552806,0.1722544348372581,0.3989478641785364,True
smooth,strong,22,henmi_copas,0.2,0.348425605752019,0.2729635151653978,0.4238876963386402,True
smooth,strong,22,vevea_hedges,0.2,0.3398065077325741,0.2795634314209221,0.4000495840442262,True
smooth,strong,22,adaptshrink_ens,0.2,0.2899060526608137,0.0038196224212033,0.5759924829004242,True
smooth,strong,22,adaptshrink_ens_vh,0.2,0.3273076821907973,0.1828895774659579,0.4717257869156367,True
smooth,strong,22,adaptshrink_solo,0.2,0.3395403279471647,0.2223782276526084,0.4567024282417211,True
smooth,strong,23,reml_hksj,0.2,0.3039434127981313,0.2344598767447701,0.3734269488514924,True
smooth,strong,23,trim_and_fill,0.2,0.1676845884704203,0.1337701493386429,0.2015990276021976,True
smooth,strong,23,pet_peese,0.2,0.2513310036320141,0.189534175406367,0.3131278318576613,True
smooth,strong,23,copas,0.2,0.3030956258671096,0.2401114955428393,0.3660797561913798,True
smooth,strong,23,ubcma,0.2,0.1559946745032522,0.0054849528823671,0.2908867417098641,True
smooth,strong,23,henmi_copas,0.2,0.2920780156064292,0.2168710421148249,0.3672849890980336,True
smooth,strong,23,vevea_hedges,0.2,0.2281590585721745,0.1430154282997802,0.3133026888445688,True
smooth,strong,23,adaptshrink_ens,0.2,0.1699641835187374,0.0730702778113572,0.2668580892261176,True
smooth,strong,23,adaptshrink_ens_vh,0.2,0.1940199434947077,0.0691530118430717,0.3188868751463438,True
smooth,strong,23,adaptshrink_solo,0.2,0.2569867006142958,-0.0653809093174576,0.5793543105460492,True
smooth,strong,24,reml_hksj,0.2,0.229862841581841,0.156180986094017,0.303544697069665,True
smooth,strong,24,trim_and_fill,0.2,0.0765663852323247,0.0455761319547249,0.1075566385099245,True
smooth,strong,24,pet_peese,0.2,0.2463546135456547,0.1902774124072424,0.302431814684067,True
smooth,strong,24,copas,0.2,0.2301945985727319,0.1643779949115195,0.2960112022339443,True
smooth,strong,24,ubcma,0.2,0.1655697137562638,0.0314539939170464,0.2555409970709832,True
smooth,strong,24,henmi_copas,0.2,0.2398601127553142,0.1530761589377429,0.3266440665728856,True
smooth,strong,24,vevea_hedges,0.2,0.1929300190695461,0.1230436955346255,0.2628163426044667,True
smooth,strong,24,adaptshrink_ens,0.2,0.165759473392533,-0.1167344093166521,0.4482533561017182,True
smooth,strong,24,adaptshrink_ens_vh,0.2,0.186032695914859,0.0393750292454245,0.3326903625842934,True
smooth,strong,24,adaptshrink_solo,0.2,0.2296528915949963,0.1002230100284664,0.3590827731615261,True
smooth,strong,25,reml_hksj,0.2,0.296978345728211,0.2077829103831392,0.3861737810732828,True
smooth,strong,25,trim_and_fill,0.2,0.0174876107947487,-0.01553764490914,0.0505128664986374,True
smooth,strong,25,pet_peese,0.2,0.0917042705412902,-0.0142209897385755,0.1976295308211559,True
smooth,strong,25,copas,0.2,0.2962063267425469,0.2144991209543432,0.3779135325307506,True
smooth,strong,25,ubcma,0.2,0.2118046380713126,0.0263447041530961,0.3656765574382974,True
smooth,strong,25,henmi_copas,0.2,0.2536417285337305,0.1384700779871067,0.3688133790803544,True
smooth,strong,25,vevea_hedges,0.2,0.2395387493305324,0.1497526081749431,0.3293248904861217,True
smooth,strong,25,adaptshrink_ens,0.2,0.0786229926711913,-0.1888588733317708,0.3461048586741534,True
smooth,strong,25,adaptshrink_ens_vh,0.2,0.1463295671802207,-0.130057663810206,0.4227167981706475,True
smooth,strong,25,adaptshrink_solo,0.2,0.1569367019167905,-0.2848157599425418,0.5986891637761229,True
smooth,strong,26,reml_hksj,0.2,0.2945597667546101,0.2505506731091174,0.3385688604001029,True
smooth,strong,26,trim_and_fill,0.2,0.2146322295173927,0.1832460864840479,0.2460183725507375,True
smooth,strong,26,pet_peese,0.2,0.2785231237009411,0.2252526070256988,0.3317936403761834,True
smooth,strong,26,copas,0.2,0.2940771919953901,0.2540280004021096,0.3341263835886706,True
smooth,strong,26,ubcma,0.2,0.2396169316327531,0.1664145521272945,0.3109486383599955,True
smooth,strong,26,henmi_copas,0.2,0.2939261098251379,0.254534173260817,0.3333180463894588,True
smooth,strong,26,vevea_hedges,0.2,0.2940772054072148,0.2540279166489086,0.334126494165521,True
smooth,strong,26,adaptshrink_ens,0.2,0.2348235081112838,0.1131559664284264,0.3564910497941412,True
smooth,strong,26,adaptshrink_ens_vh,0.2,0.2620808815684549,0.1588673419271817,0.365294421209728,True
smooth,strong,26,adaptshrink_solo,0.2,0.2943279993926259,0.2086186466775317,0.3800373521077201,True
smooth,strong,27,reml_hksj,0.2,0.3200583967935114,0.2385115374272638,0.401605256159759,True
smooth,strong,27,trim_and_fill,0.2,0.171906792740815,0.1385732695666337,0.2052403159149963,True
smooth,strong,27,pet_peese,0.2,0.2584466170385549,0.2018286300664651,0.3150646040106447,True
smooth,strong,27,copas,0.2,0.3185672727103718,0.2535164592840706,0.383618086136673,True
smooth,strong,27,ubcma,0.2,0.253269951010652,0.1398730844607589,0.3489966094426806,True
smooth,strong,27,henmi_copas,0.2,0.2984040727215403,0.2115522645057426,0.385255880937338,True
smooth,strong,27,vevea_hedges,0.2,0.2152283489518277,0.1286823572932525,0.3017743406104028,True
smooth,strong,27,adaptshrink_ens,0.2,0.2497907814238267,0.1054987543265859,0.3940828085210676,True
smooth,strong,27,adaptshrink_ens_vh,0.2,0.2341379221092712,0.1180183458573332,0.3502574983612092,True
smooth,strong,27,adaptshrink_solo,0.2,0.2657670336563482,0.0299525160638585,0.501581551248838,True
smooth,strong,28,reml_hksj,0.2,0.3457206107024445,0.282140113197204,0.4093011082076849,True
