mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.0,0.15,10,copas,moderate,logor,adaptshrink_auto,1.0,True,14,3,11,0,-,True
0.0,0.15,10,step,moderate,logor,adaptshrink_auto,1.0,True,14,3,11,0,-,True
0.0,0.15,40,copas,moderate,logor,adaptshrink_auto,1.0,True,14,2,12,0,-,True
0.0,0.15,40,step,moderate,logor,adaptshrink_auto,0.95,True,14,2,12,0,-,True
0.0,0.4,10,copas,moderate,logor,adaptshrink_auto,1.0,True,13,4,9,0,-,True
0.0,0.4,10,step,moderate,logor,adaptshrink_auto,0.975,True,14,4,10,0,-,True
0.0,0.4,40,copas,moderate,logor,adaptshrink_auto,0.825,False,14,7,7,0,-,False
0.0,0.4,40,step,moderate,logor,adaptshrink_auto,0.9,True,15,6,9,0,-,True
0.4,0.15,10,copas,moderate,logor,adaptshrink_auto,0.975,True,13,8,5,0,-,True
0.4,0.15,10,step,moderate,logor,adaptshrink_auto,0.975,True,13,2,11,0,-,True
0.4,0.15,40,copas,moderate,logor,adaptshrink_auto,0.975,True,14,6,8,0,-,True
0.4,0.15,40,step,moderate,logor,adaptshrink_auto,1.0,True,14,8,6,0,-,True
0.4,0.4,10,copas,moderate,logor,adaptshrink_auto,0.975,True,14,4,10,0,-,True
0.4,0.4,10,step,moderate,logor,adaptshrink_auto,0.95,True,15,9,6,0,-,True
0.4,0.4,40,copas,moderate,logor,adaptshrink_auto,0.8,False,15,4,11,0,-,False
0.4,0.4,40,step,moderate,logor,adaptshrink_auto,0.7,False,15,7,8,0,-,False
0.8,0.15,10,copas,moderate,logor,adaptshrink_auto,1.0,True,15,5,10,0,-,True
0.8,0.15,10,step,moderate,logor,adaptshrink_auto,1.0,True,15,3,12,0,-,True
0.8,0.15,40,copas,moderate,logor,adaptshrink_auto,0.975,True,15,3,12,0,-,True
0.8,0.15,40,step,moderate,logor,adaptshrink_auto,0.95,True,15,3,12,0,-,True
0.8,0.4,10,copas,moderate,logor,adaptshrink_auto,0.95,True,15,3,12,0,-,True
0.8,0.4,10,step,moderate,logor,adaptshrink_auto,1.0,True,15,6,9,0,-,True
0.8,0.4,40,copas,moderate,logor,adaptshrink_auto,0.9,True,15,6,9,0,-,True
0.8,0.4,40,step,moderate,logor,adaptshrink_auto,0.875,False,15,6,9,0,-,False
