mu,tau,k,mechanism,strength,rep,method,true_mu,mu_hat,ci_low,ci_high,converged
0.0,0.0,10,none,strong,8,copas,0.0,0.0894771915002457,0.0011105930313921,0.1778437899690994,True
0.0,0.0,10,none,strong,8,henmi_copas,0.0,0.1046896566237637,-0.025096257886642,0.2344755711341695,True
0.0,0.0,10,none,strong,8,vevea_hedges,0.0,0.0710481183664919,-0.0429453526033593,0.1850415893363433,True
0.0,0.0,10,none,strong,8,p_curve,0.0,0.2372959136244135,0.0432769798922391,0.7652136747786502,True
0.0,0.0,10,none,strong,8,p_uniform_star,0.0,0.0780792067039307,-0.0435078424786164,0.1996662558864779,True
0.0,0.0,10,none,strong,8,ubcma,0.0,0.0753509508221356,-0.0543417326776596,0.2066547235579533,True
0.0,0.0,10,none,strong,8,adaptshrink_solo,0.0,0.0864161496608723,-0.2452701372144983,0.418102436536243,True
0.0,0.0,10,none,strong,8,adaptshrink_ens,0.0,0.084583488337236,-0.0661136058574981,0.2352805825319702,True
0.0,0.0,10,none,strong,8,adaptshrink_fast,0.0,0.083564184192434,-0.12584992380809,0.2929782921929581,True
0.0,0.0,10,none,strong,9,dl_hksj,0.0,0.0611877189266377,-0.0304829975628842,0.1528584354161597,True
0.0,0.0,10,none,strong,9,reml_hksj,0.0,0.0611598172691847,-0.0303171394304144,0.152636773968784,True
0.0,0.0,10,none,strong,9,trim_and_fill,0.0,-0.0868772410474602,-0.147340019338942,-0.0264144627559783,True
0.0,0.0,10,none,strong,9,pet_peese,0.0,-0.0009350559918767,-0.2174186295604778,0.2155485175767242,True
0.0,0.0,10,none,strong,9,copas,0.0,0.0611598267947838,-0.0178960290069956,0.1402156825965633,True
0.0,0.0,10,none,strong,9,henmi_copas,0.0,0.0611598166403057,-0.0129607118930339,0.1352803451736455,True
0.0,0.0,10,none,strong,9,vevea_hedges,0.0,0.087568281950087,-0.0038951311443198,0.1918096041990657,True
0.0,0.0,10,none,strong,9,p_curve,0.0,,,,False
0.0,0.0,10,none,strong,9,p_uniform_star,0.0,0.1437597765797054,-0.2159940896686996,0.5035136428281106,True
0.0,0.0,10,none,strong,9,ubcma,0.0,-0.0872465517054269,-0.2581493573838682,0.0698697988909159,True
