mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.0,0.15,10,copas,moderate,logor,adaptshrink_ens_calib,1.0,True,14,3,11,0,-,True
0.0,0.15,10,step,moderate,logor,adaptshrink_ens_calib,1.0,True,14,2,7,5,"adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.15,40,copas,moderate,logor,adaptshrink_ens_calib,1.0,True,14,2,11,1,adaptshrink_petgate,False
0.0,0.15,40,step,moderate,logor,adaptshrink_ens_calib,1.0,True,14,2,12,0,-,True
0.0,0.4,10,copas,moderate,logor,adaptshrink_ens_calib,0.975,True,13,2,6,5,"adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.4,10,step,moderate,logor,adaptshrink_ens_calib,1.0,True,14,2,12,0,-,True
0.0,0.4,40,copas,moderate,logor,adaptshrink_ens_calib,1.0,True,14,1,13,0,-,True
0.0,0.4,40,step,moderate,logor,adaptshrink_ens_calib,0.975,True,15,3,7,5,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,reml_hksj",False
0.4,0.15,10,copas,moderate,logor,adaptshrink_ens_calib,1.0,True,13,3,10,0,-,True
0.4,0.15,10,step,moderate,logor,adaptshrink_ens_calib,1.0,True,13,2,11,0,-,True
0.4,0.15,40,copas,moderate,logor,adaptshrink_ens_calib,1.0,True,14,2,10,2,"adaptshrink_auto,ubcma",False
0.4,0.15,40,step,moderate,logor,adaptshrink_ens_calib,0.975,True,14,2,9,3,"adaptshrink_auto,ubcma,vevea_hedges",False
0.4,0.4,10,copas,moderate,logor,adaptshrink_ens_calib,0.925,True,14,1,13,0,-,True
0.4,0.4,10,step,moderate,logor,adaptshrink_ens_calib,0.975,True,15,4,8,3,"adaptshrink_auto,adaptshrink_petgate,henmi_copas",False
0.4,0.4,40,copas,moderate,logor,adaptshrink_ens_calib,0.975,True,15,2,8,5,"adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.4,0.4,40,step,moderate,logor,adaptshrink_ens_calib,0.95,True,15,3,8,4,"adaptshrink_auto,adaptshrink_petgate,p_uniform_star,vevea_hedges",False
0.8,0.15,10,copas,moderate,logor,adaptshrink_ens_calib,1.0,True,15,3,11,1,adaptshrink_petgate,False
0.8,0.15,10,step,moderate,logor,adaptshrink_ens_calib,1.0,True,15,3,12,0,-,True
0.8,0.15,40,copas,moderate,logor,adaptshrink_ens_calib,0.925,True,15,2,3,10,"adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_curve,p_uniform_star,reml_hksj,ubcma,vevea_hedges",False
0.8,0.15,40,step,moderate,logor,adaptshrink_ens_calib,1.0,True,15,3,12,0,-,True
0.8,0.4,10,copas,moderate,logor,adaptshrink_ens_calib,0.975,True,15,3,12,0,-,True
0.8,0.4,10,step,moderate,logor,adaptshrink_ens_calib,0.95,True,15,2,7,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.8,0.4,40,copas,moderate,logor,adaptshrink_ens_calib,0.925,True,15,2,3,10,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_uniform_star,reml_hksj,ubcma,vevea_hedges",False
0.8,0.4,40,step,moderate,logor,adaptshrink_ens_calib,0.975,True,15,2,11,2,"adaptshrink_auto,adaptshrink_petgate",False
