mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.0,0.1,5,copas,strong,continuous,adaptshrink_ens,0.975,True,13,2,11,0,-,True
0.0,0.1,5,none,strong,continuous,adaptshrink_ens,0.95,True,13,0,13,0,-,True
0.0,0.1,5,step,strong,continuous,adaptshrink_ens,0.85,False,13,3,10,0,-,False
0.0,0.1,40,copas,strong,continuous,adaptshrink_ens,0.925,True,15,6,9,0,-,True
0.0,0.1,40,none,strong,continuous,adaptshrink_ens,1.0,True,15,4,11,0,-,True
0.0,0.1,40,step,strong,continuous,adaptshrink_ens,0.75,False,15,12,3,0,-,False
0.0,0.3,5,copas,strong,continuous,adaptshrink_ens,0.775,False,14,3,11,0,-,False
0.0,0.3,5,none,strong,continuous,adaptshrink_ens,0.75,False,14,1,13,0,-,False
0.0,0.3,5,step,strong,continuous,adaptshrink_ens,0.45,False,15,4,10,1,trim_and_fill,False
0.0,0.3,40,copas,strong,continuous,adaptshrink_ens,0.925,True,14,4,10,0,-,True
0.0,0.3,40,none,strong,continuous,adaptshrink_ens,0.9,True,14,2,2,10,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_uniform_star,pet_peese,reml_hksj,vevea_hedges",False
0.0,0.3,40,step,strong,continuous,adaptshrink_ens,0.5,False,15,1,13,1,trim_and_fill,False
0.0,0.5,5,copas,strong,continuous,adaptshrink_ens,0.55,False,14,1,13,0,-,False
0.0,0.5,5,none,strong,continuous,adaptshrink_ens,0.525,False,14,3,5,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.5,5,step,strong,continuous,adaptshrink_ens,0.6,False,15,2,12,1,henmi_copas,False
0.0,0.5,40,copas,strong,continuous,adaptshrink_ens,0.825,False,14,2,9,3,"adaptshrink_auto,adaptshrink_petgate,henmi_copas",False
0.0,0.5,40,none,strong,continuous,adaptshrink_ens,0.825,False,14,2,5,7,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.5,40,step,strong,continuous,adaptshrink_ens,0.4,False,15,3,11,1,trim_and_fill,False
0.2,0.1,5,copas,strong,continuous,adaptshrink_ens,0.925,True,14,4,10,0,-,True
0.2,0.1,5,none,strong,continuous,adaptshrink_ens,0.975,True,13,2,11,0,-,True
0.2,0.1,5,step,strong,continuous,adaptshrink_ens,0.95,True,14,2,12,0,-,True
0.2,0.1,40,copas,strong,continuous,adaptshrink_ens,0.975,True,15,12,3,0,-,True
0.2,0.1,40,none,strong,continuous,adaptshrink_ens,1.0,True,15,6,9,0,-,True
0.2,0.1,40,step,strong,continuous,adaptshrink_ens,0.875,False,15,7,8,0,-,False
0.2,0.3,5,copas,strong,continuous,adaptshrink_ens,0.65,False,14,2,12,0,-,False
0.2,0.3,5,none,strong,continuous,adaptshrink_ens,0.725,False,14,1,9,4,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj",False
0.2,0.3,5,step,strong,continuous,adaptshrink_ens,0.775,False,14,1,12,1,trim_and_fill,False
0.2,0.3,40,copas,strong,continuous,adaptshrink_ens,0.9,True,14,10,4,0,-,True
0.2,0.3,40,none,strong,continuous,adaptshrink_ens,0.85,False,14,1,6,7,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.2,0.3,40,step,strong,continuous,adaptshrink_ens,0.775,False,15,0,15,0,-,False
0.2,0.5,5,copas,strong,continuous,adaptshrink_ens,0.575,False,15,2,13,0,-,False
0.2,0.5,5,none,strong,continuous,adaptshrink_ens,0.4,False,14,0,8,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.2,0.5,5,step,strong,continuous,adaptshrink_ens,0.55,False,14,2,11,1,trim_and_fill,False
