mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.2,0.5,40,copas,strong,continuous,adaptshrink_ens,0.775,False,15,5,10,0,-,False
0.2,0.5,40,none,strong,continuous,adaptshrink_ens,0.875,False,14,3,11,0,-,False
0.2,0.5,40,step,strong,continuous,adaptshrink_ens,0.6,False,15,1,13,1,trim_and_fill,False
0.5,0.1,5,copas,strong,continuous,adaptshrink_ens,0.95,True,15,1,14,0,-,True
0.5,0.1,5,none,strong,continuous,adaptshrink_ens,0.95,True,15,1,14,0,-,True
0.5,0.1,5,step,strong,continuous,adaptshrink_ens,0.9,True,14,2,12,0,-,True
0.5,0.1,40,copas,strong,continuous,adaptshrink_ens,1.0,True,15,2,13,0,-,True
0.5,0.1,40,none,strong,continuous,adaptshrink_ens,1.0,True,15,1,14,0,-,True
0.5,0.1,40,step,strong,continuous,adaptshrink_ens,1.0,True,15,12,3,0,-,True
0.5,0.3,5,copas,strong,continuous,adaptshrink_ens,0.8,False,14,1,13,0,-,False
0.5,0.3,5,none,strong,continuous,adaptshrink_ens,0.725,False,15,1,8,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.5,0.3,5,step,strong,continuous,adaptshrink_ens,0.825,False,14,1,13,0,-,False
0.5,0.3,40,copas,strong,continuous,adaptshrink_ens,0.875,False,15,0,15,0,-,False
0.5,0.3,40,none,strong,continuous,adaptshrink_ens,0.975,True,15,1,8,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,reml_hksj,ubcma",False
0.5,0.3,40,step,strong,continuous,adaptshrink_ens,0.9,True,15,1,14,0,-,True
0.5,0.5,5,copas,strong,continuous,adaptshrink_ens,0.6,False,14,1,13,0,-,False
0.5,0.5,5,none,strong,continuous,adaptshrink_ens,0.625,False,15,2,13,0,-,False
0.5,0.5,5,step,strong,continuous,adaptshrink_ens,0.775,False,14,1,13,0,-,False
0.5,0.5,40,copas,strong,continuous,adaptshrink_ens,0.8,False,15,3,12,0,-,False
0.5,0.5,40,none,strong,continuous,adaptshrink_ens,0.85,False,15,1,4,10,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_uniform_star,reml_hksj,ubcma,vevea_hedges",False
0.5,0.5,40,step,strong,continuous,adaptshrink_ens,0.75,False,15,3,12,0,-,False
