mu,tau,k,mechanism,strength,outcome,method,n,conv_rate,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov
0.2,0.1,5,step,moderate,continuous,vevea_hedges,37,0.925,0.0737,0.1319,0.865,0.476,0.3845,0.75
0.2,0.1,40,copas,moderate,continuous,adaptshrink_auto,40,1.0,0.0072,0.0522,1.0,0.5265,0.1915,0.95
0.2,0.1,40,copas,moderate,continuous,adaptshrink_ens,40,1.0,0.0072,0.0522,1.0,0.3789,0.1915,0.95
0.2,0.1,40,copas,moderate,continuous,adaptshrink_ens_calib,40,1.0,0.0072,0.0522,1.0,0.5265,0.1915,0.95
0.2,0.1,40,copas,moderate,continuous,adaptshrink_fast,40,1.0,0.0816,0.0959,0.725,0.2652,0.3135,0.95
0.2,0.1,40,copas,moderate,continuous,adaptshrink_petgate,40,1.0,0.0663,0.0765,0.675,0.2022,0.2255,0.8
0.2,0.1,40,copas,moderate,continuous,adaptshrink_solo,40,1.0,0.0697,0.096,0.6,0.2859,0.261,0.9
0.2,0.1,40,copas,moderate,continuous,copas,40,1.0,0.0837,0.0895,0.275,0.113,0.2435,0.8
0.2,0.1,40,copas,moderate,continuous,dl_hksj,40,1.0,0.0847,0.0904,0.275,0.122,0.2444,0.8
0.2,0.1,40,copas,moderate,continuous,henmi_copas,40,1.0,0.0783,0.086,0.425,0.1368,0.2539,0.8
0.2,0.1,40,copas,moderate,continuous,p_curve,40,1.0,0.1082,0.1209,0.35,0.1643,0.3702,0.95
0.2,0.1,40,copas,moderate,continuous,p_uniform_star,39,0.975,0.0876,0.1051,0.487,0.165,0.3821,1.0
0.2,0.1,40,copas,moderate,continuous,pet_peese,40,1.0,0.0675,0.0907,0.4,0.108,0.2721,0.8
0.2,0.1,40,copas,moderate,continuous,reml_hksj,40,1.0,0.0847,0.0904,0.275,0.1211,0.2444,0.75
0.2,0.1,40,copas,moderate,continuous,trim_and_fill,40,1.0,-0.0734,0.0868,0.15,0.0583,0.31,0.95
0.2,0.1,40,copas,moderate,continuous,ubcma,40,1.0,0.0121,0.0463,0.875,0.1759,0.148,0.85
0.2,0.1,40,copas,moderate,continuous,vevea_hedges,40,1.0,0.0823,0.097,0.45,0.1601,0.3137,1.0
0.2,0.1,40,step,moderate,continuous,adaptshrink_auto,40,1.0,0.0446,0.0625,1.0,0.4968,0.1751,0.75
0.2,0.1,40,step,moderate,continuous,adaptshrink_ens,40,1.0,0.0389,0.0628,1.0,0.381,0.1751,0.75
0.2,0.1,40,step,moderate,continuous,adaptshrink_ens_calib,40,1.0,0.0389,0.0628,1.0,0.5193,0.1751,0.75
0.2,0.1,40,step,moderate,continuous,adaptshrink_fast,40,1.0,0.0807,0.0917,0.75,0.2749,0.3155,1.0
0.2,0.1,40,step,moderate,continuous,adaptshrink_petgate,40,1.0,0.0917,0.1004,0.55,0.2027,0.2672,0.75
0.2,0.1,40,step,moderate,continuous,adaptshrink_solo,40,1.0,0.0806,0.106,0.6,0.2961,0.2911,0.75
0.2,0.1,40,step,moderate,continuous,copas,40,1.0,0.1132,0.1168,0.075,0.1167,0.2912,0.75
0.2,0.1,40,step,moderate,continuous,dl_hksj,40,1.0,0.1137,0.1173,0.125,0.1294,0.2911,0.75
0.2,0.1,40,step,moderate,continuous,henmi_copas,40,1.0,0.1068,0.1119,0.15,0.143,0.3122,0.95
0.2,0.1,40,step,moderate,continuous,p_curve,40,1.0,0.115,0.1224,0.225,0.1578,0.3322,0.9
0.2,0.1,40,step,moderate,continuous,p_uniform_star,40,1.0,0.0708,0.0857,0.625,0.2113,0.2791,0.85
0.2,0.1,40,step,moderate,continuous,pet_peese,40,1.0,0.0895,0.11,0.225,0.1105,0.3474,0.95
0.2,0.1,40,step,moderate,continuous,reml_hksj,40,1.0,0.1137,0.1173,0.075,0.1282,0.2906,0.75
0.2,0.1,40,step,moderate,continuous,trim_and_fill,40,1.0,-0.028,0.063,0.475,0.0612,0.2268,0.95
0.2,0.1,40,step,moderate,continuous,ubcma,39,0.975,0.042,0.0682,0.846,0.1856,0.1655,0.65
0.2,0.1,40,step,moderate,continuous,vevea_hedges,40,1.0,0.0735,0.0874,0.575,0.1927,0.2892,0.9
0.2,0.3,5,copas,moderate,continuous,adaptshrink_auto,40,1.0,0.0542,0.2007,0.975,1.0174,0.5376,0.8
0.2,0.3,5,copas,moderate,continuous,adaptshrink_ens,40,1.0,-0.0146,0.2693,0.675,0.7203,0.6774,0.75
0.2,0.3,5,copas,moderate,continuous,adaptshrink_ens_calib,40,1.0,-0.0146,0.2693,0.825,0.966,0.6774,0.75
0.2,0.3,5,copas,moderate,continuous,adaptshrink_fast,40,1.0,0.0626,0.2881,0.95,2.566,0.7495,0.75
0.2,0.3,5,copas,moderate,continuous,adaptshrink_petgate,40,1.0,0.0713,0.1987,0.975,0.9225,0.6193,0.9
0.2,0.3,5,copas,moderate,continuous,adaptshrink_solo,40,1.0,0.0838,0.4438,0.975,3.6666,1.4998,0.8
0.2,0.3,5,copas,moderate,continuous,copas,40,1.0,0.0872,0.1848,0.775,0.5271,0.5395,0.85
0.2,0.3,5,copas,moderate,continuous,dl_hksj,40,1.0,0.0933,0.186,0.95,0.9511,0.566,0.85
0.2,0.3,5,copas,moderate,continuous,henmi_copas,40,1.0,0.0804,0.2203,0.925,1.0797,0.701,0.8
0.2,0.3,5,copas,moderate,continuous,p_curve,27,0.675,0.293,0.3277,0.63,0.7058,1.1445,1.0
0.2,0.3,5,copas,moderate,continuous,p_uniform_star,37,0.925,-0.1096,0.8315,0.919,10.4932,0.7649,0.722
0.2,0.3,5,copas,moderate,continuous,pet_peese,40,1.0,0.0182,0.4294,0.325,0.5833,1.313,0.85
0.2,0.3,5,copas,moderate,continuous,reml_hksj,40,1.0,0.0953,0.1868,0.95,0.9229,0.5645,0.85
0.2,0.3,5,copas,moderate,continuous,trim_and_fill,40,1.0,-0.079,0.2915,0.175,0.1731,0.9018,0.8
0.2,0.3,5,copas,moderate,continuous,ubcma,38,0.95,0.082,0.1998,0.763,0.8063,0.4925,0.7
0.2,0.3,5,copas,moderate,continuous,vevea_hedges,37,0.925,-0.1019,0.8271,0.865,2.5713,0.7971,0.789
0.2,0.3,5,step,moderate,continuous,adaptshrink_auto,40,1.0,0.1124,0.1993,0.925,0.9401,0.685,0.95
0.2,0.3,5,step,moderate,continuous,adaptshrink_ens,40,1.0,0.0682,0.2112,0.825,0.7065,0.702,0.85
0.2,0.3,5,step,moderate,continuous,adaptshrink_ens_calib,40,1.0,0.0682,0.2112,0.875,0.9315,0.702,0.85
0.2,0.3,5,step,moderate,continuous,adaptshrink_fast,40,1.0,-0.0843,0.9098,0.9,3.5096,0.7251,0.75
0.2,0.3,5,step,moderate,continuous,adaptshrink_petgate,40,1.0,0.1366,0.2054,0.875,0.8372,0.718,0.9
0.2,0.3,5,step,moderate,continuous,adaptshrink_solo,40,1.0,0.0972,0.3583,0.95,3.995,0.9735,0.8
0.2,0.3,5,step,moderate,continuous,copas,40,1.0,0.1513,0.2206,0.55,0.4258,0.7195,0.9
0.2,0.3,5,step,moderate,continuous,dl_hksj,40,1.0,0.1601,0.2253,0.75,0.7922,0.7258,0.9
0.2,0.3,5,step,moderate,continuous,henmi_copas,40,1.0,0.1512,0.2137,0.8,0.7891,0.7156,0.95
0.2,0.3,5,step,moderate,continuous,p_curve,34,0.85,0.2274,0.262,0.588,0.6977,0.8552,1.0
0.2,0.3,5,step,moderate,continuous,p_uniform_star,34,0.85,-0.3603,2.2478,0.735,29.9981,1.2068,0.889
0.2,0.3,5,step,moderate,continuous,pet_peese,40,1.0,0.0145,0.4172,0.475,0.7803,1.9181,1.0
0.2,0.3,5,step,moderate,continuous,reml_hksj,40,1.0,0.161,0.2263,0.75,0.7816,0.7189,0.9
0.2,0.3,5,step,moderate,continuous,trim_and_fill,40,1.0,0.0273,0.1987,0.225,0.1809,0.6608,0.85
0.2,0.3,5,step,moderate,continuous,ubcma,39,0.975,0.1213,0.2331,0.718,0.7578,0.7648,0.95
0.2,0.3,5,step,moderate,continuous,vevea_hedges,35,0.875,-0.2595,1.9995,0.686,2.0814,0.7785,0.833
0.2,0.3,40,copas,moderate,continuous,adaptshrink_auto,40,1.0,0.0627,0.1102,0.8,0.4964,0.3513,0.9
0.2,0.3,40,copas,moderate,continuous,adaptshrink_ens,40,1.0,-0.0557,0.1448,0.85,1.4278,0.4355,0.8
0.2,0.3,40,copas,moderate,continuous,adaptshrink_ens_calib,40,1.0,-0.0557,0.1448,0.925,1.744,0.4355,0.8
0.2,0.3,40,copas,moderate,continuous,adaptshrink_fast,40,1.0,0.1013,0.1372,0.875,0.518,0.474,0.9
0.2,0.3,40,copas,moderate,continuous,adaptshrink_petgate,40,1.0,0.0627,0.1102,0.8,0.4964,0.3513,0.9
0.2,0.3,40,copas,moderate,continuous,adaptshrink_solo,40,1.0,0.0458,0.1413,0.8,0.6648,0.3814,0.65
0.2,0.3,40,copas,moderate,continuous,copas,40,1.0,0.1154,0.1298,0.425,0.2337,0.3845,0.9
0.2,0.3,40,copas,moderate,continuous,dl_hksj,40,1.0,0.1173,0.1315,0.475,0.2549,0.3842,0.9
0.2,0.3,40,copas,moderate,continuous,henmi_copas,40,1.0,0.0863,0.1187,0.775,0.3228,0.4163,0.85
0.2,0.3,40,copas,moderate,continuous,p_curve,40,1.0,0.284,0.2931,0.0,0.2154,0.8247,0.95
0.2,0.3,40,copas,moderate,continuous,p_uniform_star,40,1.0,0.1154,0.1441,0.75,0.377,0.4824,0.9
0.2,0.3,40,copas,moderate,continuous,pet_peese,40,1.0,0.0223,0.1625,0.175,0.1289,0.4682,0.75
0.2,0.3,40,copas,moderate,continuous,reml_hksj,40,1.0,0.1174,0.1316,0.475,0.2479,0.3845,0.9
0.2,0.3,40,copas,moderate,continuous,trim_and_fill,40,1.0,-0.2445,0.2653,0.0,0.0592,0.6778,0.75
0.2,0.3,40,copas,moderate,continuous,ubcma,30,0.75,0.0294,0.1471,0.8,0.452,0.4501,0.875
0.2,0.3,40,copas,moderate,continuous,vevea_hedges,40,1.0,0.1096,0.1385,0.75,0.377,0.4731,0.9
0.2,0.3,40,step,moderate,continuous,adaptshrink_auto,40,1.0,0.1587,0.1744,0.575,0.4755,0.5353,1.0
0.2,0.3,40,step,moderate,continuous,adaptshrink_ens,40,1.0,0.0585,0.1236,0.925,1.3223,0.4366,0.95
0.2,0.3,40,step,moderate,continuous,adaptshrink_ens_calib,40,1.0,0.0585,0.1236,0.95,1.6432,0.4366,0.95
0.2,0.3,40,step,moderate,continuous,adaptshrink_fast,40,1.0,0.0926,0.1525,0.775,0.6735,0.4476,0.85
0.2,0.3,40,step,moderate,continuous,adaptshrink_petgate,40,1.0,0.1645,0.1789,0.5,0.4413,0.5353,1.0
0.2,0.3,40,step,moderate,continuous,adaptshrink_solo,40,1.0,0.1744,0.2116,0.6,0.5348,0.5499,0.85
0.2,0.3,40,step,moderate,continuous,copas,40,1.0,0.1924,0.1994,0.1,0.2332,0.551,0.9
0.2,0.3,40,step,moderate,continuous,dl_hksj,40,1.0,0.1938,0.2008,0.1,0.2564,0.5511,0.9
0.2,0.3,40,step,moderate,continuous,henmi_copas,40,1.0,0.1822,0.1945,0.375,0.3078,0.5665,0.9
0.2,0.3,40,step,moderate,continuous,p_curve,40,1.0,0.2844,0.2925,0.0,0.2108,0.7757,0.9
0.2,0.3,40,step,moderate,continuous,p_uniform_star,40,1.0,0.0789,0.1539,0.8,0.4534,0.4923,0.85
0.2,0.3,40,step,moderate,continuous,pet_peese,40,1.0,0.1613,0.2111,0.125,0.1217,0.6096,0.9
0.2,0.3,40,step,moderate,continuous,reml_hksj,40,1.0,0.194,0.2008,0.1,0.252,0.5514,0.9
0.2,0.3,40,step,moderate,continuous,trim_and_fill,40,1.0,-0.1039,0.1561,0.15,0.0636,0.5081,0.8
0.2,0.3,40,step,moderate,continuous,ubcma,31,0.775,0.0967,0.1346,0.806,0.3984,0.3998,0.867
0.2,0.3,40,step,moderate,continuous,vevea_hedges,40,1.0,0.0815,0.1528,0.825,0.4455,0.4551,0.85
0.2,0.5,5,copas,moderate,continuous,adaptshrink_auto,40,1.0,0.0367,0.2907,0.9,1.2271,1.2592,1.0
0.2,0.5,5,copas,moderate,continuous,adaptshrink_ens,40,1.0,-0.1099,0.3389,0.75,1.155,1.7066,1.0
0.2,0.5,5,copas,moderate,continuous,adaptshrink_ens_calib,40,1.0,-0.1099,0.3389,0.8,1.4747,1.7066,1.0
0.2,0.5,5,copas,moderate,continuous,adaptshrink_fast,40,1.0,-0.0586,0.6437,0.95,3.0976,1.2963,0.9
0.2,0.5,5,copas,moderate,continuous,adaptshrink_petgate,40,1.0,0.0432,0.2901,0.925,1.2319,1.2592,1.0
0.2,0.5,5,copas,moderate,continuous,adaptshrink_solo,40,1.0,-0.0171,0.4171,0.925,4.7065,1.9404,1.0
0.2,0.5,5,copas,moderate,continuous,copas,40,1.0,0.0808,0.2728,0.775,0.759,1.0626,0.95
0.2,0.5,5,copas,moderate,continuous,dl_hksj,40,1.0,0.0947,0.2746,0.95,1.4194,1.0616,0.95
0.2,0.5,5,copas,moderate,continuous,henmi_copas,40,1.0,0.0444,0.2969,0.975,1.7457,1.326,0.95
0.2,0.5,5,copas,moderate,continuous,p_curve,30,0.75,0.4376,0.5078,0.333,0.7848,1.3413,0.625
0.2,0.5,5,copas,moderate,continuous,p_uniform_star,37,0.925,-0.1269,1.3643,0.838,15.0915,1.1988,0.789
0.2,0.5,5,copas,moderate,continuous,pet_peese,40,1.0,-0.0816,0.4232,0.4,0.5017,1.7981,1.0
0.2,0.5,5,copas,moderate,continuous,reml_hksj,40,1.0,0.0993,0.2751,0.975,1.3368,1.065,0.95
0.2,0.5,5,copas,moderate,continuous,trim_and_fill,40,1.0,-0.2262,0.3585,0.125,0.146,1.4723,0.95
0.2,0.5,5,copas,moderate,continuous,ubcma,37,0.925,0.134,0.4666,0.486,0.7544,1.7993,0.944
0.2,0.5,5,copas,moderate,continuous,vevea_hedges,37,0.925,-0.1604,1.3379,0.784,2.1369,1.2468,0.895
0.2,0.5,5,step,moderate,continuous,adaptshrink_auto,40,1.0,0.1401,0.2906,1.0,1.3606,0.9215,0.85
0.2,0.5,5,step,moderate,continuous,adaptshrink_ens,40,1.0,0.0266,0.3817,0.575,0.6841,1.2127,0.8
0.2,0.5,5,step,moderate,continuous,adaptshrink_ens_calib,40,1.0,0.0266,0.3817,0.75,0.9289,1.2127,0.8
0.2,0.5,5,step,moderate,continuous,adaptshrink_fast,40,1.0,0.1073,0.45,0.875,2.5015,1.2456,0.8
0.2,0.5,5,step,moderate,continuous,adaptshrink_petgate,40,1.0,0.147,0.2953,0.95,1.3499,0.9215,0.85
0.2,0.5,5,step,moderate,continuous,adaptshrink_solo,40,1.0,0.1076,0.533,0.9,7.0681,2.0826,0.9
0.2,0.5,5,step,moderate,continuous,copas,40,1.0,0.174,0.3189,0.675,0.8359,0.8356,0.75
0.2,0.5,5,step,moderate,continuous,dl_hksj,40,1.0,0.189,0.3267,0.925,1.6283,0.8353,0.7
0.2,0.5,5,step,moderate,continuous,henmi_copas,40,1.0,0.1588,0.3305,0.9,1.9576,1.046,0.95
0.2,0.5,5,step,moderate,continuous,p_curve,34,0.85,0.484,0.5374,0.294,0.7603,1.7792,1.0
0.2,0.5,5,step,moderate,continuous,p_uniform_star,38,0.95,0.1176,0.4621,0.789,2.1459,1.4968,0.95
0.2,0.5,5,step,moderate,continuous,pet_peese,40,1.0,0.0319,0.5446,0.15,0.5362,1.9537,1.0
0.2,0.5,5,step,moderate,continuous,reml_hksj,40,1.0,0.188,0.3269,0.925,1.5267,0.8294,0.7
0.2,0.5,5,step,moderate,continuous,trim_and_fill,40,1.0,-0.0318,0.3638,0.2,0.1703,1.3617,0.95
0.2,0.5,5,step,moderate,continuous,ubcma,40,1.0,0.0948,0.6388,0.55,0.8067,1.2486,0.7
0.2,0.5,5,step,moderate,continuous,vevea_hedges,35,0.875,0.134,0.4401,0.743,1.3374,1.2742,0.824
0.2,0.5,40,copas,moderate,continuous,adaptshrink_auto,40,1.0,0.0661,0.1223,0.875,0.8119,0.535,1.0
0.2,0.5,40,copas,moderate,continuous,adaptshrink_ens,40,1.0,-0.0988,0.2136,0.825,1.9742,0.8257,0.95
0.2,0.5,40,copas,moderate,continuous,adaptshrink_ens_calib,40,1.0,-0.0988,0.2136,0.95,2.4206,0.8257,0.95
0.2,0.5,40,copas,moderate,continuous,adaptshrink_fast,40,1.0,0.0999,0.1823,0.9,0.8335,0.5633,0.9
0.2,0.5,40,copas,moderate,continuous,adaptshrink_petgate,40,1.0,0.0661,0.1223,0.875,0.8119,0.535,1.0
0.2,0.5,40,copas,moderate,continuous,adaptshrink_solo,40,1.0,0.0758,0.2106,0.925,1.12,0.9293,1.0
0.2,0.5,40,copas,moderate,continuous,copas,40,1.0,0.1217,0.157,0.7,0.3525,0.5278,0.95
0.2,0.5,40,copas,moderate,continuous,dl_hksj,40,1.0,0.1249,0.1594,0.75,0.3951,0.5446,0.95
0.2,0.5,40,copas,moderate,continuous,henmi_copas,40,1.0,0.0941,0.1389,0.925,0.5201,0.6231,1.0
0.2,0.5,40,copas,moderate,continuous,p_curve,40,1.0,0.4552,0.4635,0.0,0.2575,1.2092,0.95
0.2,0.5,40,copas,moderate,continuous,p_uniform_star,40,1.0,0.1111,0.1975,0.825,0.5751,0.5709,0.85
0.2,0.5,40,copas,moderate,continuous,pet_peese,40,1.0,0.0377,0.1933,0.2,0.1171,0.7091,0.95
0.2,0.5,40,copas,moderate,continuous,reml_hksj,40,1.0,0.1244,0.1591,0.7,0.3727,0.5411,0.95
0.2,0.5,40,copas,moderate,continuous,trim_and_fill,40,1.0,-0.4637,0.4935,0.0,0.0577,1.3863,0.95
0.2,0.5,40,copas,moderate,continuous,ubcma,32,0.8,0.0992,0.2536,0.688,0.7237,1.0015,0.944
0.2,0.5,40,copas,moderate,continuous,vevea_hedges,40,1.0,0.108,0.1932,0.85,0.5748,0.5658,0.85
0.2,0.5,40,step,moderate,continuous,adaptshrink_auto,40,1.0,0.2263,0.2482,0.55,0.5048,0.7695,1.0
0.2,0.5,40,step,moderate,continuous,adaptshrink_ens,40,1.0,0.1421,0.238,0.75,1.0904,0.8869,0.95
0.2,0.5,40,step,moderate,continuous,adaptshrink_ens_calib,40,1.0,0.1421,0.238,0.8,1.4215,0.8869,0.95
0.2,0.5,40,step,moderate,continuous,adaptshrink_fast,40,1.0,0.1346,0.2074,0.775,0.8828,0.7115,0.9
0.2,0.5,40,step,moderate,continuous,adaptshrink_petgate,40,1.0,0.2263,0.2482,0.55,0.5048,0.7695,1.0
0.2,0.5,40,step,moderate,continuous,adaptshrink_solo,40,1.0,0.2525,0.2949,0.625,0.905,0.7731,0.85
0.2,0.5,40,step,moderate,continuous,copas,40,1.0,0.2474,0.2618,0.25,0.3579,0.7736,1.0
0.2,0.5,40,step,moderate,continuous,dl_hksj,40,1.0,0.2501,0.2645,0.3,0.3976,0.7731,1.0
0.2,0.5,40,step,moderate,continuous,henmi_copas,40,1.0,0.2547,0.2811,0.425,0.5079,0.7444,0.8
0.2,0.5,40,step,moderate,continuous,p_curve,40,1.0,0.4466,0.4547,0.0,0.2592,1.096,0.8
0.2,0.5,40,step,moderate,continuous,p_uniform_star,40,1.0,0.1055,0.1896,0.9,0.6569,0.6178,0.95
0.2,0.5,40,step,moderate,continuous,pet_peese,40,1.0,0.2504,0.3218,0.1,0.1243,0.893,0.8
0.2,0.5,40,step,moderate,continuous,reml_hksj,40,1.0,0.2501,0.2646,0.275,0.3826,0.7736,1.0
0.2,0.5,40,step,moderate,continuous,trim_and_fill,40,1.0,-0.2553,0.3184,0.05,0.0635,1.2257,1.0
0.2,0.5,40,step,moderate,continuous,ubcma,38,0.95,0.2301,0.3145,0.711,0.555,0.9772,0.842
0.2,0.5,40,step,moderate,continuous,vevea_hedges,40,1.0,0.105,0.1896,0.875,0.6546,0.6584,0.9
0.5,0.1,5,copas,moderate,continuous,adaptshrink_auto,40,1.0,0.0232,0.1381,0.975,0.6687,0.478,0.8
0.5,0.1,5,copas,moderate,continuous,adaptshrink_ens,40,1.0,0.0141,0.1355,0.925,0.4983,0.3679,0.7
0.5,0.1,5,copas,moderate,continuous,adaptshrink_ens_calib,40,1.0,0.0141,0.1355,0.975,0.6553,0.3679,0.7
0.5,0.1,5,copas,moderate,continuous,adaptshrink_fast,40,1.0,0.0625,0.1535,0.925,1.3251,0.4167,0.75
0.5,0.1,5,copas,moderate,continuous,adaptshrink_petgate,40,1.0,0.0613,0.1381,0.975,0.5497,0.5345,0.9
0.5,0.1,5,copas,moderate,continuous,adaptshrink_solo,40,1.0,-0.0536,0.352,0.925,1.832,1.7519,1.0
0.5,0.1,5,copas,moderate,continuous,copas,40,1.0,0.0828,0.1355,0.725,0.2904,0.5273,0.95
0.5,0.1,5,copas,moderate,continuous,dl_hksj,40,1.0,0.0914,0.1392,0.95,0.5108,0.549,0.9
0.5,0.1,5,copas,moderate,continuous,henmi_copas,40,1.0,0.0828,0.1368,0.8,0.4312,0.5169,0.9
0.5,0.1,5,copas,moderate,continuous,p_curve,40,1.0,0.0983,0.145,0.725,0.3897,0.4971,0.95
0.5,0.1,5,copas,moderate,continuous,p_uniform_star,37,0.925,0.0958,0.1396,0.73,0.4507,0.5019,0.889
0.5,0.1,5,copas,moderate,continuous,pet_peese,40,1.0,-0.1134,0.4097,0.675,0.6722,1.7609,1.0
0.5,0.1,5,copas,moderate,continuous,reml_hksj,40,1.0,0.0918,0.1406,0.95,0.5146,0.5499,0.9
0.5,0.1,5,copas,moderate,continuous,trim_and_fill,40,1.0,-0.003,0.1255,0.6,0.17,0.3756,0.7
0.5,0.1,5,copas,moderate,continuous,ubcma,40,1.0,0.0109,0.1516,0.875,0.6518,0.5236,0.85
0.5,0.1,5,copas,moderate,continuous,vevea_hedges,36,0.9,0.0741,0.1367,0.806,0.6956,0.3911,0.842
0.5,0.1,5,step,moderate,continuous,adaptshrink_auto,40,1.0,0.0193,0.0957,0.975,0.6563,0.3131,0.9
0.5,0.1,5,step,moderate,continuous,adaptshrink_ens,40,1.0,0.0036,0.0948,0.95,0.4972,0.3407,0.9
0.5,0.1,5,step,moderate,continuous,adaptshrink_ens_calib,40,1.0,0.0036,0.0948,0.975,0.6411,0.3407,0.9
0.5,0.1,5,step,moderate,continuous,adaptshrink_fast,40,1.0,-0.0472,0.4275,0.925,2.2243,0.6879,0.95
0.5,0.1,5,step,moderate,continuous,adaptshrink_petgate,40,1.0,0.0627,0.0946,0.95,0.4965,0.2907,0.8
0.5,0.1,5,step,moderate,continuous,adaptshrink_solo,40,1.0,0.0383,0.1165,0.925,1.5532,0.3208,0.8
0.5,0.1,5,step,moderate,continuous,copas,40,1.0,0.0687,0.0978,0.825,0.2857,0.3076,0.85
0.5,0.1,5,step,moderate,continuous,dl_hksj,40,1.0,0.0751,0.103,0.925,0.4796,0.312,0.85
0.5,0.1,5,step,moderate,continuous,henmi_copas,40,1.0,0.0679,0.098,0.9,0.4081,0.3086,0.8
0.5,0.1,5,step,moderate,continuous,p_curve,40,1.0,0.0631,0.1106,0.875,0.3821,0.317,0.85
0.5,0.1,5,step,moderate,continuous,p_uniform_star,36,0.9,-0.1298,1.1051,0.833,18.5848,0.3094,0.842
0.5,0.1,5,step,moderate,continuous,pet_peese,40,1.0,-0.0418,0.2018,0.8,0.6416,0.7825,1.0
0.5,0.1,5,step,moderate,continuous,reml_hksj,40,1.0,0.076,0.1044,0.925,0.481,0.313,0.85
0.5,0.1,5,step,moderate,continuous,trim_and_fill,40,1.0,-0.0244,0.1009,0.6,0.1625,0.401,0.95
0.5,0.1,5,step,moderate,continuous,ubcma,39,0.975,0.0444,0.1251,0.897,0.5674,0.4132,0.85
0.5,0.1,5,step,moderate,continuous,vevea_hedges,30,0.75,-0.1079,0.914,0.833,0.9639,0.2846,0.714
0.5,0.1,40,copas,moderate,continuous,adaptshrink_auto,40,1.0,-0.0081,0.0448,1.0,0.5214,0.171,1.0
0.5,0.1,40,copas,moderate,continuous,adaptshrink_ens,40,1.0,-0.0081,0.0448,1.0,0.3751,0.171,1.0
0.5,0.1,40,copas,moderate,continuous,adaptshrink_ens_calib,40,1.0,-0.0081,0.0448,1.0,0.5214,0.171,1.0
0.5,0.1,40,copas,moderate,continuous,adaptshrink_fast,40,1.0,0.0742,0.0838,0.65,0.1916,0.2468,0.9
0.5,0.1,40,copas,moderate,continuous,adaptshrink_petgate,40,1.0,0.0637,0.0737,0.725,0.1915,0.2138,0.85
0.5,0.1,40,copas,moderate,continuous,adaptshrink_solo,40,1.0,0.0539,0.0825,0.675,0.2601,0.2662,0.95
0.5,0.1,40,copas,moderate,continuous,copas,40,1.0,0.0809,0.0876,0.225,0.1182,0.2244,0.75
0.5,0.1,40,copas,moderate,continuous,dl_hksj,40,1.0,0.0818,0.0883,0.25,0.1278,0.2245,0.8
0.5,0.1,40,copas,moderate,continuous,henmi_copas,40,1.0,0.0753,0.0833,0.425,0.1426,0.2506,0.9
0.5,0.1,40,copas,moderate,continuous,p_curve,40,1.0,0.0864,0.0941,0.25,0.119,0.2632,0.8
0.5,0.1,40,copas,moderate,continuous,p_uniform_star,40,1.0,0.0758,0.0844,0.35,0.1368,0.2406,0.85
0.5,0.1,40,copas,moderate,continuous,pet_peese,40,1.0,0.0595,0.0786,0.45,0.1052,0.2709,0.95
0.5,0.1,40,copas,moderate,continuous,reml_hksj,40,1.0,0.0819,0.0885,0.25,0.1273,0.2248,0.75
0.5,0.1,40,copas,moderate,continuous,trim_and_fill,40,1.0,-0.0846,0.0993,0.15,0.0574,0.2765,0.7
0.5,0.1,40,copas,moderate,continuous,ubcma,40,1.0,-0.0022,0.045,0.925,0.1583,0.1653,0.95
0.5,0.1,40,copas,moderate,continuous,vevea_hedges,40,1.0,0.0765,0.0852,0.4,0.136,0.2424,0.9
0.5,0.1,40,step,moderate,continuous,adaptshrink_auto,40,1.0,0.0099,0.0413,1.0,0.4751,0.1442,0.95
0.5,0.1,40,step,moderate,continuous,adaptshrink_ens,40,1.0,0.0099,0.0413,1.0,0.3444,0.1442,0.95
0.5,0.1,40,step,moderate,continuous,adaptshrink_ens_calib,40,1.0,0.0099,0.0413,1.0,0.4751,0.1442,0.95
0.5,0.1,40,step,moderate,continuous,adaptshrink_fast,40,1.0,0.0706,0.0772,0.75,0.1924,0.2352,0.95
0.5,0.1,40,step,moderate,continuous,adaptshrink_petgate,40,1.0,0.0646,0.0742,0.65,0.1961,0.2175,0.85
0.5,0.1,40,step,moderate,continuous,adaptshrink_solo,40,1.0,0.0589,0.0895,0.625,0.2668,0.2816,0.9
0.5,0.1,40,step,moderate,continuous,copas,40,1.0,0.0837,0.0891,0.125,0.1072,0.2614,0.9
0.5,0.1,40,step,moderate,continuous,dl_hksj,40,1.0,0.0849,0.0902,0.15,0.1137,0.2657,0.9
0.5,0.1,40,step,moderate,continuous,henmi_copas,40,1.0,0.0787,0.0854,0.275,0.126,0.2432,0.95
0.5,0.1,40,step,moderate,continuous,p_curve,40,1.0,0.0803,0.0863,0.25,0.1163,0.2625,0.95
0.5,0.1,40,step,moderate,continuous,p_uniform_star,40,1.0,0.0725,0.0788,0.375,0.1243,0.2432,0.95
0.5,0.1,40,step,moderate,continuous,pet_peese,40,1.0,0.0609,0.0794,0.4,0.105,0.2968,0.9
0.5,0.1,40,step,moderate,continuous,reml_hksj,40,1.0,0.0849,0.0902,0.15,0.1142,0.2631,0.9
0.5,0.1,40,step,moderate,continuous,trim_and_fill,40,1.0,-0.074,0.0817,0.075,0.0566,0.235,0.85
