mu,tau,k,mechanism,strength,method,n,conv_rate,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov
0.5,0.0,10,none,strong,vevea_hedges,79,0.988,0.0685,0.0828,0.696,0.1993,0.2631,0.85
0.5,0.0,10,step,strong,adaptshrink_ens,80,1.0,0.008,0.0705,0.938,0.3959,0.2067,0.8
0.5,0.0,10,step,strong,adaptshrink_fast,80,1.0,0.066,0.0881,0.875,0.4087,0.2953,0.925
0.5,0.0,10,step,strong,adaptshrink_solo,80,1.0,0.0623,0.1168,0.812,0.4724,0.3976,0.9
0.5,0.0,10,step,strong,copas,80,1.0,0.0797,0.0898,0.463,0.165,0.2729,0.875
0.5,0.0,10,step,strong,dl_hksj,80,1.0,0.0807,0.091,0.625,0.2067,0.2663,0.875
0.5,0.0,10,step,strong,henmi_copas,80,1.0,0.0782,0.0905,0.562,0.1902,0.2582,0.85
0.5,0.0,10,step,strong,p_curve,80,1.0,0.0685,0.0833,0.7,0.2094,0.2771,0.95
0.5,0.0,10,step,strong,p_uniform_star,79,0.988,0.0627,0.09,0.595,0.2246,0.2861,0.9
0.5,0.0,10,step,strong,pet_peese,80,1.0,0.0632,0.1034,0.662,0.2357,0.3097,0.825
0.5,0.0,10,step,strong,reml_hksj,80,1.0,0.0812,0.0908,0.613,0.2088,0.2729,0.875
0.5,0.0,10,step,strong,trim_and_fill,80,1.0,-0.0192,0.0795,0.487,0.1164,0.2923,0.9
0.5,0.0,10,step,strong,ubcma,77,0.962,0.0076,0.0645,0.948,0.2853,0.2104,0.974
0.5,0.0,10,step,strong,vevea_hedges,76,0.95,0.0677,0.0896,0.592,0.2468,0.2945,0.947
0.5,0.0,40,copas,strong,adaptshrink_ens,80,1.0,0.0117,0.0312,1.0,0.2566,0.0847,0.675
0.5,0.0,40,copas,strong,adaptshrink_fast,80,1.0,0.0789,0.082,0.362,0.1458,0.2098,0.9
0.5,0.0,40,copas,strong,adaptshrink_solo,80,1.0,0.0554,0.0764,0.662,0.2123,0.2157,0.925
0.5,0.0,40,copas,strong,copas,80,1.0,0.0886,0.0908,0.0,0.0851,0.2195,0.925
0.5,0.0,40,copas,strong,dl_hksj,80,1.0,0.0883,0.0905,0.0,0.0875,0.2195,0.925
0.5,0.0,40,copas,strong,henmi_copas,80,1.0,0.0854,0.0879,0.037,0.0873,0.2201,0.95
0.5,0.0,40,copas,strong,p_curve,80,1.0,0.0871,0.0901,0.087,0.096,0.2351,0.9
0.5,0.0,40,copas,strong,p_uniform_star,80,1.0,0.0812,0.0842,0.05,0.0914,0.2175,0.925
0.5,0.0,40,copas,strong,pet_peese,80,1.0,0.0636,0.072,0.338,0.1016,0.198,0.85
0.5,0.0,40,copas,strong,reml_hksj,80,1.0,0.089,0.0911,0.0,0.0907,0.2195,0.925
0.5,0.0,40,copas,strong,trim_and_fill,80,1.0,-0.0277,0.0386,0.475,0.056,0.1366,0.95
0.5,0.0,40,copas,strong,ubcma,80,1.0,0.0153,0.0321,0.938,0.117,0.0885,0.725
0.5,0.0,40,copas,strong,vevea_hedges,80,1.0,0.081,0.0839,0.087,0.0924,0.2125,0.925
0.5,0.0,40,none,strong,adaptshrink_ens,80,1.0,-0.001,0.0347,1.0,0.2853,0.1317,0.95
0.5,0.0,40,none,strong,adaptshrink_fast,80,1.0,0.0663,0.0709,0.5,0.1397,0.208,0.925
0.5,0.0,40,none,strong,adaptshrink_solo,80,1.0,0.0722,0.0813,0.512,0.1781,0.2191,0.825
0.5,0.0,40,none,strong,copas,80,1.0,0.0656,0.0697,0.188,0.0855,0.1996,0.925
0.5,0.0,40,none,strong,dl_hksj,80,1.0,0.0655,0.0697,0.225,0.0905,0.1996,0.925
0.5,0.0,40,none,strong,henmi_copas,80,1.0,0.0673,0.0714,0.225,0.0938,0.2027,0.9
0.5,0.0,40,none,strong,p_curve,80,1.0,0.0671,0.0726,0.275,0.0974,0.2318,0.975
0.5,0.0,40,none,strong,p_uniform_star,80,1.0,0.0652,0.0699,0.275,0.0937,0.2114,0.95
0.5,0.0,40,none,strong,pet_peese,80,1.0,0.0706,0.0779,0.312,0.1,0.2168,0.8
0.5,0.0,40,none,strong,reml_hksj,80,1.0,0.0655,0.0697,0.237,0.0915,0.1996,0.925
0.5,0.0,40,none,strong,trim_and_fill,80,1.0,-0.0528,0.0674,0.2,0.0554,0.2463,1.0
0.5,0.0,40,none,strong,ubcma,80,1.0,-0.0018,0.0326,0.938,0.1116,0.1281,0.95
0.5,0.0,40,none,strong,vevea_hedges,80,1.0,0.0658,0.0703,0.237,0.0927,0.2083,0.95
0.5,0.0,40,step,strong,adaptshrink_ens,80,1.0,0.0133,0.0295,1.0,0.2843,0.0911,0.825
0.5,0.0,40,step,strong,adaptshrink_fast,80,1.0,0.0731,0.0775,0.375,0.1388,0.2307,0.925
0.5,0.0,40,step,strong,adaptshrink_solo,80,1.0,0.0689,0.0822,0.45,0.1812,0.2673,0.975
0.5,0.0,40,step,strong,copas,80,1.0,0.0843,0.0876,0.037,0.0835,0.2654,0.975
0.5,0.0,40,step,strong,dl_hksj,80,1.0,0.0841,0.0874,0.05,0.0856,0.259,0.975
0.5,0.0,40,step,strong,henmi_copas,80,1.0,0.0826,0.086,0.062,0.0865,0.2638,0.975
0.5,0.0,40,step,strong,p_curve,80,1.0,0.0727,0.0774,0.188,0.0962,0.2403,0.95
0.5,0.0,40,step,strong,p_uniform_star,80,1.0,0.0739,0.078,0.175,0.0916,0.2302,0.925
0.5,0.0,40,step,strong,pet_peese,80,1.0,0.0685,0.0771,0.312,0.1011,0.2586,0.95
0.5,0.0,40,step,strong,reml_hksj,80,1.0,0.0844,0.0877,0.05,0.0885,0.2654,0.975
0.5,0.0,40,step,strong,trim_and_fill,80,1.0,-0.0399,0.0519,0.3,0.0542,0.1857,0.975
0.5,0.0,40,step,strong,ubcma,80,1.0,0.0146,0.0296,0.95,0.115,0.0972,0.825
0.5,0.0,40,step,strong,vevea_hedges,80,1.0,0.0737,0.0779,0.188,0.0946,0.2302,0.925
0.5,0.1,10,copas,strong,adaptshrink_ens,80,1.0,0.0025,0.0926,0.938,0.4796,0.3816,0.925
0.5,0.1,10,copas,strong,adaptshrink_fast,80,1.0,0.0717,0.1177,0.85,0.6232,0.3903,0.95
0.5,0.1,10,copas,strong,adaptshrink_solo,80,1.0,0.0256,0.1524,0.838,0.7257,0.4203,0.9
0.5,0.1,10,copas,strong,copas,80,1.0,0.0998,0.1132,0.55,0.2135,0.3471,0.95
0.5,0.1,10,copas,strong,dl_hksj,80,1.0,0.1016,0.1144,0.725,0.2801,0.3541,0.95
0.5,0.1,10,copas,strong,henmi_copas,80,1.0,0.0863,0.1043,0.775,0.2929,0.3242,0.9
0.5,0.1,10,copas,strong,p_curve,80,1.0,0.0994,0.1185,0.588,0.2508,0.4173,1.0
0.5,0.1,10,copas,strong,p_uniform_star,79,0.988,0.085,0.1105,0.696,0.3026,0.384,0.95
0.5,0.1,10,copas,strong,pet_peese,80,1.0,0.0171,0.1653,0.637,0.2785,0.5299,0.875
0.5,0.1,10,copas,strong,reml_hksj,80,1.0,0.1014,0.1141,0.725,0.2787,0.3527,0.95
0.5,0.1,10,copas,strong,trim_and_fill,80,1.0,-0.0557,0.105,0.425,0.1186,0.3895,0.925
0.5,0.1,10,copas,strong,ubcma,79,0.988,0.0433,0.0967,0.835,0.3498,0.3181,0.846
0.5,0.1,10,copas,strong,vevea_hedges,76,0.95,0.0913,0.107,0.697,0.5931,0.3335,0.923
0.5,0.1,10,none,strong,adaptshrink_ens,80,1.0,0.0154,0.0898,0.988,0.4944,0.3116,0.9
0.5,0.1,10,none,strong,adaptshrink_fast,80,1.0,0.0802,0.1046,0.863,0.3942,0.3263,0.85
0.5,0.1,10,none,strong,adaptshrink_solo,80,1.0,0.0867,0.1539,0.875,0.624,0.6935,1.0
0.5,0.1,10,none,strong,copas,80,1.0,0.0749,0.094,0.637,0.198,0.2902,0.85
0.5,0.1,10,none,strong,dl_hksj,80,1.0,0.0756,0.0943,0.775,0.2507,0.2786,0.85
0.5,0.1,10,none,strong,henmi_copas,80,1.0,0.0795,0.1014,0.775,0.2641,0.3557,0.975
0.5,0.1,10,none,strong,p_curve,80,1.0,0.0926,0.1167,0.588,0.2315,0.3728,0.85
0.5,0.1,10,none,strong,p_uniform_star,78,0.975,0.0823,0.1043,0.667,0.2418,0.3332,0.842
0.5,0.1,10,none,strong,pet_peese,80,1.0,0.0772,0.1435,0.562,0.2566,0.6313,1.0
0.5,0.1,10,none,strong,reml_hksj,80,1.0,0.075,0.0943,0.762,0.2489,0.2874,0.85
0.5,0.1,10,none,strong,trim_and_fill,80,1.0,-0.0374,0.1095,0.35,0.1201,0.3943,0.975
0.5,0.1,10,none,strong,ubcma,77,0.962,0.0128,0.0892,0.896,0.3047,0.3157,0.947
0.5,0.1,10,none,strong,vevea_hedges,80,1.0,0.0803,0.1036,0.675,0.2787,0.3356,0.875
0.5,0.1,10,step,strong,adaptshrink_ens,80,1.0,-0.0092,0.0757,0.963,0.4311,0.3367,1.0
0.5,0.1,10,step,strong,adaptshrink_fast,80,1.0,0.056,0.0949,0.925,0.6446,0.342,0.975
0.5,0.1,10,step,strong,adaptshrink_solo,80,1.0,0.0498,0.1264,0.812,0.6597,0.4717,1.0
0.5,0.1,10,step,strong,copas,80,1.0,0.0824,0.0997,0.613,0.1977,0.3267,0.95
0.5,0.1,10,step,strong,dl_hksj,80,1.0,0.0831,0.1002,0.762,0.2485,0.3294,0.95
0.5,0.1,10,step,strong,henmi_copas,80,1.0,0.075,0.094,0.762,0.2521,0.3176,0.975
0.5,0.1,10,step,strong,p_curve,80,1.0,0.0658,0.0919,0.75,0.2448,0.3134,0.95
0.5,0.1,10,step,strong,p_uniform_star,79,0.988,0.0555,0.0888,0.772,0.3034,0.2936,0.925
0.5,0.1,10,step,strong,pet_peese,80,1.0,0.0356,0.1248,0.675,0.2637,0.5198,0.975
0.5,0.1,10,step,strong,reml_hksj,80,1.0,0.0838,0.1007,0.75,0.2503,0.3307,0.95
0.5,0.1,10,step,strong,trim_and_fill,80,1.0,-0.0601,0.1018,0.338,0.116,0.365,0.975
0.5,0.1,10,step,strong,ubcma,80,1.0,0.0153,0.0719,0.95,0.2857,0.2664,0.95
0.5,0.1,10,step,strong,vevea_hedges,71,0.888,0.0627,0.0887,0.789,0.3754,0.2936,0.944
0.5,0.1,40,copas,strong,adaptshrink_ens,80,1.0,0.0252,0.0544,1.0,0.3387,0.169,0.85
0.5,0.1,40,copas,strong,adaptshrink_fast,80,1.0,0.0864,0.0936,0.5,0.1801,0.2783,0.9
0.5,0.1,40,copas,strong,adaptshrink_solo,80,1.0,0.0646,0.0922,0.562,0.2638,0.2934,0.925
0.5,0.1,40,copas,strong,copas,80,1.0,0.0995,0.1049,0.075,0.1062,0.2968,0.925
0.5,0.1,40,copas,strong,dl_hksj,80,1.0,0.0997,0.1051,0.087,0.1123,0.2977,0.925
0.5,0.1,40,copas,strong,henmi_copas,80,1.0,0.0915,0.0985,0.263,0.1242,0.2921,0.9
0.5,0.1,40,copas,strong,p_curve,80,1.0,0.0984,0.1035,0.125,0.1114,0.3085,0.975
0.5,0.1,40,copas,strong,p_uniform_star,80,1.0,0.0893,0.0955,0.237,0.1189,0.268,0.9
0.5,0.1,40,copas,strong,pet_peese,80,1.0,0.0683,0.0856,0.362,0.1042,0.288,0.95
0.5,0.1,40,copas,strong,reml_hksj,80,1.0,0.0998,0.1053,0.087,0.1132,0.2986,0.925
0.5,0.1,40,copas,strong,trim_and_fill,80,1.0,-0.0562,0.0766,0.263,0.057,0.2911,0.975
0.5,0.1,40,copas,strong,ubcma,80,1.0,0.0316,0.0584,0.812,0.1524,0.2226,0.975
0.5,0.1,40,copas,strong,vevea_hedges,80,1.0,0.089,0.0953,0.263,0.1205,0.2776,0.9
0.5,0.1,40,none,strong,adaptshrink_ens,80,1.0,0.0066,0.0392,1.0,0.3738,0.1486,0.9
0.5,0.1,40,none,strong,adaptshrink_fast,80,1.0,0.0768,0.0834,0.613,0.1776,0.2492,0.95
0.5,0.1,40,none,strong,adaptshrink_solo,80,1.0,0.0802,0.1,0.562,0.2315,0.3268,0.925
0.5,0.1,40,none,strong,copas,80,1.0,0.0733,0.0786,0.2,0.1066,0.2502,1.0
0.5,0.1,40,none,strong,dl_hksj,80,1.0,0.0732,0.0784,0.237,0.114,0.2506,1.0
0.5,0.1,40,none,strong,henmi_copas,80,1.0,0.075,0.0817,0.35,0.1273,0.2482,0.975
0.5,0.1,40,none,strong,p_curve,80,1.0,0.0821,0.0875,0.188,0.1106,0.2596,0.9
0.5,0.1,40,none,strong,p_uniform_star,80,1.0,0.0752,0.0813,0.3,0.1301,0.2387,0.95
0.5,0.1,40,none,strong,pet_peese,80,1.0,0.0803,0.0953,0.325,0.0989,0.3158,0.925
0.5,0.1,40,none,strong,reml_hksj,80,1.0,0.0732,0.0785,0.237,0.114,0.2503,1.0
0.5,0.1,40,none,strong,trim_and_fill,80,1.0,-0.0778,0.0953,0.2,0.0548,0.3499,0.975
0.5,0.1,40,none,strong,ubcma,80,1.0,0.0066,0.0376,0.95,0.1469,0.1289,0.875
0.5,0.1,40,none,strong,vevea_hedges,80,1.0,0.0766,0.0826,0.287,0.1175,0.2485,0.95
0.5,0.1,40,step,strong,adaptshrink_ens,80,1.0,0.0047,0.0493,0.988,0.3398,0.1876,0.975
0.5,0.1,40,step,strong,adaptshrink_fast,80,1.0,0.0634,0.071,0.7,0.1941,0.2356,0.95
0.5,0.1,40,step,strong,adaptshrink_solo,80,1.0,0.0495,0.0823,0.713,0.3083,0.2802,1.0
0.5,0.1,40,step,strong,copas,80,1.0,0.0864,0.0899,0.138,0.1085,0.2615,0.95
0.5,0.1,40,step,strong,dl_hksj,80,1.0,0.0866,0.0901,0.15,0.1147,0.2614,0.95
0.5,0.1,40,step,strong,henmi_copas,80,1.0,0.0771,0.0824,0.412,0.1298,0.2635,1.0
0.5,0.1,40,step,strong,p_curve,80,1.0,0.0747,0.0806,0.25,0.1145,0.2522,0.95
0.5,0.1,40,step,strong,p_uniform_star,80,1.0,0.0651,0.0725,0.512,0.1312,0.248,0.975
0.5,0.1,40,step,strong,pet_peese,80,1.0,0.0514,0.069,0.438,0.101,0.2436,0.975
0.5,0.1,40,step,strong,reml_hksj,80,1.0,0.0867,0.0902,0.163,0.1148,0.2621,0.95
0.5,0.1,40,step,strong,trim_and_fill,80,1.0,-0.0824,0.093,0.062,0.0549,0.2998,0.925
0.5,0.1,40,step,strong,ubcma,80,1.0,0.0099,0.0511,0.863,0.1484,0.188,0.975
0.5,0.1,40,step,strong,vevea_hedges,80,1.0,0.0652,0.0724,0.525,0.138,0.2457,0.95
0.5,0.3,10,copas,strong,adaptshrink_ens,80,1.0,-0.052,0.2584,0.675,0.7155,1.0499,0.925
0.5,0.3,10,copas,strong,adaptshrink_fast,80,1.0,0.0574,0.2105,0.9,1.2973,0.7368,0.925
0.5,0.3,10,copas,strong,adaptshrink_solo,80,1.0,0.0166,0.3349,0.912,1.4909,1.2629,0.9
0.5,0.3,10,copas,strong,copas,80,1.0,0.1381,0.1707,0.675,0.3948,0.6841,0.975
0.5,0.3,10,copas,strong,dl_hksj,80,1.0,0.1391,0.1705,0.875,0.5516,0.6863,1.0
0.5,0.3,10,copas,strong,henmi_copas,80,1.0,0.093,0.1826,0.912,0.7011,0.7429,0.975
0.5,0.3,10,copas,strong,p_curve,80,1.0,0.1703,0.1997,0.5,0.3622,0.6937,0.975
0.5,0.3,10,copas,strong,p_uniform_star,80,1.0,0.0607,0.2435,0.787,1.0349,0.8439,0.95
0.5,0.3,10,copas,strong,pet_peese,80,1.0,-0.0173,0.3012,0.375,0.2645,1.0779,0.9
0.5,0.3,10,copas,strong,reml_hksj,80,1.0,0.1399,0.1714,0.838,0.5146,0.6897,1.0
0.5,0.3,10,copas,strong,trim_and_fill,80,1.0,-0.1868,0.316,0.1,0.1175,1.0512,0.875
0.5,0.3,10,copas,strong,ubcma,77,0.962,0.0985,0.2321,0.662,0.4753,0.8708,0.947
0.5,0.3,10,copas,strong,vevea_hedges,61,0.762,0.0933,0.1651,0.869,0.7383,0.637,0.931
0.5,0.3,10,none,strong,adaptshrink_ens,80,1.0,-0.0664,0.2476,0.75,0.8725,1.1157,0.975
0.5,0.3,10,none,strong,adaptshrink_fast,80,1.0,0.0698,0.1811,0.85,0.9248,0.711,0.95
0.5,0.3,10,none,strong,adaptshrink_solo,80,1.0,0.0434,0.3194,0.938,1.4684,1.839,1.0
0.5,0.3,10,none,strong,copas,80,1.0,0.0702,0.1335,0.825,0.381,0.4926,0.875
0.5,0.3,10,none,strong,dl_hksj,80,1.0,0.0698,0.1324,0.9,0.4941,0.4827,0.875
0.5,0.3,10,none,strong,henmi_copas,80,1.0,0.0578,0.1641,0.912,0.6172,0.6901,0.95
0.5,0.3,10,none,strong,p_curve,80,1.0,0.1686,0.2033,0.575,0.3491,0.6479,0.85
0.5,0.3,10,none,strong,p_uniform_star,80,1.0,0.0704,0.1751,0.8,0.5886,0.6994,0.975
0.5,0.3,10,none,strong,pet_peese,80,1.0,0.0178,0.2966,0.35,0.2517,1.2594,1.0
0.5,0.3,10,none,strong,reml_hksj,80,1.0,0.0704,0.1334,0.9,0.4682,0.4889,0.875
0.5,0.3,10,none,strong,trim_and_fill,80,1.0,-0.2174,0.3541,0.138,0.1171,1.3845,0.95
0.5,0.3,10,none,strong,ubcma,74,0.925,0.0215,0.1706,0.757,0.4585,0.5191,0.868
0.5,0.3,10,none,strong,vevea_hedges,76,0.95,0.0756,0.1715,0.816,0.579,0.6821,1.0
0.5,0.3,10,step,strong,adaptshrink_ens,80,1.0,0.0627,0.2257,0.787,0.6459,0.6043,0.775
0.5,0.3,10,step,strong,adaptshrink_fast,80,1.0,0.0898,0.2262,0.887,1.9551,0.7844,0.9
0.5,0.3,10,step,strong,adaptshrink_solo,80,1.0,0.1297,0.31,0.887,1.2905,0.8707,0.825
0.5,0.3,10,step,strong,copas,80,1.0,0.1583,0.1959,0.6,0.3459,0.7746,0.975
0.5,0.3,10,step,strong,dl_hksj,80,1.0,0.1583,0.1958,0.738,0.4719,0.7671,0.975
0.5,0.3,10,step,strong,henmi_copas,80,1.0,0.1485,0.2043,0.85,0.5728,0.595,0.825
0.5,0.3,10,step,strong,p_curve,80,1.0,0.1447,0.1908,0.562,0.3621,0.6086,0.9
0.5,0.3,10,step,strong,p_uniform_star,79,0.988,0.0026,0.4072,0.747,2.0444,1.2007,1.0
0.5,0.3,10,step,strong,pet_peese,80,1.0,0.0907,0.2982,0.35,0.2663,0.8496,0.8
0.5,0.3,10,step,strong,reml_hksj,80,1.0,0.1594,0.1964,0.7,0.4541,0.772,0.975
0.5,0.3,10,step,strong,trim_and_fill,80,1.0,-0.067,0.2187,0.1,0.1179,0.5556,0.725
0.5,0.3,10,step,strong,ubcma,76,0.95,0.1296,0.2378,0.684,0.4221,0.9337,0.947
0.5,0.3,10,step,strong,vevea_hedges,46,0.575,0.0644,0.4852,0.804,1.5722,0.8477,1.0
0.5,0.3,40,copas,strong,adaptshrink_ens,80,1.0,0.0094,0.1263,0.887,0.5279,0.3798,0.875
0.5,0.3,40,copas,strong,adaptshrink_fast,80,1.0,0.0961,0.1239,0.863,0.4661,0.4443,1.0
0.5,0.3,40,copas,strong,adaptshrink_solo,80,1.0,0.0334,0.1834,0.787,0.7119,0.4835,0.85
0.5,0.3,40,copas,strong,copas,80,1.0,0.1501,0.1592,0.188,0.2137,0.4645,0.95
0.5,0.3,40,copas,strong,dl_hksj,80,1.0,0.1509,0.1599,0.25,0.2373,0.4656,0.95
0.5,0.3,40,copas,strong,henmi_copas,80,1.0,0.1015,0.128,0.688,0.3012,0.4531,1.0
0.5,0.3,40,copas,strong,p_curve,80,1.0,0.1827,0.1899,0.037,0.1735,0.5629,0.975
0.5,0.3,40,copas,strong,p_uniform_star,80,1.0,0.1146,0.1398,0.625,0.3271,0.4995,1.0
0.5,0.3,40,copas,strong,pet_peese,80,1.0,0.0349,0.1505,0.275,0.1052,0.4959,0.9
0.5,0.3,40,copas,strong,reml_hksj,80,1.0,0.1505,0.1596,0.225,0.2271,0.4658,0.95
0.5,0.3,40,copas,strong,trim_and_fill,80,1.0,-0.215,0.2402,0.013,0.0572,0.7326,0.925
0.5,0.3,40,copas,strong,ubcma,77,0.962,0.0781,0.1296,0.792,0.3228,0.5005,0.9
0.5,0.3,40,copas,strong,vevea_hedges,80,1.0,0.0976,0.1259,0.725,0.3659,0.4346,1.0
0.5,0.3,40,none,strong,adaptshrink_ens,80,1.0,0.0132,0.0947,0.963,0.8241,0.2974,0.875
0.5,0.3,40,none,strong,adaptshrink_fast,80,1.0,0.0764,0.0987,0.9,0.4075,0.3602,0.975
0.5,0.3,40,none,strong,adaptshrink_solo,80,1.0,0.0755,0.1414,0.887,0.5597,0.5564,0.95
0.5,0.3,40,none,strong,copas,80,1.0,0.0745,0.0912,0.675,0.2059,0.3075,0.925
0.5,0.3,40,none,strong,dl_hksj,80,1.0,0.0743,0.0911,0.713,0.2227,0.3067,0.925
0.5,0.3,40,none,strong,henmi_copas,80,1.0,0.075,0.0977,0.838,0.2838,0.2935,0.875
0.5,0.3,40,none,strong,p_curve,80,1.0,0.1589,0.1664,0.1,0.1723,0.4953,0.975
0.5,0.3,40,none,strong,p_uniform_star,80,1.0,0.0753,0.1021,0.775,0.3084,0.3765,0.975
0.5,0.3,40,none,strong,pet_peese,80,1.0,0.075,0.1278,0.338,0.1002,0.4329,0.925
0.5,0.3,40,none,strong,reml_hksj,80,1.0,0.0745,0.0913,0.713,0.2164,0.3077,0.925
0.5,0.3,40,none,strong,trim_and_fill,80,1.0,-0.2645,0.2979,0.013,0.0543,0.8358,0.875
0.5,0.3,40,none,strong,ubcma,76,0.95,0.0349,0.0859,0.908,0.3371,0.2786,0.861
0.5,0.3,40,none,strong,vevea_hedges,80,1.0,0.0743,0.0986,0.8,0.3009,0.3477,0.975
0.5,0.3,40,step,strong,adaptshrink_ens,80,1.0,0.0431,0.1107,0.875,0.8025,0.4052,0.975
0.5,0.3,40,step,strong,adaptshrink_fast,80,1.0,0.098,0.1361,0.738,0.5335,0.4476,0.925
0.5,0.3,40,step,strong,adaptshrink_solo,80,1.0,0.0851,0.1828,0.662,0.6228,0.5591,0.875
0.5,0.3,40,step,strong,copas,80,1.0,0.1751,0.1827,0.075,0.1957,0.5191,0.925
0.5,0.3,40,step,strong,dl_hksj,80,1.0,0.1755,0.1831,0.087,0.2167,0.5192,0.925
0.5,0.3,40,step,strong,henmi_copas,80,1.0,0.1399,0.1605,0.425,0.2727,0.5364,0.95
0.5,0.3,40,step,strong,p_curve,80,1.0,0.1654,0.1765,0.138,0.1782,0.4977,0.875
0.5,0.3,40,step,strong,p_uniform_star,80,1.0,0.0798,0.1491,0.65,0.43,0.4565,0.9
0.5,0.3,40,step,strong,pet_peese,80,1.0,0.0952,0.1533,0.263,0.1063,0.6032,0.975
0.5,0.3,40,step,strong,reml_hksj,80,1.0,0.1754,0.1829,0.075,0.208,0.5191,0.925
0.5,0.3,40,step,strong,trim_and_fill,80,1.0,-0.1381,0.1589,0.075,0.0581,0.5617,0.975
0.5,0.3,40,step,strong,ubcma,68,0.85,0.0919,0.1336,0.632,0.3077,0.512,0.938
0.5,0.3,40,step,strong,vevea_hedges,76,0.95,0.0974,0.1378,0.75,0.4145,0.4442,0.921
