mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.0,0.1,5,copas,moderate,continuous,adaptshrink_fast,1.0,True,13,0,6,7,"adaptshrink_auto,adaptshrink_ens,adaptshrink_ens_calib,adaptshrink_petgate,copas,henmi_copas,trim_and_fill",False
0.0,0.1,5,step,moderate,continuous,adaptshrink_fast,1.0,True,13,1,12,0,-,True
0.0,0.1,40,copas,moderate,continuous,adaptshrink_fast,0.85,False,15,3,7,5,"adaptshrink_auto,adaptshrink_ens,adaptshrink_ens_calib,adaptshrink_petgate,ubcma",False
0.0,0.1,40,step,moderate,continuous,adaptshrink_fast,0.875,False,15,7,8,0,-,False
0.0,0.3,5,copas,moderate,continuous,adaptshrink_fast,0.95,True,14,0,6,8,"adaptshrink_auto,adaptshrink_ens,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj,trim_and_fill",False
0.0,0.3,5,step,moderate,continuous,adaptshrink_fast,0.875,False,14,2,12,0,-,False
0.0,0.3,40,copas,moderate,continuous,adaptshrink_fast,0.9,True,14,3,3,8,"adaptshrink_auto,adaptshrink_ens,adaptshrink_ens_calib,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.3,40,step,moderate,continuous,adaptshrink_fast,0.85,False,15,4,11,0,-,False
0.0,0.5,5,copas,moderate,continuous,adaptshrink_fast,0.875,False,14,0,8,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.5,5,step,moderate,continuous,adaptshrink_fast,0.975,True,14,0,11,3,"copas,dl_hksj,reml_hksj",False
0.0,0.5,40,copas,moderate,continuous,adaptshrink_fast,0.875,False,14,2,12,0,-,False
0.0,0.5,40,step,moderate,continuous,adaptshrink_fast,0.85,False,15,8,7,0,-,False
0.2,0.1,5,copas,moderate,continuous,adaptshrink_fast,0.975,True,13,0,4,9,"adaptshrink_auto,adaptshrink_ens,adaptshrink_ens_calib,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj,trim_and_fill",False
0.2,0.1,5,step,moderate,continuous,adaptshrink_fast,0.95,True,14,2,9,3,"adaptshrink_auto,adaptshrink_petgate,henmi_copas",False
0.2,0.1,40,copas,moderate,continuous,adaptshrink_fast,0.725,False,15,1,5,9,"adaptshrink_auto,adaptshrink_ens,adaptshrink_ens_calib,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj,ubcma",False
0.2,0.1,40,step,moderate,continuous,adaptshrink_fast,0.75,False,15,2,13,0,-,False
0.2,0.3,5,copas,moderate,continuous,adaptshrink_fast,0.95,True,14,1,7,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,reml_hksj,ubcma",False
0.2,0.3,5,step,moderate,continuous,adaptshrink_fast,0.9,True,15,1,14,0,-,True
0.2,0.3,40,copas,moderate,continuous,adaptshrink_fast,0.875,False,14,2,7,5,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,reml_hksj",False
0.2,0.3,40,step,moderate,continuous,adaptshrink_fast,0.775,False,14,2,12,0,-,False
0.2,0.5,5,copas,moderate,continuous,adaptshrink_fast,0.95,True,14,0,11,3,"copas,dl_hksj,reml_hksj",False
0.2,0.5,5,step,moderate,continuous,adaptshrink_fast,0.875,False,15,1,12,2,"adaptshrink_auto,adaptshrink_petgate",False
0.2,0.5,40,copas,moderate,continuous,adaptshrink_fast,0.9,True,15,2,11,2,"adaptshrink_auto,adaptshrink_petgate",False
0.2,0.5,40,step,moderate,continuous,adaptshrink_fast,0.775,False,15,4,11,0,-,False
0.5,0.1,5,copas,moderate,continuous,adaptshrink_fast,0.925,True,15,2,13,0,-,True
0.5,0.1,5,step,moderate,continuous,adaptshrink_fast,0.925,True,14,0,14,0,-,True
0.5,0.1,40,copas,moderate,continuous,adaptshrink_fast,0.65,False,15,2,9,4,"adaptshrink_auto,adaptshrink_ens,adaptshrink_ens_calib,ubcma",False
0.5,0.1,40,step,moderate,continuous,adaptshrink_fast,0.75,False,15,4,7,4,"adaptshrink_auto,adaptshrink_ens,adaptshrink_ens_calib,ubcma",False
0.5,0.3,5,copas,moderate,continuous,adaptshrink_fast,0.9,True,14,0,8,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.5,0.3,5,step,moderate,continuous,adaptshrink_fast,0.9,True,14,0,7,7,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj,trim_and_fill",False
0.5,0.3,40,copas,moderate,continuous,adaptshrink_fast,0.675,False,15,3,12,0,-,False
0.5,0.3,40,step,moderate,continuous,adaptshrink_fast,0.675,False,15,3,12,0,-,False
0.5,0.5,5,copas,moderate,continuous,adaptshrink_fast,0.85,False,14,2,6,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.5,0.5,5,step,moderate,continuous,adaptshrink_fast,0.875,False,14,0,11,3,"copas,dl_hksj,reml_hksj",False
0.5,0.5,40,copas,moderate,continuous,adaptshrink_fast,0.825,False,15,2,13,0,-,False
0.5,0.5,40,step,moderate,continuous,adaptshrink_fast,0.825,False,15,0,15,0,-,False
