mu,tau,k,mechanism,strength,headline,comparator,comp_conv,d_mciw0,ci_lo,ci_hi,verdict
0.5,0.0,10,copas,strong,adaptshrink_solo,ubcma,0.975,0.1167,-0.0693,0.245,tie
0.5,0.0,10,copas,strong,adaptshrink_solo,vevea_hedges,1.0,0.1179,0.0149,0.2036,as_loss
0.5,0.0,10,none,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.1721,0.0151,0.4186,as_loss
0.5,0.0,10,none,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.1305,-0.0305,0.3425,tie
0.5,0.0,10,none,strong,adaptshrink_solo,copas,1.0,0.1137,-0.0491,0.34,tie
0.5,0.0,10,none,strong,adaptshrink_solo,dl_hksj,1.0,0.1004,-0.0609,0.3282,tie
0.5,0.0,10,none,strong,adaptshrink_solo,henmi_copas,1.0,0.1298,-0.0303,0.3435,tie
0.5,0.0,10,none,strong,adaptshrink_solo,p_curve,1.0,0.0906,-0.088,0.3396,tie
0.5,0.0,10,none,strong,adaptshrink_solo,p_uniform_star,0.988,0.1299,-0.0325,0.3529,tie
0.5,0.0,10,none,strong,adaptshrink_solo,pet_peese,1.0,0.0475,-0.061,0.2635,tie
0.5,0.0,10,none,strong,adaptshrink_solo,reml_hksj,1.0,0.1137,-0.0506,0.34,tie
0.5,0.0,10,none,strong,adaptshrink_solo,trim_and_fill,1.0,0.0979,-0.0667,0.3246,tie
0.5,0.0,10,none,strong,adaptshrink_solo,ubcma,1.0,0.1746,-0.0768,0.4039,tie
0.5,0.0,10,none,strong,adaptshrink_solo,vevea_hedges,0.988,0.1301,-0.0315,0.3529,tie
0.5,0.0,10,step,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.1426,0.057,0.2634,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.1193,0.037,0.2493,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,copas,1.0,0.1293,0.0417,0.2579,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,dl_hksj,1.0,0.1288,0.0401,0.2614,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,henmi_copas,1.0,0.1177,0.0376,0.2565,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,p_curve,1.0,0.1329,0.0453,0.2617,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,p_uniform_star,0.988,0.1258,0.0292,0.2553,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,pet_peese,1.0,0.0746,-0.0341,0.1809,tie
0.5,0.0,10,step,strong,adaptshrink_solo,reml_hksj,1.0,0.129,0.0408,0.2574,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,trim_and_fill,1.0,0.1209,0.0389,0.2455,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,ubcma,0.963,0.2154,0.0968,0.3285,as_loss
0.5,0.0,10,step,strong,adaptshrink_solo,vevea_hedges,0.95,0.1252,0.0326,0.252,as_loss
0.5,0.0,40,copas,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.0946,0.0738,0.1547,as_loss
0.5,0.0,40,copas,strong,adaptshrink_solo,adaptshrink_fast,1.0,-0.0088,-0.0428,0.0531,tie
0.5,0.0,40,copas,strong,adaptshrink_solo,copas,1.0,-0.0075,-0.0606,0.0423,tie
0.5,0.0,40,copas,strong,adaptshrink_solo,dl_hksj,1.0,-0.0064,-0.0628,0.0423,tie
0.5,0.0,40,copas,strong,adaptshrink_solo,henmi_copas,1.0,-0.0002,-0.0473,0.0405,tie
0.5,0.0,40,copas,strong,adaptshrink_solo,p_curve,1.0,-0.0163,-0.0687,0.0297,tie
0.5,0.0,40,copas,strong,adaptshrink_solo,p_uniform_star,1.0,-0.0008,-0.0498,0.0492,tie
0.5,0.0,40,copas,strong,adaptshrink_solo,pet_peese,1.0,-0.0056,-0.0347,0.0326,tie
0.5,0.0,40,copas,strong,adaptshrink_solo,reml_hksj,1.0,-0.0084,-0.0606,0.0423,tie
0.5,0.0,40,copas,strong,adaptshrink_solo,trim_and_fill,1.0,0.0841,0.0543,0.1445,as_loss
0.5,0.0,40,copas,strong,adaptshrink_solo,ubcma,1.0,0.0919,0.0612,0.1484,as_loss
0.5,0.0,40,copas,strong,adaptshrink_solo,vevea_hedges,1.0,-0.0055,-0.0479,0.0494,tie
0.5,0.0,40,none,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.1381,0.0646,0.1866,as_loss
0.5,0.0,40,none,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.0573,0.0039,0.1195,as_loss
0.5,0.0,40,none,strong,adaptshrink_solo,copas,1.0,0.0643,0.0105,0.1295,as_loss
0.5,0.0,40,none,strong,adaptshrink_solo,dl_hksj,1.0,0.0642,0.0113,0.1295,as_loss
0.5,0.0,40,none,strong,adaptshrink_solo,henmi_copas,1.0,0.0603,0.0047,0.1191,as_loss
0.5,0.0,40,none,strong,adaptshrink_solo,p_curve,1.0,0.0448,-0.0133,0.1063,tie
0.5,0.0,40,none,strong,adaptshrink_solo,p_uniform_star,1.0,0.0575,0.0034,0.1217,as_loss
0.5,0.0,40,none,strong,adaptshrink_solo,pet_peese,1.0,0.0115,-0.0206,0.0556,tie
0.5,0.0,40,none,strong,adaptshrink_solo,reml_hksj,1.0,0.0643,0.0109,0.1295,as_loss
0.5,0.0,40,none,strong,adaptshrink_solo,trim_and_fill,1.0,0.0408,-0.0193,0.1023,tie
0.5,0.0,40,none,strong,adaptshrink_solo,ubcma,1.0,0.1424,0.0734,0.2043,as_loss
0.5,0.0,40,none,strong,adaptshrink_solo,vevea_hedges,1.0,0.0607,0.0059,0.1229,as_loss
0.5,0.0,40,step,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.1526,0.0958,0.2397,as_loss
0.5,0.0,40,step,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.0261,-0.0053,0.1148,tie
0.5,0.0,40,step,strong,adaptshrink_solo,copas,1.0,0.0029,-0.0255,0.0897,tie
0.5,0.0,40,step,strong,adaptshrink_solo,dl_hksj,1.0,0.0044,-0.0241,0.091,tie
0.5,0.0,40,step,strong,adaptshrink_solo,henmi_copas,1.0,0.0072,-0.0181,0.096,tie
0.5,0.0,40,step,strong,adaptshrink_solo,p_curve,1.0,0.0188,-0.0117,0.1074,tie
0.5,0.0,40,step,strong,adaptshrink_solo,p_uniform_star,1.0,0.0239,-0.0047,0.116,tie
0.5,0.0,40,step,strong,adaptshrink_solo,pet_peese,1.0,0.0007,-0.0174,0.085,tie
0.5,0.0,40,step,strong,adaptshrink_solo,reml_hksj,1.0,0.0024,-0.027,0.0892,tie
0.5,0.0,40,step,strong,adaptshrink_solo,trim_and_fill,1.0,0.0848,-0.0166,0.1772,tie
0.5,0.0,40,step,strong,adaptshrink_solo,ubcma,1.0,0.1495,0.0999,0.237,as_loss
0.5,0.0,40,step,strong,adaptshrink_solo,vevea_hedges,1.0,0.0238,-0.0048,0.116,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.0261,-0.0315,0.1992,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.0741,-0.0147,0.2832,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,copas,1.0,0.0506,-0.0154,0.2511,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,dl_hksj,1.0,0.0443,-0.0198,0.2443,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,henmi_copas,1.0,0.0806,0.0021,0.2596,as_loss
0.5,0.1,10,copas,strong,adaptshrink_solo,p_curve,1.0,0.0226,-0.0499,0.2263,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,p_uniform_star,0.988,0.0826,-0.0249,0.285,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,pet_peese,1.0,-0.1449,-0.2044,-0.0113,as_win
0.5,0.1,10,copas,strong,adaptshrink_solo,reml_hksj,1.0,0.0463,-0.0186,0.2471,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,trim_and_fill,1.0,0.0218,-0.0442,0.2113,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,ubcma,0.988,0.029,-0.0747,0.242,tie
0.5,0.1,10,copas,strong,adaptshrink_solo,vevea_hedges,0.95,0.069,-0.0292,0.2838,tie
0.5,0.1,10,none,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.2833,0.0942,0.5333,as_loss
0.5,0.1,10,none,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.2621,0.0528,0.5498,as_loss
0.5,0.1,10,none,strong,adaptshrink_solo,copas,1.0,0.2966,0.0848,0.5789,as_loss
0.5,0.1,10,none,strong,adaptshrink_solo,dl_hksj,1.0,0.2973,0.0841,0.5888,as_loss
0.5,0.1,10,none,strong,adaptshrink_solo,henmi_copas,1.0,0.2619,0.0704,0.5366,as_loss
0.5,0.1,10,none,strong,adaptshrink_solo,p_curve,1.0,0.1936,-0.0079,0.4986,tie
0.5,0.1,10,none,strong,adaptshrink_solo,p_uniform_star,0.975,0.2707,0.0612,0.5555,as_loss
0.5,0.1,10,none,strong,adaptshrink_solo,pet_peese,1.0,0.0038,-0.1367,0.2535,tie
0.5,0.1,10,none,strong,adaptshrink_solo,reml_hksj,1.0,0.2966,0.0842,0.5796,as_loss
0.5,0.1,10,none,strong,adaptshrink_solo,trim_and_fill,1.0,0.2265,0.0137,0.501,as_loss
0.5,0.1,10,none,strong,adaptshrink_solo,ubcma,0.963,0.2968,0.0563,0.5431,as_loss
0.5,0.1,10,none,strong,adaptshrink_solo,vevea_hedges,1.0,0.2607,0.059,0.5521,as_loss
0.5,0.1,10,step,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.0955,-0.0249,0.1755,tie
0.5,0.1,10,step,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.073,-0.0001,0.1655,tie
0.5,0.1,10,step,strong,adaptshrink_solo,copas,1.0,0.0436,-0.0513,0.1372,tie
0.5,0.1,10,step,strong,adaptshrink_solo,dl_hksj,1.0,0.0424,-0.0526,0.1343,tie
0.5,0.1,10,step,strong,adaptshrink_solo,henmi_copas,1.0,0.05,-0.0088,0.1504,tie
0.5,0.1,10,step,strong,adaptshrink_solo,p_curve,1.0,0.0455,-0.0372,0.1396,tie
0.5,0.1,10,step,strong,adaptshrink_solo,p_uniform_star,0.988,0.071,-0.0251,0.1593,tie
0.5,0.1,10,step,strong,adaptshrink_solo,pet_peese,1.0,-0.0832,-0.1763,0.0622,tie
0.5,0.1,10,step,strong,adaptshrink_solo,reml_hksj,1.0,0.0421,-0.0553,0.135,tie
0.5,0.1,10,step,strong,adaptshrink_solo,trim_and_fill,1.0,0.0252,-0.0658,0.1233,tie
0.5,0.1,10,step,strong,adaptshrink_solo,ubcma,1.0,0.092,0.0237,0.2041,as_loss
0.5,0.1,10,step,strong,adaptshrink_solo,vevea_hedges,0.887,0.071,-0.0219,0.1593,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.1104,0.0467,0.142,as_loss
0.5,0.1,40,copas,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.0086,-0.004,0.0224,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,copas,1.0,-0.0004,-0.0224,0.0026,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,dl_hksj,1.0,0.0,-0.0227,0.0,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,henmi_copas,1.0,0.0005,-0.0217,0.0248,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,p_curve,1.0,0.0107,-0.0223,0.0253,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,p_uniform_star,1.0,0.0179,-0.0041,0.0262,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,pet_peese,1.0,0.0163,-0.0414,0.0464,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,reml_hksj,1.0,-0.0001,-0.0226,0.0038,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,trim_and_fill,1.0,0.021,-0.0642,0.0807,tie
0.5,0.1,40,copas,strong,adaptshrink_solo,ubcma,1.0,0.0858,0.035,0.1214,as_loss
0.5,0.1,40,copas,strong,adaptshrink_solo,vevea_hedges,1.0,0.016,-0.0006,0.0252,tie
0.5,0.1,40,none,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.1782,0.1473,0.2625,as_loss
0.5,0.1,40,none,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.0819,0.0336,0.163,as_loss
0.5,0.1,40,none,strong,adaptshrink_solo,copas,1.0,0.0987,0.0552,0.2055,as_loss
0.5,0.1,40,none,strong,adaptshrink_solo,dl_hksj,1.0,0.0951,0.0552,0.2054,as_loss
0.5,0.1,40,none,strong,adaptshrink_solo,henmi_copas,1.0,0.0844,0.0465,0.1793,as_loss
0.5,0.1,40,none,strong,adaptshrink_solo,p_curve,1.0,0.0568,0.021,0.1568,as_loss
0.5,0.1,40,none,strong,adaptshrink_solo,p_uniform_star,1.0,0.0924,0.0429,0.1717,as_loss
0.5,0.1,40,none,strong,adaptshrink_solo,pet_peese,1.0,0.0138,-0.0116,0.0698,tie
0.5,0.1,40,none,strong,adaptshrink_solo,reml_hksj,1.0,0.0997,0.0553,0.2054,as_loss
0.5,0.1,40,none,strong,adaptshrink_solo,trim_and_fill,1.0,-0.0039,-0.0624,0.1065,tie
0.5,0.1,40,none,strong,adaptshrink_solo,ubcma,1.0,0.1934,0.1627,0.2648,as_loss
0.5,0.1,40,none,strong,adaptshrink_solo,vevea_hedges,1.0,0.0825,0.0407,0.178,as_loss
0.5,0.1,40,step,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.0764,0.0168,0.1236,as_loss
0.5,0.1,40,step,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.0178,-0.0137,0.0549,tie
0.5,0.1,40,step,strong,adaptshrink_solo,copas,1.0,-0.0081,-0.0455,0.0295,tie
0.5,0.1,40,step,strong,adaptshrink_solo,dl_hksj,1.0,-0.008,-0.0448,0.0296,tie
0.5,0.1,40,step,strong,adaptshrink_solo,henmi_copas,1.0,-0.0022,-0.0277,0.0351,tie
0.5,0.1,40,step,strong,adaptshrink_solo,p_curve,1.0,0.0008,-0.0478,0.0473,tie
0.5,0.1,40,step,strong,adaptshrink_solo,p_uniform_star,1.0,0.0071,-0.0272,0.0532,tie
0.5,0.1,40,step,strong,adaptshrink_solo,pet_peese,1.0,0.0204,-0.0182,0.0586,tie
0.5,0.1,40,step,strong,adaptshrink_solo,reml_hksj,1.0,-0.0088,-0.0462,0.0288,tie
0.5,0.1,40,step,strong,adaptshrink_solo,trim_and_fill,1.0,-0.0561,-0.0978,-0.0032,as_win
0.5,0.1,40,step,strong,adaptshrink_solo,ubcma,1.0,0.0737,-0.0324,0.1165,tie
0.5,0.1,40,step,strong,adaptshrink_solo,vevea_hedges,1.0,0.0073,-0.0203,0.0513,tie
0.5,0.3,10,copas,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.3942,-0.1622,0.9368,tie
0.5,0.3,10,copas,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.7553,0.1627,1.4638,as_loss
0.5,0.3,10,copas,strong,adaptshrink_solo,copas,1.0,0.8668,0.2265,1.5024,as_loss
0.5,0.3,10,copas,strong,adaptshrink_solo,dl_hksj,1.0,0.8722,0.226,1.4964,as_loss
0.5,0.3,10,copas,strong,adaptshrink_solo,henmi_copas,1.0,0.7642,0.1775,1.4366,as_loss
0.5,0.3,10,copas,strong,adaptshrink_solo,p_curve,1.0,0.7674,0.1126,1.4489,as_loss
0.5,0.3,10,copas,strong,adaptshrink_solo,p_uniform_star,1.0,0.8034,0.1679,1.4647,as_loss
0.5,0.3,10,copas,strong,adaptshrink_solo,pet_peese,1.0,0.3752,-0.1822,0.9833,tie
0.5,0.3,10,copas,strong,adaptshrink_solo,reml_hksj,1.0,0.8719,0.2258,1.4993,as_loss
0.5,0.3,10,copas,strong,adaptshrink_solo,trim_and_fill,1.0,0.2805,-0.3153,0.8831,tie
0.5,0.3,10,copas,strong,adaptshrink_solo,ubcma,0.963,0.5141,-0.0702,1.1735,tie
0.5,0.3,10,copas,strong,adaptshrink_solo,vevea_hedges,0.762,0.8149,0.2038,1.4646,as_loss
0.5,0.3,10,none,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.5016,-0.0305,1.1421,tie
0.5,0.3,10,none,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.86,0.2045,1.5386,as_loss
0.5,0.3,10,none,strong,adaptshrink_solo,copas,1.0,1.0089,0.2724,1.7474,as_loss
0.5,0.3,10,none,strong,adaptshrink_solo,dl_hksj,1.0,1.0113,0.2718,1.7572,as_loss
0.5,0.3,10,none,strong,adaptshrink_solo,henmi_copas,1.0,0.8801,0.2269,1.4596,as_loss
0.5,0.3,10,none,strong,adaptshrink_solo,p_curve,1.0,0.8575,0.1054,1.6322,as_loss
0.5,0.3,10,none,strong,adaptshrink_solo,p_uniform_star,1.0,0.8794,0.2188,1.599,as_loss
0.5,0.3,10,none,strong,adaptshrink_solo,pet_peese,1.0,0.4469,-0.1221,0.6355,tie
0.5,0.3,10,none,strong,adaptshrink_solo,reml_hksj,1.0,1.0122,0.2708,1.7523,as_loss
0.5,0.3,10,none,strong,adaptshrink_solo,trim_and_fill,1.0,0.1756,-0.4558,0.8535,tie
0.5,0.3,10,none,strong,adaptshrink_solo,ubcma,0.925,0.919,0.1562,1.6919,as_loss
0.5,0.3,10,none,strong,adaptshrink_solo,vevea_hedges,0.95,0.8963,0.2387,1.6003,as_loss
0.5,0.3,10,step,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.2475,-0.0474,0.9821,tie
0.5,0.3,10,step,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.2775,-0.0173,1.1679,tie
0.5,0.3,10,step,strong,adaptshrink_solo,copas,1.0,0.3373,-0.0067,1.1623,tie
0.5,0.3,10,step,strong,adaptshrink_solo,dl_hksj,1.0,0.3372,0.0,1.1598,tie
0.5,0.3,10,step,strong,adaptshrink_solo,henmi_copas,1.0,0.2506,-0.0282,0.9842,tie
0.5,0.3,10,step,strong,adaptshrink_solo,p_curve,1.0,0.3516,0.0567,1.1912,as_loss
0.5,0.3,10,step,strong,adaptshrink_solo,p_uniform_star,0.988,0.2147,-5.0515,1.1216,tie
0.5,0.3,10,step,strong,adaptshrink_solo,pet_peese,1.0,0.0697,-0.2252,0.4592,tie
0.5,0.3,10,step,strong,adaptshrink_solo,reml_hksj,1.0,0.337,-0.005,1.159,tie
0.5,0.3,10,step,strong,adaptshrink_solo,trim_and_fill,1.0,0.292,-0.0072,0.9842,tie
0.5,0.3,10,step,strong,adaptshrink_solo,ubcma,0.95,0.1331,-0.3215,0.8908,tie
0.5,0.3,10,step,strong,adaptshrink_solo,vevea_hedges,0.575,0.2673,-5.0515,1.1216,tie
0.5,0.3,40,copas,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.0782,-0.0734,0.289,tie
0.5,0.3,40,copas,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.2035,0.0401,0.5549,as_loss
0.5,0.3,40,copas,strong,adaptshrink_solo,copas,1.0,0.1612,0.0069,0.5054,as_loss
0.5,0.3,40,copas,strong,adaptshrink_solo,dl_hksj,1.0,0.1603,0.0056,0.5031,as_loss
0.5,0.3,40,copas,strong,adaptshrink_solo,henmi_copas,1.0,0.2073,0.0275,0.5772,as_loss
0.5,0.3,40,copas,strong,adaptshrink_solo,p_curve,1.0,0.0769,-0.0898,0.4315,tie
0.5,0.3,40,copas,strong,adaptshrink_solo,p_uniform_star,1.0,0.156,-0.0149,0.5031,tie
0.5,0.3,40,copas,strong,adaptshrink_solo,pet_peese,1.0,0.0283,-0.1702,0.1809,tie
0.5,0.3,40,copas,strong,adaptshrink_solo,reml_hksj,1.0,0.1601,0.006,0.5043,as_loss
0.5,0.3,40,copas,strong,adaptshrink_solo,trim_and_fill,1.0,-0.1215,-0.397,0.1555,tie
0.5,0.3,40,copas,strong,adaptshrink_solo,ubcma,0.963,0.1041,-0.0664,0.4403,tie
0.5,0.3,40,copas,strong,adaptshrink_solo,vevea_hedges,1.0,0.2101,0.0443,0.5583,as_loss
0.5,0.3,40,none,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.2466,0.0827,0.354,as_loss
0.5,0.3,40,none,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.2071,0.0212,0.4305,as_loss
0.5,0.3,40,none,strong,adaptshrink_solo,copas,1.0,0.2093,0.0283,0.4796,as_loss
0.5,0.3,40,none,strong,adaptshrink_solo,dl_hksj,1.0,0.2118,0.0283,0.4791,as_loss
0.5,0.3,40,none,strong,adaptshrink_solo,henmi_copas,1.0,0.2301,0.052,0.3894,as_loss
0.5,0.3,40,none,strong,adaptshrink_solo,p_curve,1.0,0.0776,-0.1152,0.3053,tie
0.5,0.3,40,none,strong,adaptshrink_solo,p_uniform_star,1.0,0.1945,0.0036,0.4124,as_loss
0.5,0.3,40,none,strong,adaptshrink_solo,pet_peese,1.0,0.1205,-0.0288,0.2721,tie
0.5,0.3,40,none,strong,adaptshrink_solo,reml_hksj,1.0,0.2085,0.0277,0.4799,as_loss
0.5,0.3,40,none,strong,adaptshrink_solo,trim_and_fill,1.0,-0.3573,-0.5529,-0.0607,as_win
0.5,0.3,40,none,strong,adaptshrink_solo,ubcma,0.95,0.2626,0.0272,0.4863,as_loss
0.5,0.3,40,none,strong,adaptshrink_solo,vevea_hedges,1.0,0.2184,0.0252,0.4271,as_loss
0.5,0.3,40,step,strong,adaptshrink_solo,adaptshrink_ens,1.0,0.2763,0.0863,0.3059,as_loss
0.5,0.3,40,step,strong,adaptshrink_solo,adaptshrink_fast,1.0,0.2352,0.0362,0.3026,as_loss
0.5,0.3,40,step,strong,adaptshrink_solo,copas,1.0,0.1543,-0.0189,0.243,tie
0.5,0.3,40,step,strong,adaptshrink_solo,dl_hksj,1.0,0.151,-0.0222,0.2435,tie
0.5,0.3,40,step,strong,adaptshrink_solo,henmi_copas,1.0,0.1476,0.005,0.2391,as_loss
0.5,0.3,40,step,strong,adaptshrink_solo,p_curve,1.0,0.1355,-0.037,0.2092,tie
0.5,0.3,40,step,strong,adaptshrink_solo,p_uniform_star,1.0,0.2308,0.0414,0.2876,as_loss
0.5,0.3,40,step,strong,adaptshrink_solo,pet_peese,1.0,0.0919,-0.0389,0.2062,tie
0.5,0.3,40,step,strong,adaptshrink_solo,reml_hksj,1.0,0.1536,-0.0196,0.2416,tie
0.5,0.3,40,step,strong,adaptshrink_solo,trim_and_fill,1.0,0.1205,-0.0613,0.2401,tie
0.5,0.3,40,step,strong,adaptshrink_solo,ubcma,0.85,0.1648,-0.0174,0.2418,tie
0.5,0.3,40,step,strong,adaptshrink_solo,vevea_hedges,0.95,0.2281,0.0368,0.3139,as_loss
