mu,tau,k,mechanism,strength,headline,comparator,comp_conv,d_mciw0,ci_lo,ci_hi,verdict
0.2,0.0,10,step,strong,adaptshrink_ens,p_uniform_star,0.613,-0.0828,-0.1369,0.0347,tie
0.2,0.0,10,step,strong,adaptshrink_ens,pet_peese,1.0,-0.1634,-0.2175,-0.0645,as_win
0.2,0.0,10,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.1161,-0.1698,-0.0097,as_win
0.2,0.0,10,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.0162,-0.0037,0.0562,tie
0.2,0.0,10,step,strong,adaptshrink_ens,ubcma,0.95,-0.1465,-0.5342,0.0554,tie
0.2,0.0,10,step,strong,adaptshrink_ens,vevea_hedges,0.938,-0.091,-0.1383,0.0347,tie
0.2,0.0,40,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1116,-0.1561,-0.0726,as_win
0.2,0.0,40,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0837,-0.1375,-0.0619,as_win
0.2,0.0,40,copas,strong,adaptshrink_ens,copas,1.0,-0.0977,-0.1424,-0.0735,as_win
0.2,0.0,40,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.0986,-0.14,-0.0753,as_win
0.2,0.0,40,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.0961,-0.1407,-0.0707,as_win
0.2,0.0,40,copas,strong,adaptshrink_ens,p_curve,1.0,-0.1249,-0.2214,-0.0943,as_win
0.2,0.0,40,copas,strong,adaptshrink_ens,p_uniform_star,0.825,-0.1141,-0.1664,-0.0911,as_win
0.2,0.0,40,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.0897,-0.1416,-0.0533,as_win
0.2,0.0,40,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.0985,-0.1434,-0.0743,as_win
0.2,0.0,40,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0053,-0.0362,0.0112,tie
0.2,0.0,40,copas,strong,adaptshrink_ens,ubcma,1.0,0.0062,-0.0191,0.0333,tie
0.2,0.0,40,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.1154,-0.1686,-0.078,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0993,-0.1344,-0.0763,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1518,-0.1903,-0.1049,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,copas,1.0,-0.0906,-0.1195,-0.0656,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,dl_hksj,1.0,-0.0905,-0.1208,-0.0646,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,henmi_copas,1.0,-0.0889,-0.1138,-0.0679,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,p_curve,1.0,-0.1829,-0.2146,-0.1343,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,p_uniform_star,0.787,-0.0987,-0.1433,-0.0812,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,pet_peese,1.0,-0.1233,-0.1548,-0.1033,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,reml_hksj,1.0,-0.091,-0.1206,-0.0652,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0992,-0.1449,-0.059,as_win
0.2,0.0,40,none,strong,adaptshrink_ens,ubcma,0.988,0.0067,-0.0039,0.0163,tie
0.2,0.0,40,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0926,-0.141,-0.077,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1247,-0.188,-0.0728,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1137,-0.1857,-0.0554,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,copas,1.0,-0.1756,-0.2131,-0.1391,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.1745,-0.2056,-0.1382,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.1578,-0.1858,-0.1286,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,p_curve,1.0,-0.0847,-0.1483,-0.0468,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,p_uniform_star,0.863,-0.1191,-0.1977,-0.08,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,pet_peese,1.0,-0.1122,-0.18,-0.0506,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.1779,-0.2151,-0.1415,as_win
0.2,0.0,40,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.0359,0.0066,0.053,as_loss
0.2,0.0,40,step,strong,adaptshrink_ens,ubcma,1.0,-0.0183,-0.0811,0.0283,tie
0.2,0.0,40,step,strong,adaptshrink_ens,vevea_hedges,1.0,-0.1414,-0.2038,-0.0653,as_win
0.2,0.1,10,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0858,-0.1312,0.0482,tie
0.2,0.1,10,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1452,-0.416,-0.0145,as_win
0.2,0.1,10,copas,strong,adaptshrink_ens,copas,1.0,0.0078,-0.0757,0.1178,tie
0.2,0.1,10,copas,strong,adaptshrink_ens,dl_hksj,1.0,0.0018,-0.0758,0.1161,tie
0.2,0.1,10,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.0163,-0.0768,0.0878,tie
0.2,0.1,10,copas,strong,adaptshrink_ens,p_curve,0.963,-0.1636,-0.252,-0.0281,as_win
0.2,0.1,10,copas,strong,adaptshrink_ens,p_uniform_star,0.713,-0.0566,-0.1199,0.0345,tie
0.2,0.1,10,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.2363,-0.3819,-0.1048,as_win
0.2,0.1,10,copas,strong,adaptshrink_ens,reml_hksj,1.0,0.0017,-0.0757,0.1147,tie
0.2,0.1,10,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0015,-0.0909,0.0914,tie
0.2,0.1,10,copas,strong,adaptshrink_ens,ubcma,0.975,-0.0094,-0.1548,0.1386,tie
0.2,0.1,10,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0832,-0.1373,0.0479,tie
0.2,0.1,10,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.0753,0.0296,0.2574,as_loss
0.2,0.1,10,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0314,-0.1991,0.1456,tie
0.2,0.1,10,none,strong,adaptshrink_ens,copas,1.0,0.0785,0.0229,0.2654,as_loss
0.2,0.1,10,none,strong,adaptshrink_ens,dl_hksj,1.0,0.0841,0.022,0.2662,as_loss
0.2,0.1,10,none,strong,adaptshrink_ens,henmi_copas,1.0,0.0627,0.0185,0.2407,as_loss
0.2,0.1,10,none,strong,adaptshrink_ens,p_curve,0.938,-0.1433,-0.4108,0.0799,tie
0.2,0.1,10,none,strong,adaptshrink_ens,p_uniform_star,0.738,0.0877,0.0384,0.2729,as_loss
0.2,0.1,10,none,strong,adaptshrink_ens,pet_peese,1.0,-0.0944,-0.1528,0.0683,tie
0.2,0.1,10,none,strong,adaptshrink_ens,reml_hksj,1.0,0.0824,0.0177,0.2665,as_loss
0.2,0.1,10,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1487,-0.1785,-0.015,as_win
0.2,0.1,10,none,strong,adaptshrink_ens,ubcma,0.925,-0.033,-0.1047,0.1367,tie
0.2,0.1,10,none,strong,adaptshrink_ens,vevea_hedges,1.0,0.0645,0.0239,0.2544,as_loss
0.2,0.1,10,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1354,-5.5516,-0.0595,as_win
0.2,0.1,10,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0866,-0.2119,-0.0589,as_win
0.2,0.1,10,step,strong,adaptshrink_ens,copas,1.0,-0.0745,-0.17,-0.0059,as_win
0.2,0.1,10,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.0747,-0.171,-0.0068,as_win
0.2,0.1,10,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0866,-0.2044,-0.0176,as_win
0.2,0.1,10,step,strong,adaptshrink_ens,p_curve,0.988,-0.0647,-0.1889,-0.0444,as_win
0.2,0.1,10,step,strong,adaptshrink_ens,p_uniform_star,0.812,-0.2753,-300.0797,-0.0504,as_win
0.2,0.1,10,step,strong,adaptshrink_ens,pet_peese,1.0,-0.1796,-0.3732,-0.124,as_win
0.2,0.1,10,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.0745,-0.1702,-0.0061,as_win
0.2,0.1,10,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.105,0.0025,0.1369,as_loss
0.2,0.1,10,step,strong,adaptshrink_ens,ubcma,0.95,-0.0749,-0.4439,0.0428,tie
0.2,0.1,10,step,strong,adaptshrink_ens,vevea_hedges,0.775,-0.2245,-8.6634,-0.0434,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1461,-0.1822,-0.0937,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0984,-0.1403,-0.0594,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,copas,1.0,-0.1084,-0.1411,-0.0663,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.1098,-0.1425,-0.0672,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.0959,-0.1422,-0.0618,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,p_curve,1.0,-0.197,-0.2348,-0.1635,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,p_uniform_star,0.963,-0.1483,-0.2118,-0.113,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.1162,-0.1567,-0.0808,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.1094,-0.1421,-0.0667,as_win
0.2,0.1,40,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0392,-0.1016,0.0029,tie
0.2,0.1,40,copas,strong,adaptshrink_ens,ubcma,1.0,0.0052,-0.0407,0.0483,tie
0.2,0.1,40,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.1454,-0.1874,-0.0977,as_win
0.2,0.1,40,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0571,-0.0842,-0.0071,as_win
0.2,0.1,40,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1119,-0.1436,-0.0386,as_win
0.2,0.1,40,none,strong,adaptshrink_ens,copas,1.0,-0.0362,-0.0599,0.0135,tie
0.2,0.1,40,none,strong,adaptshrink_ens,dl_hksj,1.0,-0.0365,-0.0599,0.0131,tie
0.2,0.1,40,none,strong,adaptshrink_ens,henmi_copas,1.0,-0.0281,-0.0523,0.0152,tie
0.2,0.1,40,none,strong,adaptshrink_ens,p_curve,1.0,-0.1736,-0.2251,-0.1232,as_win
0.2,0.1,40,none,strong,adaptshrink_ens,p_uniform_star,0.963,-0.0734,-0.1023,-0.013,as_win
0.2,0.1,40,none,strong,adaptshrink_ens,pet_peese,1.0,-0.0797,-0.1274,-0.0403,as_win
0.2,0.1,40,none,strong,adaptshrink_ens,reml_hksj,1.0,-0.0366,-0.0593,0.013,tie
0.2,0.1,40,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1747,-0.1957,-0.1144,as_win
0.2,0.1,40,none,strong,adaptshrink_ens,ubcma,1.0,0.0059,-0.0028,0.0469,tie
0.2,0.1,40,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0685,-0.0921,-0.0106,as_win
0.2,0.1,40,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0597,-0.0925,0.0178,tie
0.2,0.1,40,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1362,-0.1847,-0.0726,as_win
0.2,0.1,40,step,strong,adaptshrink_ens,copas,1.0,-0.1218,-0.1511,-0.059,as_win
0.2,0.1,40,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.1246,-0.1524,-0.061,as_win
0.2,0.1,40,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.1151,-0.1418,-0.076,as_win
0.2,0.1,40,step,strong,adaptshrink_ens,p_curve,1.0,-0.1031,-0.1441,-0.0301,as_win
0.2,0.1,40,step,strong,adaptshrink_ens,p_uniform_star,0.963,-0.0741,-0.0935,0.0151,tie
0.2,0.1,40,step,strong,adaptshrink_ens,pet_peese,1.0,-0.0766,-0.2104,-0.0154,as_win
0.2,0.1,40,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.1232,-0.1542,-0.0596,as_win
0.2,0.1,40,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.097,0.013,0.1704,as_loss
0.2,0.1,40,step,strong,adaptshrink_ens,ubcma,1.0,-0.0616,-0.0979,0.0003,tie
0.2,0.1,40,step,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0564,-0.1051,0.0159,tie
0.2,0.3,10,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1623,-0.3777,0.1989,tie
0.2,0.3,10,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.9658,-1.2558,-0.0406,as_win
0.2,0.3,10,copas,strong,adaptshrink_ens,copas,1.0,0.0422,-0.0881,0.3314,tie
0.2,0.3,10,copas,strong,adaptshrink_ens,dl_hksj,1.0,0.0429,-0.0879,0.3508,tie
0.2,0.3,10,copas,strong,adaptshrink_ens,henmi_copas,1.0,0.0046,-0.1307,0.3004,tie
0.2,0.3,10,copas,strong,adaptshrink_ens,p_curve,0.963,-0.2595,-0.5134,0.1383,tie
0.2,0.3,10,copas,strong,adaptshrink_ens,p_uniform_star,0.95,-0.1495,-0.4288,0.1948,tie
0.2,0.3,10,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.4589,-0.7043,-0.0642,as_win
0.2,0.3,10,copas,strong,adaptshrink_ens,reml_hksj,1.0,0.0424,-0.0875,0.3373,tie
0.2,0.3,10,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.2186,-0.3826,-0.0102,as_win
0.2,0.3,10,copas,strong,adaptshrink_ens,ubcma,0.925,-0.0061,-0.1361,0.2326,tie
0.2,0.3,10,copas,strong,adaptshrink_ens,vevea_hedges,0.975,-0.1964,-0.4028,0.1929,tie
0.2,0.3,10,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.2342,0.0008,0.355,as_loss
0.2,0.3,10,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.4077,-0.5982,0.0567,tie
0.2,0.3,10,none,strong,adaptshrink_ens,copas,1.0,0.4472,0.2242,0.5736,as_loss
0.2,0.3,10,none,strong,adaptshrink_ens,dl_hksj,1.0,0.4475,0.2239,0.5712,as_loss
0.2,0.3,10,none,strong,adaptshrink_ens,henmi_copas,1.0,0.3496,0.0605,0.4647,as_loss
0.2,0.3,10,none,strong,adaptshrink_ens,p_curve,0.963,-0.0723,-0.3584,0.113,tie
0.2,0.3,10,none,strong,adaptshrink_ens,p_uniform_star,1.0,0.2678,-0.022,0.3881,tie
0.2,0.3,10,none,strong,adaptshrink_ens,pet_peese,1.0,-0.0583,-0.3134,0.1146,tie
0.2,0.3,10,none,strong,adaptshrink_ens,reml_hksj,1.0,0.4485,0.2276,0.577,as_loss
0.2,0.3,10,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1889,-0.467,-0.019,as_win
0.2,0.3,10,none,strong,adaptshrink_ens,ubcma,0.863,0.0089,-0.0523,0.139,tie
0.2,0.3,10,none,strong,adaptshrink_ens,vevea_hedges,1.0,0.257,-0.0212,0.3822,tie
0.2,0.3,10,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-3.3285,-11.7913,0.0078,tie
0.2,0.3,10,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.2383,-1.6455,0.1831,tie
0.2,0.3,10,step,strong,adaptshrink_ens,copas,1.0,-0.117,-0.2493,0.3019,tie
0.2,0.3,10,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.1269,-0.2571,0.2952,tie
0.2,0.3,10,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0408,-0.1231,0.335,tie
0.2,0.3,10,step,strong,adaptshrink_ens,p_curve,1.0,-0.3006,-0.4817,0.1404,tie
0.2,0.3,10,step,strong,adaptshrink_ens,p_uniform_star,0.988,-110.8742,-624.5959,-0.1216,as_win
0.2,0.3,10,step,strong,adaptshrink_ens,pet_peese,1.0,-0.3659,-0.4782,0.0192,tie
0.2,0.3,10,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.124,-0.257,0.2928,tie
0.2,0.3,10,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.0284,-0.0199,0.4128,tie
0.2,0.3,10,step,strong,adaptshrink_ens,ubcma,0.963,-0.3573,-1.0922,0.3009,tie
0.2,0.3,10,step,strong,adaptshrink_ens,vevea_hedges,0.762,-9.1928,-21.0969,-0.0346,as_win
0.2,0.3,40,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1645,-0.2142,0.0138,tie
0.2,0.3,40,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1429,-0.2399,0.0635,tie
0.2,0.3,40,copas,strong,adaptshrink_ens,copas,1.0,-0.0388,-0.1278,0.0812,tie
0.2,0.3,40,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.0388,-0.1299,0.0812,tie
0.2,0.3,40,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.0159,-0.1471,0.1305,tie
0.2,0.3,40,copas,strong,adaptshrink_ens,p_curve,1.0,-0.3994,-0.5005,-0.2336,as_win
0.2,0.3,40,copas,strong,adaptshrink_ens,p_uniform_star,1.0,-0.2009,-0.2512,0.0021,tie
0.2,0.3,40,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.105,-0.2218,0.0268,tie
0.2,0.3,40,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.0388,-0.1275,0.0813,tie
0.2,0.3,40,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.3104,-0.4109,-0.1521,as_win
0.2,0.3,40,copas,strong,adaptshrink_ens,ubcma,0.738,-0.2156,-0.3141,0.0192,tie
0.2,0.3,40,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.1926,-0.2409,0.0154,tie
0.2,0.3,40,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.1173,0.003,0.2097,as_loss
0.2,0.3,40,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0709,-0.2844,0.108,tie
0.2,0.3,40,none,strong,adaptshrink_ens,copas,1.0,0.1831,0.0669,0.2609,as_loss
0.2,0.3,40,none,strong,adaptshrink_ens,dl_hksj,1.0,0.1799,0.0659,0.2609,as_loss
0.2,0.3,40,none,strong,adaptshrink_ens,henmi_copas,1.0,0.1166,0.0178,0.2,as_loss
0.2,0.3,40,none,strong,adaptshrink_ens,p_curve,1.0,-0.2463,-0.3706,-0.158,as_win
0.2,0.3,40,none,strong,adaptshrink_ens,p_uniform_star,1.0,0.1373,-0.0006,0.2126,tie
0.2,0.3,40,none,strong,adaptshrink_ens,pet_peese,1.0,-0.003,-0.1386,0.0227,tie
0.2,0.3,40,none,strong,adaptshrink_ens,reml_hksj,1.0,0.1838,0.0671,0.2608,as_loss
0.2,0.3,40,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.3945,-0.5616,-0.3031,as_win
0.2,0.3,40,none,strong,adaptshrink_ens,ubcma,0.75,-0.006,-0.1243,0.0906,tie
0.2,0.3,40,none,strong,adaptshrink_ens,vevea_hedges,1.0,0.1328,0.0084,0.2088,as_loss
0.2,0.3,40,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.0071,-0.1105,0.0765,tie
0.2,0.3,40,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0406,-0.1623,0.0203,tie
0.2,0.3,40,step,strong,adaptshrink_ens,copas,1.0,-0.062,-0.1874,0.0113,tie
0.2,0.3,40,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.0644,-0.1908,0.0096,tie
0.2,0.3,40,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0254,-0.1557,0.0156,tie
0.2,0.3,40,step,strong,adaptshrink_ens,p_curve,1.0,-0.0408,-0.177,0.0339,tie
0.2,0.3,40,step,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0051,-0.1635,0.0951,tie
0.2,0.3,40,step,strong,adaptshrink_ens,pet_peese,1.0,-0.0349,-0.1979,-0.0046,as_win
0.2,0.3,40,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.0628,-0.1892,0.0102,tie
0.2,0.3,40,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.3016,0.1428,0.4446,as_loss
0.2,0.3,40,step,strong,adaptshrink_ens,ubcma,0.85,-0.0361,-0.2086,0.0367,tie
0.2,0.3,40,step,strong,adaptshrink_ens,vevea_hedges,0.988,-0.004,-0.1472,0.0887,tie
0.5,0.0,10,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1047,-0.1745,-0.0384,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.2166,-0.3179,-0.1073,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,copas,1.0,-0.1223,-0.1837,-0.056,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.1231,-0.183,-0.0584,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.1184,-0.1967,-0.0435,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,p_curve,1.0,-0.1102,-0.1849,-0.0509,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0975,-0.1738,-0.043,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.1702,-0.3078,-0.0681,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.1222,-0.1829,-0.0594,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0131,-0.0842,0.0643,tie
0.5,0.0,10,copas,strong,adaptshrink_ens,ubcma,0.975,-0.0999,-0.3221,-0.006,as_win
0.5,0.0,10,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0988,-0.1737,-0.0449,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0416,-0.1099,-0.0017,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1721,-0.4186,-0.0151,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,copas,1.0,-0.0584,-0.1117,-0.0099,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,dl_hksj,1.0,-0.0717,-0.1179,-0.0074,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,henmi_copas,1.0,-0.0423,-0.1057,0.0163,tie
0.5,0.0,10,none,strong,adaptshrink_ens,p_curve,1.0,-0.0815,-0.1485,-0.0186,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,p_uniform_star,0.988,-0.0422,-0.113,-0.006,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,pet_peese,1.0,-0.1246,-0.1714,-0.0526,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,reml_hksj,1.0,-0.0584,-0.1152,-0.007,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0742,-0.1196,-0.0317,as_win
0.5,0.0,10,none,strong,adaptshrink_ens,ubcma,1.0,0.0025,-0.2008,0.0359,tie
0.5,0.0,10,none,strong,adaptshrink_ens,vevea_hedges,0.988,-0.042,-0.11,-0.005,as_win
0.5,0.0,10,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0233,-0.0764,0.0197,tie
0.5,0.0,10,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1426,-0.2634,-0.057,as_win
0.5,0.0,10,step,strong,adaptshrink_ens,copas,1.0,-0.0133,-0.0597,0.0285,tie
0.5,0.0,10,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.0138,-0.0617,0.0288,tie
0.5,0.0,10,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0249,-0.07,0.0206,tie
0.5,0.0,10,step,strong,adaptshrink_ens,p_curve,1.0,-0.0098,-0.0745,0.0409,tie
0.5,0.0,10,step,strong,adaptshrink_ens,p_uniform_star,0.988,-0.0168,-0.0792,0.0301,tie
0.5,0.0,10,step,strong,adaptshrink_ens,pet_peese,1.0,-0.068,-0.2044,-0.04,as_win
0.5,0.0,10,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.0136,-0.062,0.0284,tie
0.5,0.0,10,step,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0217,-0.0636,0.0112,tie
0.5,0.0,10,step,strong,adaptshrink_ens,ubcma,0.963,0.0728,-0.0077,0.1029,tie
0.5,0.0,10,step,strong,adaptshrink_ens,vevea_hedges,0.95,-0.0175,-0.0792,0.0276,tie
0.5,0.0,40,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1034,-0.1485,-0.0716,as_win
0.5,0.0,40,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0946,-0.1547,-0.0738,as_win
0.5,0.0,40,copas,strong,adaptshrink_ens,copas,1.0,-0.1021,-0.1582,-0.0788,as_win
0.5,0.0,40,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.101,-0.1586,-0.0791,as_win
0.5,0.0,40,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.0948,-0.1535,-0.0747,as_win
0.5,0.0,40,copas,strong,adaptshrink_ens,p_curve,1.0,-0.1109,-0.1663,-0.0915,as_win
0.5,0.0,40,copas,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0954,-0.1474,-0.0731,as_win
0.5,0.0,40,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.1002,-0.1587,-0.0714,as_win
0.5,0.0,40,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.103,-0.1584,-0.0788,as_win
0.5,0.0,40,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0105,-0.047,0.0169,tie
0.5,0.0,40,copas,strong,adaptshrink_ens,ubcma,1.0,-0.0027,-0.0145,0.0043,tie
0.5,0.0,40,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.1001,-0.143,-0.0698,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0807,-0.1257,-0.0211,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1381,-0.1866,-0.0646,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,copas,1.0,-0.0738,-0.1144,-0.0136,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,dl_hksj,1.0,-0.0739,-0.1147,-0.0135,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,henmi_copas,1.0,-0.0778,-0.1207,-0.022,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,p_curve,1.0,-0.0933,-0.1309,-0.0377,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0805,-0.1247,-0.0218,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,pet_peese,1.0,-0.1265,-0.1592,-0.057,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,reml_hksj,1.0,-0.0738,-0.1151,-0.0136,as_win
0.5,0.0,40,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0973,-0.141,-0.0369,as_win
