mu,tau,k,mechanism,strength,outcome,rep,method,true_mu,mu_hat,ci_low,ci_high,converged,pet_t1,tau_hat
0.0,0.1,5,step,moderate,continuous,1,ubcma,0.0,0.3948808434911207,0.1220134636751357,0.6652632309065886,False,0.4038038966416601,0.1186230555765323
0.0,0.1,5,step,moderate,continuous,1,adaptshrink_solo,0.0,0.2833232445139893,0.2034379218386021,0.3632085671893765,True,0.4038038966416601,0.1186230555765323
0.0,0.1,5,step,moderate,continuous,1,adaptshrink_ens,0.0,0.245763194506811,-0.1600276007837018,0.651553989797324,True,0.4038038966416601,0.1186230555765323
0.0,0.1,5,step,moderate,continuous,1,adaptshrink_fast,0.0,0.2422985039734832,-0.3687552860765859,0.8533522940235525,True,0.4038038966416601,0.1186230555765323
0.0,0.1,5,step,moderate,continuous,1,adaptshrink_ens_calib,0.0,0.245763194506811,-0.1684174694120729,0.659943858425695,True,0.4038038966416601,0.1186230555765323
0.0,0.1,5,step,moderate,continuous,1,adaptshrink_petgate,0.0,0.2804413735571976,-0.0466905619146288,0.6075733090290241,True,0.4038038966416601,0.1186230555765323
0.0,0.1,5,step,moderate,continuous,1,adaptshrink_auto,0.0,0.245763194506811,-0.1684174694120729,0.659943858425695,True,0.4038038966416601,0.1186230555765323
0.0,0.1,5,step,moderate,continuous,2,dl_hksj,0.0,-0.0302707411600958,-0.3854757718916762,0.3249342895714844,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,reml_hksj,0.0,-0.0309105182585251,-0.3906940306769502,0.3288729941599,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,trim_and_fill,0.0,-0.0418210504491598,-0.1861594383162461,0.1025173374179264,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,pet_peese,0.0,0.2363644060132659,-0.2717931982972997,0.7445220103238317,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,copas,0.0,-0.0182472391988089,-0.196969566269988,0.16047508787237,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,henmi_copas,0.0,-0.0059575165831116,-0.2809660033123266,0.2690509701461033,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,vevea_hedges,0.0,2.601248542612112e-05,-0.286428618781448,,False,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,p_curve,0.0,,,,False,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,p_uniform_star,0.0,2.6013715532701534e-05,-0.2368388309363502,0.2368908583674157,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,ubcma,0.0,-0.2563888229134102,-0.5604488365137915,0.0408830545198439,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,adaptshrink_solo,0.0,-0.0302707411600958,-0.3964175208842412,0.3358760385640495,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,adaptshrink_ens,0.0,-0.0474628182701331,-0.4849218088741048,0.3899961723338385,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,adaptshrink_fast,0.0,0.0615454870814084,-1.8780002479076376,2.001091222070454,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,adaptshrink_ens_calib,0.0,-0.0474628182701331,-0.6370732161419719,0.5421475796017057,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,adaptshrink_petgate,0.0,-0.0326683914677445,-0.4168597822120566,0.3515229992765675,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,2,adaptshrink_auto,0.0,-0.0474628182701331,-0.6370732161419719,0.5421475796017057,True,-0.6894054266206628,0.1413653281197942
0.0,0.1,5,step,moderate,continuous,3,dl_hksj,0.0,0.099291195609434,-0.0397879201792861,0.2383703113981543,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,reml_hksj,0.0,0.0992911945837559,-0.0397879464437366,0.2383703356112484,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,trim_and_fill,0.0,0.0524025567357949,-0.0174816612771485,0.1222867747487384,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,pet_peese,0.0,0.1926005980092401,-0.0717064422407365,0.4569076382592169,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,copas,0.0,0.0992911966161887,0.0136369445550525,0.1849454486773248,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,henmi_copas,0.0,0.099291195609434,0.0198683004998554,0.1787140907190126,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,vevea_hedges,0.0,0.0845925065575886,-0.034557302903817,0.2119675854841395,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,p_curve,0.0,-0.2723820750494685,,,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,p_uniform_star,0.0,0.0789510832631726,-0.0362488583802869,,False,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,ubcma,0.0,0.0702497386134604,-0.063518138252685,0.2033774501665874,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,adaptshrink_solo,0.0,0.099291195609434,-0.4625593565206482,0.6611417477395164,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,adaptshrink_ens,0.0,0.0616365153732866,-0.1121562544033018,0.2354292851498751,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,adaptshrink_fast,0.0,0.1111244959825112,-0.8320284670026931,1.0542774589677155,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,adaptshrink_ens_calib,0.0,0.0616365153732866,-0.1639600184376254,0.2872330491841987,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,adaptshrink_petgate,0.0,0.0931004721802177,-0.0602028017579891,0.2464037461184246,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,3,adaptshrink_auto,0.0,0.0616365153732866,-0.1639600184376254,0.2872330491841987,True,-0.8871437397657523,0.0
0.0,0.1,5,step,moderate,continuous,4,dl_hksj,0.0,0.1538429743940801,-0.1892279984401519,0.496913947228312,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,reml_hksj,0.0,0.1511878022875212,-0.1736298052651056,0.476005409840148,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,trim_and_fill,0.0,0.0376334797437351,-0.0256337780283036,0.1009007375157738,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,pet_peese,0.0,-0.2607222951240452,-0.5390212190457073,0.0175766287976168,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,copas,0.0,0.1287406909951844,-0.0417854390760958,0.2992668210664647,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,henmi_copas,0.0,0.0908137480770329,-0.2678313404273809,0.4494588365814467,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,vevea_hedges,0.0,0.0305043959470508,-0.2041324470469455,0.2651412389410473,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,p_curve,0.0,0.0384603437383296,0.3090482268038618,,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,p_uniform_star,0.0,0.012658417346659,-0.215743792998032,0.2410606276913501,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,ubcma,0.0,0.209191064872412,0.0126184582475561,0.397850614051278,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,adaptshrink_solo,0.0,-0.04463500025975,-1.7001648709203687,1.6108948704008688,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,adaptshrink_ens,0.0,0.0392987579064072,-0.1780938249349533,0.2566913407477679,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,adaptshrink_fast,0.0,0.0017512235945126,-0.4562210761347874,0.4597235233238126,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,adaptshrink_ens_calib,0.0,0.0392987579064072,-0.2574473447645779,0.3360448605773924,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,adaptshrink_petgate,0.0,0.1149185179134593,-0.2007995982725938,0.4306366340995125,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,4,adaptshrink_auto,0.0,0.0392987579064072,-0.2574473447645779,0.3360448605773924,True,1.3851022719227903,0.184805710574523
0.0,0.1,5,step,moderate,continuous,5,dl_hksj,0.0,0.1212051655624575,-0.1151364100451229,0.357546741170038,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,reml_hksj,0.0,0.1226094001823592,-0.1224475911718539,0.3676663915365724,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,trim_and_fill,0.0,0.0183636464558132,-0.039034422041566,0.0757617149531925,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,pet_peese,0.0,-0.0575983672357427,-0.2228696704933142,0.1076729360218286,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,copas,0.0,0.1100601855802557,-0.0403675877221493,0.2604879588826608,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,henmi_copas,0.0,0.0645744172507212,-0.2462815594312639,0.3754303939327064,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,vevea_hedges,0.0,0.1835075449136431,-0.1307031875693023,0.4977182773965887,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,p_curve,0.0,0.436178884763077,,,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,p_uniform_star,0.0,0.1837154655542432,-0.1217995617048239,0.4892304928133105,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,ubcma,0.0,0.0491029517340697,-0.1385363059900251,0.2391689060419599,False,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,adaptshrink_solo,0.0,0.1053113495450185,-0.2783089484475012,0.4889316475375382,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,adaptshrink_ens,0.0,0.0022645832554869,-0.5391661750310506,0.5436953415420245,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,adaptshrink_fast,0.0,0.1448569716295828,-0.4133091629171848,0.7030231061763503,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,adaptshrink_ens_calib,0.0,0.0022645832554869,-0.6012544162145891,0.605783582725563,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,adaptshrink_petgate,0.0,0.0966978156793063,-0.2255400535192122,0.4189356848778249,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,5,adaptshrink_auto,0.0,0.0022645832554869,-0.6012544162145891,0.605783582725563,True,1.0476459859587888,0.141442546375708
0.0,0.1,5,step,moderate,continuous,6,dl_hksj,0.0,0.2927910151419792,-0.2338826317172489,0.8194646620012074,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,reml_hksj,0.0,0.2922522742566145,-0.2124525817989781,0.7969571303122072,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,trim_and_fill,0.0,0.0727343074166315,-0.0415541015943786,0.1870227164276418,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,pet_peese,0.0,-0.2757090503152513,-1.0883821066313266,0.536964006000824,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,copas,0.0,0.2853910954918754,0.010394100752287,0.5603880902314639,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,henmi_copas,0.0,0.2598154723562075,-0.220104973562332,0.739735918274747,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,vevea_hedges,0.0,0.5495459246861392,-0.0263054533821993,1.1253973027544777,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,p_curve,0.0,0.7038199929248236,,,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,p_uniform_star,0.0,0.5535184303443906,-0.0159668216553316,1.123003682344113,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,ubcma,0.0,0.0101534328372056,-0.2543190856609559,0.272360985433299,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,adaptshrink_solo,0.0,0.2927910151419792,-1.775291246983553,2.360873277267511,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,adaptshrink_ens,0.0,0.0480400775966092,-0.2881068097143151,0.3841869649075335,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,adaptshrink_fast,0.0,0.512127968282524,-0.6275942035579051,1.6518501401229533,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,adaptshrink_ens_calib,0.0,0.0480400775966092,-0.3965332045611744,0.4926133597543928,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,adaptshrink_petgate,0.0,0.2717865617165733,-0.2278790885876124,0.771452212020759,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,6,adaptshrink_auto,0.0,0.2717865617165733,-0.2278790885876124,0.771452212020759,True,0.6048745620977475,0.2810489646379386
0.0,0.1,5,step,moderate,continuous,7,dl_hksj,0.0,0.1811386201546719,-0.0649534459701166,0.4272306862794606,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,reml_hksj,0.0,0.1669930149022779,-0.055263981629362,0.3892500114339178,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,trim_and_fill,0.0,0.1180733784418117,0.0474729798516586,0.1886737770319648,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,pet_peese,0.0,-0.0373350908199912,-0.2596479974655628,0.1849778158255803,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,copas,0.0,0.1534876197291504,0.0536435763523714,0.2533316631059294,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,henmi_copas,0.0,0.1565329320393581,-0.0203444514286664,0.3334103155073828,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,vevea_hedges,0.0,0.0891527783662503,-0.0563148130748813,0.2344225808898724,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,p_curve,0.0,-0.0740808671485577,-1.6241216061369586,0.3122855836961317,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,p_uniform_star,0.0,0.1161611115581215,-0.0428184023106053,,False,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,ubcma,0.0,0.1647494181112912,0.0156614032747774,0.3111013025399607,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,adaptshrink_solo,0.0,-0.0104419360818792,-0.3941226425333803,0.3732387703696218,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,adaptshrink_ens,0.0,0.1199555003629928,-0.0734657280851798,0.3133767288111654,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,adaptshrink_fast,0.0,0.0435741337311636,-1.064791130727164,1.1519393981894914,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,adaptshrink_ens_calib,0.0,0.1199555003629928,-0.1367602159384114,0.376671216664397,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,adaptshrink_petgate,0.0,0.1354746096537979,-0.109872125030145,0.3808213443377409,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,7,adaptshrink_auto,0.0,0.1199555003629928,-0.1367602159384114,0.376671216664397,True,2.8502221936749743,0.0829429339142881
0.0,0.1,5,step,moderate,continuous,8,dl_hksj,0.0,0.1483414355910061,-0.0910812391023719,0.387764110284384,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,reml_hksj,0.0,0.1483414327088962,-0.091081254982066,0.3877641203998584,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,trim_and_fill,0.0,0.0087794461874116,-0.0954852510496406,0.1130441434244638,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,pet_peese,0.0,0.4888897023497037,-0.1641378857337117,1.1419172904331192,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,copas,0.0,0.1455885123946914,-0.0018640365146724,0.2930410613040553,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,henmi_copas,0.0,0.1483414355910061,0.0109565859712057,0.2857262852108064,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,vevea_hedges,0.0,0.1051885790558343,-0.1056534254591368,0.3159268510472556,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,p_curve,0.0,-0.4070070530802704,,,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,p_uniform_star,0.0,0.0885004744666234,-0.1160129385160512,,False,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,ubcma,0.0,0.1827626059455005,-0.316229782536411,0.6796427601520676,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,adaptshrink_solo,0.0,0.2938177885453222,-0.6104492947684816,1.198084871859126,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,adaptshrink_ens,0.0,0.1084197398528053,-0.6330420054060139,0.8498814851116244,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,adaptshrink_fast,0.0,0.1997945838291421,-2.362476631363661,2.7620657990219453,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,adaptshrink_ens_calib,0.0,0.1084197398528053,-0.9269705884220976,1.143810068127708,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,adaptshrink_petgate,0.0,0.1362118577714298,-0.3450530077816914,0.6174767233245512,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,8,adaptshrink_auto,0.0,0.1084197398528053,-0.9269705884220976,1.143810068127708,True,-1.3212711880096932,0.0
0.0,0.1,5,step,moderate,continuous,9,dl_hksj,0.0,0.1964757031255931,-0.0374230928432626,0.4303744990944489,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,reml_hksj,0.0,0.1964757022193308,-0.0374231078617722,0.4303745123004339,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,trim_and_fill,0.0,0.0489982698923819,-0.052860867622626,0.1508574074073899,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,pet_peese,0.0,0.2685377694948506,-0.2761720787458875,0.8132476177355888,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,copas,0.0,0.1964782957113922,0.0524277198301323,0.340528871592652,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,henmi_copas,0.0,0.1964757031255931,0.0625744953687547,0.3303769108824315,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,vevea_hedges,0.0,0.4095459260739437,0.1470264038443442,0.8009755632871091,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,p_curve,0.0,,,,False,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,p_uniform_star,0.0,0.4095459463305083,0.1470264071153076,,False,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,ubcma,0.0,-0.0071057313632918,-0.3884497845105781,0.375942953476689,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,adaptshrink_solo,0.0,0.1964757031255931,-0.8178641191315686,1.2108155253827548,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,adaptshrink_ens,0.0,0.0499611746867394,-0.2081137148845585,0.3080360642580373,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,adaptshrink_fast,0.0,0.3693294681432624,-1.6217805479929737,2.3604394842794987,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,adaptshrink_ens_calib,0.0,0.0499611746867394,-0.2757483679534012,0.37567071732688,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,adaptshrink_petgate,0.0,0.1944732603980532,-0.0406803443686994,0.4296268651648058,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,9,adaptshrink_auto,0.0,0.0499611746867394,-0.2757483679534012,0.37567071732688,True,-0.2354278652091068,0.0
0.0,0.1,5,step,moderate,continuous,10,dl_hksj,0.0,-0.0145257262531991,-0.1820527705841565,0.1530013180777582,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,reml_hksj,0.0,-0.0162212918538377,-0.2080539772499395,0.175611393542264,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,trim_and_fill,0.0,-0.0690884532494566,-0.1391860967463475,0.0010091902474341,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,pet_peese,0.0,-0.0104844348801572,-0.3386369902858234,0.3176681205255089,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,copas,0.0,-0.0190986745487418,-0.1200841929957101,0.0818868438982264,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,henmi_copas,0.0,-0.0137266684814907,-0.1126118365615096,0.0851584995985281,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,vevea_hedges,0.0,-0.0089465829016567,-0.111035099620834,0.1015891307428973,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,p_curve,0.0,,,,False,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,p_uniform_star,0.0,-0.0082825346259307,-0.1234752886194934,0.1069102193676319,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,ubcma,0.0,-0.0198520394030629,-0.227027171619632,0.1555877276043521,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,adaptshrink_solo,0.0,-0.0145257262531991,-0.6760665564404599,0.6470151039340616,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,adaptshrink_ens,0.0,-0.0514242721751362,-0.2434423981833657,0.1405938538330932,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,adaptshrink_fast,0.0,-0.0087400307029588,-0.175598096768814,0.1581180353628963,True,-0.0161475494214201,0.0252898213403998
0.0,0.1,5,step,moderate,continuous,10,adaptshrink_ens_calib,0.0,-0.0514242721751362,-0.2926460767887661,0.1897975324384936,True,-0.0161475494214201,0.0252898213403998
