mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.0,0.15,10,copas,moderate,logor,adaptshrink_petgate,1.0,True,14,5,9,0,-,True
0.0,0.15,10,step,moderate,logor,adaptshrink_petgate,1.0,True,14,6,8,0,-,True
0.0,0.15,40,copas,moderate,logor,adaptshrink_petgate,0.925,True,14,12,2,0,-,True
0.0,0.15,40,step,moderate,logor,adaptshrink_petgate,0.875,False,14,5,9,0,-,False
0.0,0.4,10,copas,moderate,logor,adaptshrink_petgate,0.95,True,13,5,8,0,-,True
0.0,0.4,10,step,moderate,logor,adaptshrink_petgate,0.95,True,14,3,11,0,-,True
0.0,0.4,40,copas,moderate,logor,adaptshrink_petgate,0.675,False,14,2,12,0,-,False
0.0,0.4,40,step,moderate,logor,adaptshrink_petgate,0.9,True,15,6,9,0,-,True
0.4,0.15,10,copas,moderate,logor,adaptshrink_petgate,0.95,True,13,5,8,0,-,True
0.4,0.15,10,step,moderate,logor,adaptshrink_petgate,0.95,True,13,5,8,0,-,True
0.4,0.15,40,copas,moderate,logor,adaptshrink_petgate,0.8,False,14,4,10,0,-,False
0.4,0.15,40,step,moderate,logor,adaptshrink_petgate,0.75,False,14,6,8,0,-,False
0.4,0.4,10,copas,moderate,logor,adaptshrink_petgate,0.95,True,14,5,9,0,-,True
0.4,0.4,10,step,moderate,logor,adaptshrink_petgate,0.925,True,15,9,6,0,-,True
0.4,0.4,40,copas,moderate,logor,adaptshrink_petgate,0.775,False,15,7,8,0,-,False
0.4,0.4,40,step,moderate,logor,adaptshrink_petgate,0.65,False,15,7,8,0,-,False
0.8,0.15,10,copas,moderate,logor,adaptshrink_petgate,1.0,True,15,9,6,0,-,True
0.8,0.15,10,step,moderate,logor,adaptshrink_petgate,0.975,True,15,4,11,0,-,True
0.8,0.15,40,copas,moderate,logor,adaptshrink_petgate,0.875,False,15,7,8,0,-,False
0.8,0.15,40,step,moderate,logor,adaptshrink_petgate,0.775,False,15,3,12,0,-,False
0.8,0.4,10,copas,moderate,logor,adaptshrink_petgate,0.925,True,15,3,12,0,-,True
0.8,0.4,10,step,moderate,logor,adaptshrink_petgate,0.95,True,15,7,8,0,-,True
0.8,0.4,40,copas,moderate,logor,adaptshrink_petgate,0.875,False,15,7,8,0,-,False
0.8,0.4,40,step,moderate,logor,adaptshrink_petgate,0.85,False,15,6,9,0,-,False
