mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.0,0.1,5,copas,moderate,continuous,adaptshrink_ens,0.975,True,13,3,10,0,-,True
0.0,0.1,5,step,moderate,continuous,adaptshrink_ens,0.95,True,13,2,11,0,-,True
0.0,0.1,40,copas,moderate,continuous,adaptshrink_ens,1.0,True,15,9,6,0,-,True
0.0,0.1,40,step,moderate,continuous,adaptshrink_ens,0.95,True,15,1,14,0,-,True
0.0,0.3,5,copas,moderate,continuous,adaptshrink_ens,0.725,False,14,4,10,0,-,False
0.0,0.3,5,step,moderate,continuous,adaptshrink_ens,0.675,False,14,2,12,0,-,False
0.0,0.3,40,copas,moderate,continuous,adaptshrink_ens,0.975,True,14,5,9,0,-,True
0.0,0.3,40,step,moderate,continuous,adaptshrink_ens,0.875,False,15,3,12,0,-,False
0.0,0.5,5,copas,moderate,continuous,adaptshrink_ens,0.725,False,14,0,14,0,-,False
0.0,0.5,5,step,moderate,continuous,adaptshrink_ens,0.55,False,14,2,12,0,-,False
0.0,0.5,40,copas,moderate,continuous,adaptshrink_ens,0.8,False,14,2,7,5,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,reml_hksj",False
0.0,0.5,40,step,moderate,continuous,adaptshrink_ens,0.725,False,15,1,8,6,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,p_uniform_star,vevea_hedges",False
0.2,0.1,5,copas,moderate,continuous,adaptshrink_ens,0.925,True,13,2,10,1,adaptshrink_petgate,False
0.2,0.1,5,step,moderate,continuous,adaptshrink_ens,0.95,True,14,3,11,0,-,True
0.2,0.1,40,copas,moderate,continuous,adaptshrink_ens,1.0,True,15,11,4,0,-,True
0.2,0.1,40,step,moderate,continuous,adaptshrink_ens,1.0,True,15,8,7,0,-,True
0.2,0.3,5,copas,moderate,continuous,adaptshrink_ens,0.675,False,14,2,8,4,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj",False
0.2,0.3,5,step,moderate,continuous,adaptshrink_ens,0.825,False,15,3,12,0,-,False
0.2,0.3,40,copas,moderate,continuous,adaptshrink_ens,0.85,False,14,2,10,2,"adaptshrink_auto,copas",False
0.2,0.3,40,step,moderate,continuous,adaptshrink_ens,0.925,True,14,10,4,0,-,True
0.2,0.5,5,copas,moderate,continuous,adaptshrink_ens,0.75,False,14,0,14,0,-,False
0.2,0.5,5,step,moderate,continuous,adaptshrink_ens,0.575,False,15,5,7,3,"adaptshrink_auto,adaptshrink_petgate,henmi_copas",False
0.2,0.5,40,copas,moderate,continuous,adaptshrink_ens,0.825,False,15,1,12,2,"adaptshrink_auto,adaptshrink_petgate",False
0.2,0.5,40,step,moderate,continuous,adaptshrink_ens,0.75,False,15,4,11,0,-,False
0.5,0.1,5,copas,moderate,continuous,adaptshrink_ens,0.925,True,15,2,13,0,-,True
0.5,0.1,5,step,moderate,continuous,adaptshrink_ens,0.95,True,14,1,13,0,-,True
0.5,0.1,40,copas,moderate,continuous,adaptshrink_ens,1.0,True,15,12,3,0,-,True
0.5,0.1,40,step,moderate,continuous,adaptshrink_ens,1.0,True,15,12,3,0,-,True
0.5,0.3,5,copas,moderate,continuous,adaptshrink_ens,0.775,False,14,2,12,0,-,False
0.5,0.3,5,step,moderate,continuous,adaptshrink_ens,0.8,False,14,2,12,0,-,False
0.5,0.3,40,copas,moderate,continuous,adaptshrink_ens,0.9,True,15,3,10,2,"adaptshrink_auto,adaptshrink_petgate",False
0.5,0.3,40,step,moderate,continuous,adaptshrink_ens,0.925,True,15,4,11,0,-,True
0.5,0.5,5,copas,moderate,continuous,adaptshrink_ens,0.525,False,14,2,7,5,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,reml_hksj",False
0.5,0.5,5,step,moderate,continuous,adaptshrink_ens,0.65,False,14,1,13,0,-,False
0.5,0.5,40,copas,moderate,continuous,adaptshrink_ens,0.775,False,15,1,8,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,reml_hksj,vevea_hedges",False
0.5,0.5,40,step,moderate,continuous,adaptshrink_ens,0.875,False,15,4,11,0,-,False
