cell,strength,rep,method,true_m1,true_m2,m1,m2,converged,area_raw,v00,v01,v11,k_eff
k6_thr,none,0,reitsma,1.7346010553881064,1.7346010553881064,1.5041702062240145,1.7183114291928352,True,1.1614255217212597,0.05932762662995222,-0.0608527812482637,0.1265912783376678,6
k6_thr,none,0,reitsma_reml,1.7346010553881064,1.7346010553881064,1.5084403980197192,1.7393134882989556,True,1.494352605680787,0.07126597029542883,-0.06914788247977405,0.15553468090363626,6
k6_thr,none,0,reitsma_indep,1.7346010553881064,1.7346010553881064,1.5403029798909857,1.751584319891131,True,1.8012971878812183,0.06467247391610743,0.0,0.1416072649088525,6
k6_thr,none,0,sep_univariate,1.7346010553881064,1.7346010553881064,1.5549449189768658,1.7206340799095488,True,1.8244101272242266,0.08446502751515157,0.0,0.11122496754997825,6
k6_thr,none,0,hsroc,1.7346010553881064,1.7346010553881064,1.5472365777498103,1.8005605699246088,True,1.3445201715193775,0.05900890259507811,-0.05738002464409,0.1422633056720929,6
k6_thr,none,0,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.5339526761579427,1.741600588087928,True,1.6727866965519482,0.06342204164407045,-0.016290686391718052,0.12871479345880416,6
k6_thr,none,1,reitsma,1.7346010553881064,1.7346010553881064,1.8627761957529476,1.2439906831087981,True,1.1867536948690334,0.1674706311345671,-0.022487143098034006,0.026755970570535498,6
k6_thr,none,1,reitsma_reml,1.7346010553881064,1.7346010553881064,1.8891270785999732,1.245167527407688,True,1.4654932019631284,0.2056206038436583,-0.026811145418069792,0.03297646879524027,6
k6_thr,none,1,reitsma_indep,1.7346010553881064,1.7346010553881064,1.8680480115007778,1.2354828364844772,True,1.3180285453457605,0.17687079996054156,0.0,0.027722204260913614,6
k6_thr,none,1,sep_univariate,1.7346010553881064,1.7346010553881064,1.8853657809259607,1.237378373564877,True,1.4896206368938543,0.20136495531911983,0.0,0.031102961119400457,6
k6_thr,none,1,hsroc,1.7346010553881064,1.7346010553881064,1.9783187018201005,1.2595133198085564,True,1.2129193109991878,0.18508087682713611,-0.02569258271104091,0.026002137150273243,6
k6_thr,none,1,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.864591115785876,1.237418009899759,True,1.258886022648367,0.1680412115020474,-0.0061354442636134985,0.026842986967359966,6
k6_thr,none,2,reitsma,1.7346010553881064,1.7346010553881064,2.2934089609899018,1.3172806955715715,True,0.5723548632601434,0.06251611891078143,0.004976513822881189,0.015186313665427154,6
k6_thr,none,2,reitsma_reml,1.7346010553881064,1.7346010553881064,2.298397592194935,1.3162753992155252,True,0.649467956453131,0.06886333282540082,0.00962618620759885,0.018634287996623103,6
k6_thr,none,2,reitsma_indep,1.7346010553881064,1.7346010553881064,2.28285779541573,1.3186646805327615,True,0.47758923585334645,0.055440400583564864,0.0,0.011612265773365086,6
k6_thr,none,2,sep_univariate,1.7346010553881064,1.7346010553881064,2.28285779541573,1.3180889715553294,True,0.562088282790457,0.05544040058356433,0.0,0.016084848385383765,6
k6_thr,none,2,hsroc,1.7346010553881064,1.7346010553881064,2.338167522494829,1.3350405868858064,True,0.5812616852640291,0.06289961830447231,0.005740076443159335,0.015684889280709855,6
k6_thr,none,2,adaptshrink_dta,1.7346010553881064,1.7346010553881064,2.288056529545339,1.31812786482591,True,0.5828170366866683,0.06287495735369006,0.0004958759744826479,0.015252197218031028,6
k6_thr,none,3,reitsma,1.7346010553881064,1.7346010553881064,1.243680992444846,2.0443416410631197,True,0.5503870722922383,0.03209971622246957,-0.009965259758248527,0.029729716418584663,6
k6_thr,none,3,reitsma_reml,1.7346010553881064,1.7346010553881064,1.2688916344684706,2.042774196559752,True,0.6610269680369792,0.03997708568373275,-0.015128701536616966,0.03657566916427608,6
k6_thr,none,3,reitsma_indep,1.7346010553881064,1.7346010553881064,1.1861729364483362,2.0543950215856674,True,0.5064632031034988,0.025252839703383764,0.0,0.02866948156663674,6
k6_thr,none,3,sep_univariate,1.7346010553881064,1.7346010553881064,1.2189523196989172,2.054488572577395,True,0.6737810111232441,0.034924972777254135,0.0,0.03668898737051771,6
k6_thr,none,3,hsroc,1.7346010553881064,1.7346010553881064,1.277713354929363,2.0888350609766264,True,0.5495287621828537,0.030710526041076172,-0.010462291607835924,0.03131838140471381,6
k6_thr,none,3,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.2164835300589638,2.053777057593975,True,0.5883428151109301,0.032743903791754514,-0.0009907504662861285,0.02986763485922025,6
k6_thr,none,4,reitsma,1.7346010553881064,1.7346010553881064,1.436976191291184,1.8395934165430206,True,0.8663499149814786,0.025082042702708723,-0.0064970172730605315,0.08614428025645926,6
k6_thr,none,4,reitsma_reml,1.7346010553881064,1.7346010553881064,1.4374571501164437,1.8597516483251553,True,0.9606402711118885,0.02513918417835798,-0.0076825791147644385,0.1059585233345186,6
k6_thr,none,4,reitsma_indep,1.7346010553881064,1.7346010553881064,1.4503507695990847,1.8420226975198628,True,0.8702943468613206,0.024489684607597356,0.0,0.08729380012596122,6
k6_thr,none,4,sep_univariate,1.7346010553881064,1.7346010553881064,1.4517624196850099,1.8457498713760683,True,0.9331314136844167,0.02715525346096599,0.0,0.09050363578925696,6
k6_thr,none,4,hsroc,1.7346010553881064,1.7346010553881064,1.4884080230959011,1.899627198322602,True,0.8938096940959843,0.024236202494347252,-0.004357589707900702,0.09382136247492763,6
k6_thr,none,4,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.4493897869667134,1.840759864041751,True,0.8785041159099288,0.025277824357185015,-0.0006484036420641293,0.08619180769605883,6
k6_thr,none,5,reitsma,1.7346010553881064,1.7346010553881064,1.6220050722331742,1.9748314916598986,True,0.6156094760446881,0.029711985814552765,0.01589773610177763,0.044507149883602555,6
