cell,strength,rep,method,true_m1,true_m2,m1,m2,converged,area_raw,v00,v01,v11,k_eff
k6_t0.6_r0.0_p0.1,none,0,reitsma,1.7346010553881064,1.7346010553881064,1.216605104010898,1.7046995748898663,True,1.3444118147984925,0.06484672707001736,0.01725135005353198,0.08325973054690233,6
k6_t0.6_r0.0_p0.1,none,0,reitsma_indep,1.7346010553881064,1.7346010553881064,1.204572309699572,1.7173512270647322,True,1.3515128580784532,0.060762628430463705,0.0,0.08484731012459215,6
k6_t0.6_r0.0_p0.1,none,0,sep_univariate,1.7346010553881064,1.7346010553881064,1.2045723096995717,1.745590515815247,True,1.5418966151009017,0.06076262843046365,0.0,0.1104353787533515,6
k6_t0.6_r0.0_p0.1,none,0,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.1965295675963024,1.7145036541146523,True,1.3990824687908754,0.06629032627062759,0.0017187689548449606,0.08338787314796524,6
k6_t0.6_r0.0_p0.1,none,1,reitsma,1.7346010553881064,1.7346010553881064,1.1339134515643967,1.5831696481559931,True,1.3203751622466637,0.09492646800913451,0.00922392030615482,0.0527334923150058,6
k6_t0.6_r0.0_p0.1,none,1,reitsma_indep,1.7346010553881064,1.7346010553881064,1.1344057553429365,1.5871814840313223,True,1.308312476699826,0.09278350515463944,0.0,0.052069865740408575,6
k6_t0.6_r0.0_p0.1,none,1,sep_univariate,1.7346010553881064,1.7346010553881064,1.1154882215757644,1.607384668308671,True,1.803302078273912,0.13070567379576403,0.0,0.07022258186718412,6
k6_t0.6_r0.0_p0.1,none,1,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.132994718485864,1.5876640097118966,True,1.333296532720112,0.09511063370337773,0.0009219844754055993,0.05276333791848328,6
k6_t0.6_r0.0_p0.1,none,2,reitsma,1.7346010553881064,1.7346010553881064,1.4855902914261367,1.6763476686310899,True,0.9041428414123214,0.12885855905628224,-2.1965324098176696e-14,0.017905856206032408,6
k6_t0.6_r0.0_p0.1,none,2,reitsma_indep,1.7346010553881064,1.7346010553881064,1.4855902914261376,1.6763476679538507,True,0.9041428216513343,0.12885855905628227,0.0,0.017905855423329977,6
k6_t0.6_r0.0_p0.1,none,2,sep_univariate,1.7346010553881064,1.7346010553881064,1.4855902914261376,1.677297155261481,True,0.9309088285635195,0.12885855905628224,0.0,0.018981708273471218,6
k6_t0.6_r0.0_p0.1,none,2,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.4855902914259533,1.6763476686310648,True,0.9041428414132089,0.12885855905653504,-2.1965324098166874e-15,0.017905856206032408,6
k6_t0.6_r0.0_p0.1,none,3,reitsma,1.7346010553881064,1.7346010553881064,1.5105978337485615,1.7611081302500542,True,1.0132937592294755,0.11357523027166713,-0.0008971336626066726,0.025523602525157466,6
k6_t0.6_r0.0_p0.1,none,3,reitsma_indep,1.7346010553881064,1.7346010553881064,1.5077947135472884,1.7610464841580702,True,1.0135655763838678,0.11348205336557159,0.0,0.025551169677593234,6
k6_t0.6_r0.0_p0.1,none,3,sep_univariate,1.7346010553881064,1.7346010553881064,1.5077947135472878,1.7633813961087532,True,1.1420830686533798,0.11348205336557135,0.0,0.03244161514041765,6
k6_t0.6_r0.0_p0.1,none,3,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.5081607738262799,1.7610393293818523,True,1.0134758493673266,0.11358281032640928,-8.971206377463195e-05,0.025524054943554718,6
k6_t0.6_r0.0_p0.1,none,4,reitsma,1.7346010553881064,1.7346010553881064,1.3980139115044428,1.5098321867890903,True,1.2782175909366085,0.12327920786589158,0.028880375140745276,0.044172845637425726,6
k6_t0.6_r0.0_p0.1,none,4,reitsma_indep,1.7346010553881064,1.7346010553881064,1.206750297439964,1.5095249228271845,True,1.2466838088685595,0.09755136227028634,0.0,0.04496903486449657,6
k6_t0.6_r0.0_p0.1,none,4,sep_univariate,1.7346010553881064,1.7346010553881064,1.26756787341864,1.5156200541997018,True,1.4418459026517925,0.12319154748488338,0.0,0.04763114827730612,6
k6_t0.6_r0.0_p0.1,none,4,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.3158908948064882,1.5095236614669936,True,1.4814404579982519,0.13917663701279478,0.00279210016796488,0.04456383467301372,6
k6_t0.6_r0.0_p0.1,none,5,reitsma,1.7346010553881064,1.7346010553881064,1.6346553004244295,1.9210921080237726,True,1.6016487413814111,0.09645788594144271,0.013028418975097097,0.07682362107859578,6
k6_t0.6_r0.0_p0.1,none,5,reitsma_indep,1.7346010553881064,1.7346010553881064,1.6043608231875441,1.9194600711903118,True,1.5945153939573535,0.09372691264998419,0.0,0.07656448895763045,6
k6_t0.6_r0.0_p0.1,none,5,sep_univariate,1.7346010553881064,1.7346010553881064,1.604360823187544,1.927662248378922,True,1.6868989574328273,0.09372691264998413,0.0,0.08569354216982317,6
k6_t0.6_r0.0_p0.1,none,5,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.6118830671944526,1.9200144657628677,True,1.6262833500959788,0.097164235188325,0.0013019702634550951,0.07684557585896316,6
k6_t0.6_r0.0_p0.1,none,6,reitsma,1.7346010553881064,1.7346010553881064,1.6274918022993337,1.7557418458582026,True,1.792942097221158,0.1155545759388131,-0.0017216629943742029,0.07854553494330237,6
k6_t0.6_r0.0_p0.1,none,6,reitsma_indep,1.7346010553881064,1.7346010553881064,1.6218188515405934,1.754801608136365,True,1.7953614493898753,0.11563985174893515,0.0,0.07867387328658795,6
k6_t0.6_r0.0_p0.1,none,6,sep_univariate,1.7346010553881064,1.7346010553881064,1.6572606219163266,1.759305219736003,True,2.94072402147493,0.2490720144568113,0.0,0.09799814880618783,6
k6_t0.6_r0.0_p0.1,none,6,adaptshrink_dta,1.7346010553881064,1.7346010553881064,3.3531427557369096,3.484843394860266,True,1.7933225757182705,0.11556815104981352,-0.00046954101673512264,0.07854589296048434,6
k6_t0.6_r0.0_p0.1,none,7,reitsma,1.7346010553881064,1.7346010553881064,1.315125365095473,1.6716671738189384,True,1.3631849049592262,0.22292577405152267,0.056367303755265254,0.037780523905729196,6
k6_t0.6_r0.0_p0.1,none,7,reitsma_indep,1.7346010553881064,1.7346010553881064,1.5305358658765453,1.599111344172914,True,1.9381546614598089,0.22184620375267133,0.0,0.047792431418274925,6
k6_t0.6_r0.0_p0.1,none,7,sep_univariate,1.7346010553881064,1.7346010553881064,1.5695037051008762,1.5973669897456357,True,2.050133396010232,0.23932007462639884,0.0,0.04957005237321829,6
k6_t0.6_r0.0_p0.1,none,7,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.6278715143200297,1.6126997800417135,True,1.9346464663587246,0.2720368565879452,0.005183524977112849,0.03893255678555098,6
k6_t0.6_r0.0_p0.1,none,8,reitsma,1.7346010553881064,1.7346010553881064,1.7761114714013908,1.68242864032039,True,0.8119569236800649,0.11833913956365782,-0.0004604424258762442,0.015726110263002812,6
k6_t0.6_r0.0_p0.1,none,8,reitsma_indep,1.7346010553881064,1.7346010553881064,1.7779974676671109,1.68109677822285,True,0.8072639021311426,0.1182625389968805,0.0,0.015553141887192617,6
k6_t0.6_r0.0_p0.1,none,8,sep_univariate,1.7346010553881064,1.7346010553881064,1.7779974676671106,1.736149198185197,True,1.0541283893334876,0.11826253899688025,0.0,0.02652003468139963,6
k6_t0.6_r0.0_p0.1,none,8,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.777837846538528,1.682291876254239,True,0.8120163692701147,0.11834091984258718,-4.604383216321081e-05,0.015726402594603717,6
k6_t0.6_r0.0_p0.1,none,9,reitsma,1.7346010553881064,1.7346010553881064,1.2760156585342068,1.3735105406392372,True,0.5166121300504968,0.07904135652057813,-1.201253681923505e-15,0.009530355045830429,6
k6_t0.6_r0.0_p0.1,none,9,reitsma_indep,1.7346010553881064,1.7346010553881064,1.2760156585342164,1.3710617753575913,True,0.5090318914756148,0.07904135652057813,0.0,0.009252729510336311,6
k6_t0.6_r0.0_p0.1,none,9,sep_univariate,1.7346010553881064,1.7346010553881064,1.2760156585342162,1.3710617753575913,True,0.5090318914756148,0.07904135652057813,0.0,0.009252729510336311,6
k6_t0.6_r0.0_p0.1,none,9,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.2760156585338027,1.3735105406392352,True,0.5166121300514535,0.07904135652087091,-1.2012536819218158e-16,0.009530355045830429,6
k6_t0.6_r0.0_p0.1,none,10,reitsma,1.7346010553881064,1.7346010553881064,1.062338442310555,1.5355590829513044,True,1.36334511773311,0.059262628436292604,0.006192250462134177,0.08917182122407395,6
k6_t0.6_r0.0_p0.1,none,10,reitsma_indep,1.7346010553881064,1.7346010553881064,1.070535324881622,1.5356370682453975,True,1.3637728218029985,0.05877207910682271,0.0,0.08931970396495775,6
k6_t0.6_r0.0_p0.1,none,10,sep_univariate,1.7346010553881064,1.7346010553881064,1.0705353248816218,1.5454488085607918,True,1.5565669383209655,0.05877207910682271,0.0,0.11635868805593508,6
k6_t0.6_r0.0_p0.1,none,10,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.0697366041822731,1.5355823064697853,True,1.369801642024825,0.05939182283084585,0.0006191387776411777,0.089177318826977,6
k6_t0.6_r0.0_p0.1,none,11,reitsma,1.7346010553881064,1.7346010553881064,1.070541544999823,1.3956984364457532,True,1.9300494629884724,0.26271064804655997,-0.07863917432728673,0.06356117146431274,6
k6_t0.6_r0.0_p0.1,none,11,reitsma_indep,1.7346010553881064,1.7346010553881064,0.984091240929218,1.3705368828647646,True,1.6689089954103693,0.1254639268579707,0.0,0.06265860210761777,6
k6_t0.6_r0.0_p0.1,none,11,sep_univariate,1.7346010553881064,1.7346010553881064,1.0987635290317639,1.3552675225589812,True,2.350906055526772,0.27652416771588006,0.0,0.05641202924301761,6
k6_t0.6_r0.0_p0.1,none,11,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.122911078387981,1.3850720151433278,True,2.683952404546393,0.30648286784164014,-0.0074069840008797435,0.06651934838791575,6
k6_t0.6_r0.0_p0.1,none,12,reitsma,1.7346010553881064,1.7346010553881064,1.2978138180565864,1.6225544773701654,True,1.5580265307201526,0.24689739814609504,-0.003570808127526385,0.02780192881765457,6
k6_t0.6_r0.0_p0.1,none,12,reitsma_indep,1.7346010553881064,1.7346010553881064,1.2916848906408203,1.6174395356621247,True,1.5521719341657716,0.24700632199086936,0.0,0.027529977143305673,6
k6_t0.6_r0.0_p0.1,none,12,sep_univariate,1.7346010553881064,1.7346010553881064,1.3047200557964536,1.6137391900202864,True,1.8905776522733648,0.2901976415810117,0.0,0.034763974945370896,6
k6_t0.6_r0.0_p0.1,none,12,adaptshrink_dta,1.7346010553881064,1.7346010553881064,3.068969435645407,3.394326127253346,True,1.5596112815376642,0.24691516829653062,-0.0009738406016629645,0.027808606119924095,6
k6_t0.6_r0.0_p0.1,none,13,reitsma,1.7346010553881064,1.7346010553881064,1.5074449637449387,1.409295456849933,True,1.1402168577236342,0.1382969908086784,-0.0028528973060773888,0.026592468510158694,6
k6_t0.6_r0.0_p0.1,none,13,reitsma_indep,1.7346010553881064,1.7346010553881064,1.5105821003096969,1.409791554723668,True,1.1395901212330006,0.13753581661891137,0.0,0.026651141072717346,6
k6_t0.6_r0.0_p0.1,none,13,sep_univariate,1.7346010553881064,1.7346010553881064,1.5105821003096966,1.4236040901027112,True,1.2626540039882777,0.13753581661891118,0.0,0.03271803231644294,6
k6_t0.6_r0.0_p0.1,none,13,adaptshrink_dta,1.7346010553881064,1.7346010553881064,1.5108541475736328,1.4096198930412513,True,1.141773593490434,0.13834907304534474,-0.0002852592176405134,0.02659669094064944,6
