ma,specialty,yi,se,year,is_aact,split_role
yusuf1985,cardiology,0.144249608844547,0.920077793633386,,0,none
yusuf1985,cardiology,-0.47873730921449,0.824283430107792,,0,none
yusuf1985,cardiology,-0.935460647981875,2.02233345043009,,0,none
yusuf1985,cardiology,0.810930216216329,0.739744700705738,,0,none
yusuf1985,cardiology,-0.693147180559945,1.24236800541127,,0,none
yusuf1985,cardiology,0.13657553500575,2.02270454572442,,0,none
yusuf1985,cardiology,1.00176246267819,1.65267486291788,,0,none
yusuf1985,cardiology,1.07562277044341,1.17444302544402,,0,none
yusuf1985,cardiology,1.13707856949591,1.6563870930425,,0,none
yusuf1985,cardiology,0.0,1.4638501094228,,0,none
yusuf1985,cardiology,-0.148420005118274,2.03690095911445,,0,none
yusuf1985,cardiology,0.0408219945202553,1.44279820718861,,0,none
yusuf1985,cardiology,0.0,2.0242433093899,,0,none
yusuf1985,cardiology,-1.26566637333128,0.579340312886302,,0,none
yusuf1985,cardiology,-0.324239668185578,0.700362309790761,,0,none
yusuf1985,cardiology,-0.331484695110174,0.782652170988732,,0,none
yusuf1985,cardiology,1.13822142676316,1.64507937881333,,0,none
yusuf1985,cardiology,1.98249959648761,1.51990548846529,,0,none
yusuf1985,cardiology,0.0916567310641634,0.379159185641481,,0,none
yusuf1985,cardiology,0.0,2.03200203200305,,0,none
yusuf1985,cardiology,-0.804372815670169,1.26943101756619,,0,none
yusuf1985,cardiology,0.0074074412778619,2.00370033139655,,0,none
yusuf1985,cardiology,-0.157926338940868,0.160374228065836,,0,none
yusuf1985,cardiology,-1.11861295537478,1.64519623968289,,0,none
yusuf1985,cardiology,0.231402810462807,0.292440199435499,,0,none
yusuf1985,cardiology,0.151589858965585,0.308714751031249,,0,none
yusuf1985,cardiology,-0.253985145290831,0.319355732977564,,0,none
yusuf1985,cardiology,0.0281708769666964,0.850303400567041,,0,none
yusuf1985,cardiology,-0.74100320173758,0.483151560327466,,0,none
yusuf1985,cardiology,-0.540621196459689,0.564561079831324,,0,none
yusuf1985,cardiology,-0.246128078950965,0.13818330009795,,0,none
yusuf1985,cardiology,0.0694533687566405,0.280656385297956,,0,none
yusuf1985,cardiology,-0.584156896851541,0.67571267213459,,0,none
yusuf1985,cardiology,-0.512385488410356,0.138687831390658,,0,none
yusuf1985,cardiology,-0.0786232610193101,0.20399097514867,,0,none
yusuf1985,cardiology,-0.424173365958817,0.273973044020847,,0,none
yusuf1985,cardiology,-0.334823404030988,0.117068311207863,,0,none
yusuf1985,cardiology,-0.213397531038308,0.194872015295382,,0,none
yusuf1985,cardiology,-0.0389084449123269,0.229460637094618,,0,none
yusuf1985,cardiology,-0.593253709654337,0.425167400802484,,0,none
yusuf1985,cardiology,0.281545931477954,0.205445464161334,,0,none
yusuf1985,cardiology,-0.321333592872253,0.297709073015583,,0,none
yusuf1985,cardiology,-0.135347923550921,0.260921888556292,,0,none
yusuf1985,cardiology,0.0,1.48323969741913,,0,none
yusuf1985,cardiology,0.140606454719501,0.364174179577937,,0,none
yusuf1985,cardiology,0.322049715955989,0.552644940641304,,0,none
yusuf1985,cardiology,0.444380524357838,0.716649125261896,,0,none
yusuf1985,cardiology,-0.217509733595954,0.259841673028431,,0,none
yusuf1985,cardiology,-0.591075994195958,0.257206859425028,,0,none
yusuf1985,cardiology,-0.608099125203956,0.272378653870092,,0,none
yusuf1985,cardiology,0.461034959262975,0.942831792490998,,0,none
yusuf1985,cardiology,-0.117783035656384,0.3721071335259,,0,none
yusuf1985,cardiology,-1.36065193050655,0.657701792426873,,0,none
yusuf1985,cardiology,-0.281521179445824,0.158212589349824,,0,none
yusuf1985,cardiology,0.0289875368732524,0.373003555828982,,0,none
yusuf1985,cardiology,-0.686029712791081,0.756615537730463,,0,none
yusuf1985,cardiology,-0.431927063286552,0.145436973645018,,0,none
yusuf1985,cardiology,-0.169128529340861,0.190677663755227,,0,none
yusuf1985,cardiology,-0.275757811922045,0.343172346112997,,0,none
yusuf1985,cardiology,-0.1682578242377,0.138131561236721,,0,none
yusuf1985,cardiology,-0.327326903799021,0.300135968549321,,0,none
yusuf1985,cardiology,-0.113328685307003,0.290030424367554,,0,none
yusuf1985,cardiology,-0.230442853795821,0.346120452009654,,0,none
yusuf1985,cardiology,-0.0264709889692818,0.237683706249062,,0,none
yusuf1985,cardiology,-0.702680141218669,0.322160287595053,,0,none
yusuf1985,cardiology,-0.88558004695822,0.410247538921805,,0,none
yusuf1985,cardiology,0.0,2.043015673821,,0,none
yusuf1985,cardiology,-1.6288559982912,1.10133836949535,,0,none
yusuf1985,cardiology,-1.14654075524006,0.699778208157237,,0,none
yusuf1985,cardiology,-0.426518517305996,0.259056781767174,,0,none
yusuf1985,cardiology,0.0,0.849836585598797,,0,none
yusuf1985,cardiology,-1.35485283528507,0.665413587759705,,0,none
yusuf1985,cardiology,-1.98591548366901,1.0666404058392,,0,none
yusuf1985,cardiology,-0.58807613107376,0.23544899780839,,0,none
yusuf1985,cardiology,0.55060359522291,0.521872333728891,,0,none
yusuf1985,cardiology,-0.441832752279039,0.788684860716756,,0,none
yusuf1985,cardiology,-0.569390366315873,0.163053222255172,,0,none
yusuf1985,cardiology,-0.0173109094971058,0.272423625721414,,0,none
yusuf1985,cardiology,-0.768019539831491,0.376820479793389,,0,none
yusuf1985,cardiology,-0.340611156344517,0.167172854818059,,0,none
yusuf1985,cardiology,0.18081829358737,0.338179369500682,,0,none
yusuf1985,cardiology,-0.455524950448181,0.490760534233966,,0,none
yusuf1985,cardiology,0.0715572743376676,0.289881512367801,,0,none
yusuf1985,cardiology,-0.9877496958563,0.416609191438217,,0,none
yusuf1985,cardiology,0.0,2.01261842170651,,0,none
yusuf1985,cardiology,0.314589525371705,0.775418467633036,,0,none
yusuf1985,cardiology,1.02961941718116,0.881120665047431,,0,none
yusuf1985,cardiology,-0.0512932943875506,0.168029691293834,,0,none
yusuf1985,cardiology,-0.133591952806221,0.330225587998923,,0,none
yusuf1985,cardiology,-0.841567185678219,1.23985538645051,,0,none
yusuf1985,cardiology,-0.289613734019814,0.239310762948983,,0,none
yusuf1985,cardiology,-0.140092575540677,0.29051735460335,,0,none
yusuf1985,cardiology,0.0150378773645405,0.387783915252559,,0,none
yusuf1985,cardiology,-0.301971895925769,0.157182248361508,,0,none
yusuf1985,cardiology,-0.399472121292242,0.234500998435864,,0,none
yusuf1985,cardiology,-0.916290731874155,0.840799883708629,,0,none
yusuf1985,cardiology,0.463873962219019,0.285025953519147,,0,none
yusuf1985,cardiology,0.462730869916656,0.420767925208882,,0,none
anand1999,cardiology,3.01979929963663,1.4871053431398,1960.0,0,none
anand1999,cardiology,-2.18262577791507,1.07036138139696,1960.0,0,none
anand1999,cardiology,0.240739313204589,0.409924582560013,1961.0,0,none
anand1999,cardiology,-0.153550259515014,0.261876886864079,1961.0,0,none
anand1999,cardiology,-0.474774485373988,0.272345863493725,1964.0,0,none
anand1999,cardiology,-0.385320542015697,0.545736624688263,1964.0,0,none
anand1999,cardiology,-0.390197635977376,0.428446535248488,1966.0,0,none
anand1999,cardiology,-0.490824957059321,0.4838836785235,1967.0,0,none
anand1999,cardiology,-0.253438698861987,0.265253472476187,1967.0,0,none
anand1999,cardiology,0.223639706124686,0.311646842406303,1969.0,0,none
anand1999,cardiology,-0.852479219129201,0.278410969989228,1969.0,0,none
anand1999,cardiology,-0.349783205857937,0.198445506501848,1980.0,0,none
anand1999,cardiology,-0.327080511556552,0.150943077398151,1990.0,0,none
anand1999,cardiology,-0.115800874452392,0.111745331043513,1994.0,0,none
anand1999,cardiology,-2.15699977602571,1.07519970488854,1969.0,0,none
anand1999,cardiology,-0.431259577947915,0.135032474183708,1974.0,0,none
anand1999,cardiology,0.183488580183513,0.253100479662692,1980.0,0,none
anand1999,cardiology,0.399251033772091,0.263979274567799,1980.0,0,none
anand1999,cardiology,-0.990746689669072,0.681868804209253,1993.0,0,none
anand1999,cardiology,-0.695272579872259,0.563774710126029,1996.0,0,none
anand1999,cardiology,1.42285195685369,1.65529123991075,1990.0,0,none
anand1999,cardiology,0.0438026226583936,1.42450380393316,1982.0,0,none
anand1999,cardiology,-0.373513508301562,0.616365869891628,1981.0,0,none
anand1999,cardiology,-0.0822828692839508,0.179585020114073,1982.0,0,none
anand1999,cardiology,-0.0646047265730617,0.158480712388443,1969.0,0,none
anand1999,cardiology,-0.43635913871989,0.268818920024221,1964.0,0,none
anand1999,cardiology,-1.44816976483798,1.13634352013143,1986.0,0,none
anand1999,cardiology,-0.999239814854906,1.16694996464338,1982.0,0,none
anand1999,cardiology,-0.143100843640673,2.01430779610165,1990.0,0,none
anand1999,cardiology,-0.937344141071988,0.849149553694169,1998.0,0,none
anand1999,cardiology,0.0380998462322704,1.00948230903597,1994.0,0,none
anand1999,cardiology,-0.418623192685675,0.92004988864846,1998.0,0,none
anand1999,cardiology,-0.343818356392255,0.253910805383569,1997.0,0,none
anand1999,cardiology,0.153949844040736,0.137436273953615,1997.0,0,none
lau1992,cardiology,-1.83827948486295,1.21809943508986,1959.0,0,none
lau1992,cardiology,-0.75377180237638,0.723262914642718,1963.0,0,none
lau1992,cardiology,0.378653850657507,0.383448087963509,1969.0,0,none
lau1992,cardiology,-0.454061946901201,0.179507121163927,1971.0,0,none
lau1992,cardiology,0.221649452724597,0.338551879175152,1971.0,0,none
lau1992,cardiology,0.011807411980393,0.349682614425394,1971.0,0,none
lau1992,cardiology,-0.281747336931966,0.280068038182931,1973.0,0,none
lau1992,cardiology,-0.973494728720767,0.368748049395898,1973.0,0,none
lau1992,cardiology,0.950482096622434,0.7194007574103,1974.0,0,none
lau1992,cardiology,-0.041672696400568,0.612387207854083,1975.0,0,none
lau1992,cardiology,0.0595920972022457,0.508565651412791,1975.0,0,none
lau1992,cardiology,1.16315080980568,1.21449578014911,1976.0,0,none
lau1992,cardiology,-0.0938529088063464,0.243014891378128,1976.0,0,none
lau1992,cardiology,-0.576249083897812,0.220911022065099,1977.0,0,none
lau1992,cardiology,-0.469345518001186,0.309224903404665,1977.0,0,none
lau1992,cardiology,-1.50407739677627,1.24163870214594,1977.0,0,none
lau1992,cardiology,0.195048572795426,0.215224728994159,1977.0,0,none
lau1992,cardiology,-0.251314428280906,0.696172453244226,1977.0,0,none
lau1992,cardiology,-0.578266904561523,0.322315379225037,1979.0,0,none
lau1992,cardiology,-0.136908873392752,0.191975966301463,1986.0,0,none
lau1992,cardiology,-0.214873456771805,0.0574374336446005,1986.0,0,none
lau1992,cardiology,-0.897941593205958,1.25797121687723,1986.0,0,none
lau1992,cardiology,-2.75066650325663,1.49283648986133,1986.0,0,none
lau1992,cardiology,-1.21639532432449,1.20473602456675,1986.0,0,none
lau1992,cardiology,0.0953101798043252,1.44756849421868,1986.0,0,none
lau1992,cardiology,-0.760588461355478,0.738237728911406,1986.0,0,none
lau1992,cardiology,-0.534542150383307,0.809063244334665,1987.0,0,none
lau1992,cardiology,-1.84054963339749,0.77643875666864,1987.0,0,none
lau1992,cardiology,-0.559615787935423,0.659184199995577,1987.0,0,none
lau1992,cardiology,-0.8754687373539,1.29743336373524,1988.0,0,none
lau1992,cardiology,-0.460518684875144,0.392419998119195,1988.0,0,none
lau1992,cardiology,-0.293632172461735,0.0499639743267957,1988.0,0,none
lau1992,cardiology,-1.58412010444981,0.880704845927979,1988.0,0,none
linde2005,psychiatry,2.74376828370429,0.716875888998109,1979.0,0,none
linde2005,psychiatry,2.35137525716348,0.740012869900955,1987.0,0,none
linde2005,psychiatry,1.38629436111989,0.715891053163818,1989.0,0,none
linde2005,psychiatry,3.5423608659626,1.48289241367837,1991.0,0,none
linde2005,psychiatry,0.0434851119397384,2.02163241859983,1992.0,0,none
linde2005,psychiatry,1.62745641793678,0.64213523679803,1992.0,0,none
linde2005,psychiatry,1.04796855584935,0.663411968625409,1993.0,0,none
linde2005,psychiatry,0.784118958765672,0.917113574476255,1993.0,0,none
linde2005,psychiatry,2.01490302054226,0.580548910116139,1993.0,0,none
linde2005,psychiatry,3.27420540692046,0.677401655240913,1993.0,0,none
linde2005,psychiatry,-0.0666913744986726,0.3790302099568,1993.0,0,none
linde2005,psychiatry,1.41388231763872,0.42649904091502,1994.0,0,none
linde2005,psychiatry,0.846481200480648,0.427208383346021,1995.0,0,none
linde2005,psychiatry,1.91773927208862,0.437344076523098,1996.0,0,none
linde2005,psychiatry,0.683096844706444,0.417695699007899,1998.0,0,none
linde2005,psychiatry,1.97110039788387,0.386072994731971,1998.0,0,none
linde2005,psychiatry,0.668964344771204,0.354994287601786,1999.0,0,none
linde2005,psychiatry,1.17272026082183,0.38795148715878,2000.0,0,none
linde2005,psychiatry,0.707745979981098,0.347268397043424,2000.0,0,none
linde2005,psychiatry,-0.0505331683872199,0.255650021158244,2000.0,0,none
linde2005,psychiatry,0.784118958765672,0.481220842197014,2001.0,0,none
linde2005,psychiatry,0.455832047635584,0.342096768574157,2001.0,0,none
linde2005,psychiatry,-0.30705835141492,0.2668113811158,2002.0,0,none
linde2005,psychiatry,0.416951911747628,0.207947180608189,2002.0,0,none
nielweise2007,infectious_disease,-1.96322659906677,1.51757424897616,1996.0,0,none
nielweise2007,infectious_disease,-1.39407650156195,1.1780658501488,1997.0,0,none
nielweise2007,infectious_disease,-1.60620689185265,0.788252386059929,1997.0,0,none
nielweise2007,infectious_disease,-2.71574254672537,1.46585066644061,1997.0,0,none
nielweise2007,infectious_disease,-0.148648341687367,0.61655372701124,1998.0,0,none
nielweise2007,infectious_disease,-1.05573056118484,1.12592925433081,1999.0,0,none
nielweise2007,infectious_disease,-1.09284858395136,1.15968133838177,1999.0,0,none
nielweise2007,infectious_disease,-1.37268870906411,1.2412597057683,1999.0,0,none
nielweise2007,infectious_disease,-3.07797037179096,1.03679940563197,2000.0,0,none
nielweise2007,infectious_disease,-0.624154309072994,1.2317718558085,2000.0,0,none
nielweise2007,infectious_disease,-2.85346720096071,1.47165289102632,2003.0,0,none
nielweise2007,infectious_disease,-1.30244005068303,1.64263275511528,2003.0,0,none
nielweise2007,infectious_disease,-0.595383011794054,0.737984479294731,2004.0,0,none
nielweise2007,infectious_disease,-0.674734119913068,0.518669238742307,2004.0,0,none
nielweise2007,infectious_disease,-0.116202007659065,2.00447436789578,2004.0,0,none
nielweise2007,infectious_disease,-1.06358925387855,1.63537492780233,2005.0,0,none
nielweise2007,infectious_disease,-1.05593155755323,1.15716283443509,2005.0,0,none
nielweise2007,infectious_disease,1.5114575040739,1.13197727407383,2006.0,0,none
graves2010,infectious_disease,-1.39965938825702,0.394446953757359,,0,none
graves2010,infectious_disease,-0.877527769188686,0.226789074680755,,0,none
graves2010,infectious_disease,-0.203777620856456,0.329429370864342,,0,none
graves2010,infectious_disease,-2.89378876739779,0.7639922093268,,0,none
graves2010,infectious_disease,-0.32454054903724,0.225507049944261,,0,none
graves2010,infectious_disease,-0.962487453959393,0.157093682622556,,0,none
graves2010,infectious_disease,-0.892196137206022,0.264399750294964,,0,none
graves2010,infectious_disease,-1.01656761870612,0.2754453262125,,0,none
graves2010,infectious_disease,-0.945183201748566,0.267150220975369,,0,none
graves2010,infectious_disease,-1.23190009908665,0.289877813180352,,0,none
graves2010,infectious_disease,-0.340773909175785,0.168371653795721,,0,none
graves2010,infectious_disease,-0.537332694970477,0.173572891565227,,0,none
graves2010,infectious_disease,-0.765712173995357,0.182599839410478,,0,none
graves2010,infectious_disease,-0.932409352116503,0.327484200184721,,0,none
graves2010,infectious_disease,-0.808673693615416,0.207179851472102,,0,none
graves2010,infectious_disease,-0.733361652538866,0.328947039073062,,0,none
graves2010,infectious_disease,-1.26263074960691,0.394429466276287,,0,none
lee2004,alternative_med,-0.130053128248198,0.360902587281908,2000.0,0,none
lee2004,alternative_med,-1.62186043243266,0.555902669338597,2002.0,0,none
lee2004,alternative_med,0.418368512944072,0.649461639976082,1999.0,0,none
lee2004,alternative_med,0.0791509372091643,0.287186457966712,2002.0,0,none
lee2004,alternative_med,-0.179468487811548,0.599552132397809,1994.0,0,none
lee2004,alternative_med,-0.241162056816888,0.695533057277822,1996.0,0,none
lee2004,alternative_med,-0.380542425345376,0.263951135555455,1998.0,0,none
lee2004,alternative_med,-1.91238745701667,0.734196355918694,1986.0,0,none
lee2004,alternative_med,0.0,1.43838990445615,1996.0,0,none
lee2004,alternative_med,-1.09308741273614,0.53579971977682,1993.0,0,none
lee2004,alternative_med,-1.30210226989954,0.5252260758509,1999.0,0,none
lee2004,alternative_med,-0.453093157097419,0.681404963676222,2000.0,0,none
lee2004,alternative_med,-3.09903184339179,1.08177140143171,1996.0,0,none
lee2004,alternative_med,-1.65999019159693,0.478917826792897,2002.0,0,none
lee2004,alternative_med,-1.16871565443909,0.373297626305891,2002.0,0,none
lee2004,alternative_med,0.160956734296258,0.315495348051678,2001.0,0,none
laopaiboon2015,pulmonology,-0.451985123743057,0.660297341240839,1991.0,0,none
laopaiboon2015,pulmonology,2.81042754812963,0.762112621757099,1995.0,0,none
laopaiboon2015,pulmonology,-0.777704568588008,0.211872749765442,1996.0,0,none
laopaiboon2015,pulmonology,-0.746257005873893,0.563659115730493,1991.0,0,none
laopaiboon2015,pulmonology,-0.419853845560264,0.620158264713069,2001.0,0,none
laopaiboon2015,pulmonology,1.20039498297805,0.857110854497294,1996.0,0,none
laopaiboon2015,pulmonology,0.352939907189704,0.605499936644113,1998.0,0,none
laopaiboon2015,pulmonology,0.0659579677917974,0.737566179045619,1993.0,0,none
laopaiboon2015,pulmonology,-0.563011376936561,0.75375037561042,1998.0,0,none
laopaiboon2015,pulmonology,-1.79175946922805,1.13651514141549,1992.0,0,none
laopaiboon2015,pulmonology,1.05605267424931,0.890773967328169,1993.0,0,none
laopaiboon2015,pulmonology,-1.75514972361549,1.57261374512601,1995.0,0,none
laopaiboon2015,pulmonology,-0.480585738576272,1.24402266266269,1999.0,0,none
laopaiboon2015,pulmonology,0.139573707080485,0.529095308336117,1996.0,0,none
laopaiboon2015,pulmonology,2.22254238532051,0.804235582273547,2002.0,0,none
hahn2001,pediatrics,-0.292136422801161,0.766873678056066,,0,none
hahn2001,pediatrics,0.0,2.02684683883813,,0,none
hahn2001,pediatrics,-0.463535990237976,0.237044764668351,,0,none
hahn2001,pediatrics,-1.01526974299202,0.489744900315914,,0,none
hahn2001,pediatrics,0.182321556793955,0.646489534291715,,0,none
hahn2001,pediatrics,-2.13470422035489,1.07103516493889,,0,none
hahn2001,pediatrics,0.0,2.02210011841375,,0,none
hahn2001,pediatrics,-0.182321556793955,0.448904390171394,,0,none
hahn2001,pediatrics,-1.29098418131557,0.817523183673806,,0,none
hahn2001,pediatrics,-0.0938187552176544,2.01559857896223,,0,none
hahn2001,pediatrics,-0.86903784702361,1.66807219477485,,0,none
hahn2001,pediatrics,-0.336348543133518,0.254150110971793,,0,none
hackshaw1998,oncology,0.165514438477573,0.137028776120449,1981.0,0,none
hackshaw1998,oncology,0.371563556432483,0.181780193931539,1984.0,0,none
hackshaw1998,oncology,0.703097511413113,0.734980180237841,1988.0,0,none
hackshaw1998,oncology,0.182321556793955,0.176826509575534,1997.0,0,none
hackshaw1998,oncology,-0.287682072451781,0.282233332726684,1982.0,0,none
hackshaw1998,oncology,0.727548607277278,0.476781492583848,1983.0,0,none
hackshaw1998,oncology,0.756121979721334,0.298197187624197,1983.0,0,none
hackshaw1998,oncology,-0.22314355131421,0.438952848398414,1984.0,0,none
hackshaw1998,oncology,-0.23572233352107,0.58225110350998,1984.0,0,none
hackshaw1998,oncology,0.698134722070984,0.313155236965253,1985.0,0,none
hackshaw1998,oncology,0.207014169384326,0.213437458234338,1985.0,0,none
hackshaw1998,oncology,0.182321556793955,0.481404164545202,1985.0,0,none
hackshaw1998,oncology,0.418710334858185,0.282210775873717,1986.0,0,none
hackshaw1998,oncology,0.0295588022415444,0.466256393706904,1986.0,0,none
hackshaw1998,oncology,0.438254930931155,0.277413002648917,1987.0,0,none
hackshaw1998,oncology,0.0295588022415444,0.267398136728312,1987.0,0,none
hackshaw1998,oncology,0.85015092936961,0.54089349419797,1987.0,0,none
hackshaw1998,oncology,0.500775287912489,0.180104157169875,1987.0,0,none
hackshaw1998,oncology,0.173953307123438,0.190455629063185,1987.0,0,none
hackshaw1998,oncology,0.418710334858185,0.695594164597768,1987.0,0,none
hackshaw1998,oncology,0.770108221696074,0.351875264720103,1988.0,0,none
hackshaw1998,oncology,0.0769610411361284,0.266618063383033,1988.0,0,none
hackshaw1998,oncology,0.936093359170335,0.631027284159873,1988.0,0,none
hackshaw1998,oncology,0.482426149244293,0.299371214496224,1990.0,0,none
hackshaw1998,oncology,0.0582689081239758,0.183629758842489,1990.0,0,none
hackshaw1998,oncology,-0.23572233352107,0.127001932730924,1990.0,0,none
hackshaw1998,oncology,-0.301105092783922,0.424539130629453,1991.0,0,none
hackshaw1998,oncology,0.819779831493311,0.563158701312871,1991.0,0,none
hackshaw1998,oncology,-0.0304592074847086,0.112012700838018,1992.0,0,none
hackshaw1998,oncology,0.470003629245736,0.337188808163865,1992.0,0,none
hackshaw1998,oncology,0.173953307123438,0.298892590099799,1993.0,0,none
hackshaw1998,oncology,0.506817602368452,0.419506370382897,1993.0,0,none
hackshaw1998,oncology,0.231111720963387,0.100145131841384,1994.0,0,none
hackshaw1998,oncology,0.0953101798043249,0.293622812272116,1995.0,0,none
hackshaw1998,oncology,0.506817602368452,0.199687174209307,1995.0,0,none
hackshaw1998,oncology,0.148420005118273,0.190787199700686,1996.0,0,none
hackshaw1998,oncology,0.104360015324243,0.257719821942313,1996.0,0,none
aact_diabetesme_purines,clinical_medicine,1.4648744612427478,0.3402713615205757,2009.0,1,donor
aact_diabetesme_purines,clinical_medicine,1.0780693874367804,0.3668451495818325,2009.0,1,test
aact_diabetesme_purines,clinical_medicine,0.9270328284060572,0.2682602626238929,2010.0,1,test
aact_diabetesme_purines,clinical_medicine,1.0539635369992275,0.3059238677425737,2008.0,1,donor
aact_diabetesme_purines,clinical_medicine,-0.4246479275249383,0.1432040067578703,2008.0,1,donor
aact_diabetesme_purines,clinical_medicine,1.4019216170055897,0.4256832390853874,2010.0,1,test
