ma,specialty,y,within,within_sd,mu_cold,sd_cold,aact
aact_spondylart_secukinuma,clinical_medicine,0.7701082216960737,1.2492808448562074,0.5381687139328754,0.9225820597017803,0.7134489312469129,True
aact_spondylart_secukinuma,clinical_medicine,0.904218150639886,1.2506949232461366,0.5642267538279809,0.8378088396419285,0.7137998260011438,True
aact_spondylart_secukinuma,clinical_medicine,-0.5108256237659907,1.2374233647496133,0.44550099081809136,1.1302647490222242,0.7179953528660364,True
aact_spondylart_secukinuma,clinical_medicine,0.4885800148186709,1.243260540225701,0.5079524745020515,1.0335122414968931,0.7138925743265724,True
aact_spondylart_secukinuma,clinical_medicine,1.0681530811834012,1.196913607693331,0.5350699958754537,1.0800669073756188,0.7155964582887131,True
aact_carcinoma_antibodies,oncology,1.7404661748405046,0.22174746422176506,0.557314937808629,0.3167079264926525,0.7490897660581263,True
aact_carcinoma_antibodies,oncology,0.262364264467491,0.3583531000761094,0.6911837373160643,0.37718753215461426,0.7559722202487695,True
aact_carcinoma_antibodies,oncology,-0.2107210313156525,0.3930095213955011,0.6846859343346458,0.31331399021141376,0.7477484995657614,True
aact_carcinoma_antibodies,oncology,0.4382549309311553,0.3212281912516798,0.7932890006624392,0.25152128007327357,0.7499662075466155,True
aact_carcinoma_antibodies,oncology,0.2390169004704999,0.3657703171064363,0.7202997058012084,0.3047247797555805,0.7489250695999483,True
aact_carcinoma_antibodies,oncology,0.1484200051182732,0.3293084930900206,0.6887095232224526,0.3348261253275624,0.7478022739031944,True
aact_carcinoma_antibodies,oncology,-0.3566749439387324,0.48455656529251373,0.6570107221524856,0.2779149306076179,0.7480272217436996,True
aact_carcinoma_antibodies,oncology,0.009950330853168,0.405888125882371,0.720264324748438,0.2868403197124919,0.7485725116600924,True
aact_carcinoma_antibodies,oncology,1.8931119634883424,0.24861397409242664,0.5658884027004039,0.3297426001766333,0.7503807565533523,True
aact_diabetesme_insulin,clinical_medicine,-0.2107210313156525,0.16144999532727577,0.6833241903666463,0.9447505869281467,0.7553041314689309,True
