ma,family,specialty,yi,se,year
assink2016,SMD,psych_criminology,0.4549,0.16673332000533067,4.5
assink2016,SMD,psych_criminology,0.3161,0.13601470508735444,4.5
assink2016,SMD,psych_criminology,0.0826,0.18110770276274835,4.5
assink2016,SMD,psych_criminology,0.0221,0.24738633753705963,4.5
assink2016,SMD,psych_criminology,-0.0199,0.11269427669584645,4.5
assink2016,SMD,psych_criminology,2.358,0.35014282800023194,-6.5
assink2016,SMD,psych_criminology,2.358,0.35014282800023194,-6.5
assink2016,SMD,psych_criminology,2.3157,0.4915282290977803,-6.5
assink2016,SMD,psych_criminology,2.0765,0.290516780926679,-6.5
assink2016,SMD,psych_criminology,2.0034,0.2792848008753788,-6.5
assink2016,SMD,psych_criminology,1.7716,0.26888659319497504,-6.5
assink2016,SMD,psych_criminology,1.4918,0.26476404589747454,-6.5
assink2016,SMD,psych_criminology,1.4476,0.2054263858417414,-6.5
assink2016,SMD,psych_criminology,1.2897,0.25748786379167465,-6.5
assink2016,SMD,psych_criminology,1.2637,0.3057776970284131,-6.5
assink2016,SMD,psych_criminology,1.2423,0.1979898987322333,-6.5
assink2016,SMD,psych_criminology,1.1769,0.19672315572906002,-6.5
assink2016,SMD,psych_criminology,1.076,0.1977371993328519,-6.5
assink2016,SMD,psych_criminology,1.0653,0.19493588689617927,-6.5
assink2016,SMD,psych_criminology,1.0379,0.40632499307820086,-6.5
assink2016,SMD,psych_criminology,1.0101,0.2420743687382041,-6.5
assink2016,SMD,psych_criminology,1.0087,0.19646882704388502,-6.5
assink2016,SMD,psych_criminology,0.8765,0.2988310559496787,-6.5
assink2016,SMD,psych_criminology,0.8615,0.3988734135035826,-6.5
assink2016,SMD,psych_criminology,0.8531,0.18708286933869708,-6.5
assink2016,SMD,psych_criminology,0.6999,0.18788294228055935,-6.5
assink2016,SMD,psych_criminology,0.6947,0.18788294228055935,-6.5
assink2016,SMD,psych_criminology,0.2994,0.06403124237432849,4.5
assink2016,SMD,psych_criminology,0.2992,0.0648074069840786,4.5
assink2016,SMD,psych_criminology,0.2989,0.06403124237432849,4.5
assink2016,SMD,psych_criminology,0.291,0.0648074069840786,4.5
assink2016,SMD,psych_criminology,0.217,0.06403124237432849,4.5
assink2016,SMD,psych_criminology,0.3874,0.1174734012447073,-3.5
assink2016,SMD,psych_criminology,0.2178,0.11704699910719625,-3.5
assink2016,SMD,psych_criminology,0.4571,0.1,-1.5
assink2016,SMD,psych_criminology,0.1947,0.07681145747868608,-1.5
assink2016,SMD,psych_criminology,0.0239,0.05,-1.5
assink2016,SMD,psych_criminology,-0.0575,0.0565685424949238,-1.5
assink2016,SMD,psych_criminology,-0.119,0.28089143810376277,-1.5
assink2016,SMD,psych_criminology,-0.2945,0.13379088160259653,-1.5
assink2016,SMD,psych_criminology,0.713,0.3920459156782532,-13.5
assink2016,SMD,psych_criminology,0.399,0.4831148931672465,-13.5
assink2016,SMD,psych_criminology,-0.7645,0.40914545090957566,-13.5
assink2016,SMD,psych_criminology,0.7156,0.3023243291566195,2.5
assink2016,SMD,psych_criminology,0.7067,0.2958039891549808,2.5
assink2016,SMD,psych_criminology,0.6475,0.1816590212458495,2.5
assink2016,SMD,psych_criminology,0.6428,0.2934280150224242,2.5
assink2016,SMD,psych_criminology,0.6271,0.2,2.5
assink2016,SMD,psych_criminology,0.6238,0.260768096208106,2.5
assink2016,SMD,psych_criminology,0.6025,0.358747822293042,2.5
assink2016,SMD,psych_criminology,0.5763,0.18220867158288598,2.5
assink2016,SMD,psych_criminology,0.5171,0.22737634001804147,2.5
assink2016,SMD,psych_criminology,-0.3797,0.19748417658131498,2.5
assink2016,SMD,psych_criminology,-0.4228,0.25768197453450253,2.5
assink2016,SMD,psych_criminology,-0.4245,0.2844292530665578,2.5
assink2016,SMD,psych_criminology,-0.4671,0.25826343140289915,2.5
assink2016,SMD,psych_criminology,-0.523,0.31432467291003424,2.5
assink2016,SMD,psych_criminology,-0.5675,0.18439088914585774,2.5
assink2016,SMD,psych_criminology,-0.7586,0.20904544960366872,2.5
assink2016,SMD,psych_criminology,0.3453,0.18439088914585774,5.5
assink2016,SMD,psych_criminology,0.1221,0.12569805089976535,5.5
assink2016,SMD,psych_criminology,0.0906,0.10344080432788601,5.5
assink2016,SMD,psych_criminology,0.004,0.14422205101855956,5.5
assink2016,SMD,psych_criminology,-0.0207,0.11090536506409417,5.5
assink2016,SMD,psych_criminology,-0.066,0.1,5.5
kalaian1996,SMD,education,0.22,0.28583211855912904,1980.0
kalaian1996,SMD,education,0.09,0.22516660498395405,1980.0
kalaian1996,SMD,education,0.14,0.3232645975048923,1980.0
kalaian1996,SMD,education,0.14,0.2102379604162864,1980.0
kalaian1996,SMD,education,-0.01,0.23130067012440755,1980.0
kalaian1996,SMD,education,0.14,0.23600847442411893,1980.0
kalaian1996,SMD,education,0.18,0.2368543856465402,1980.0
kalaian1996,SMD,education,0.01,0.3392639090737475,1980.0
kalaian1996,SMD,education,0.13,0.12124355652982141,1973.0
kalaian1996,SMD,education,0.12,0.12124355652982141,1973.0
kalaian1996,SMD,education,0.25,0.147648230602334,1973.0
kalaian1996,SMD,education,0.06,0.14696938456699069,1973.0
kalaian1996,SMD,education,0.31,0.14866068747318506,1973.0
kalaian1996,SMD,education,0.09,0.14798648586948743,1973.0
kalaian1996,SMD,education,0.0,0.38522720568516444,1986.0
kalaian1996,SMD,education,0.07,0.38522720568516444,1986.0
kalaian1996,SMD,education,0.01,0.22427661492005804,1966.0
kalaian1996,SMD,education,0.67,0.3695943722515266,1966.0
kalaian1996,SMD,education,-0.38,0.3950949253027682,1966.0
kalaian1996,SMD,education,-0.24,0.36633318168028406,1966.0
kalaian1996,SMD,education,0.29,0.24899799195977465,1966.0
kalaian1996,SMD,education,0.26,0.25865034312755125,1966.0
kalaian1996,SMD,education,-0.41,0.3676955262170047,1966.0
kalaian1996,SMD,education,0.08,0.36013886210738216,1966.0
kalaian1996,SMD,education,0.3,0.27055498516937365,1966.0
kalaian1996,SMD,education,-0.53,0.38496753109840315,1966.0
kalaian1996,SMD,education,0.13,0.3687817782917155,1966.0
kalaian1996,SMD,education,0.26,0.3666060555964672,1966.0
kalaian1996,SMD,education,0.47,0.3609709129556009,1966.0
kalaian1996,SMD,education,0.13,0.34871191548325386,1988.0
kalaian1996,SMD,education,0.48,0.35327043465311386,1988.0
kalaian1996,SMD,education,0.5,0.2872281323269014,1986.0
kalaian1996,SMD,education,0.74,0.2924038303442689,1986.0
kalaian1996,SMD,education,-0.23,0.5016971197844372,1987.0
kalaian1996,SMD,education,0.33,0.5033885179461288,1987.0
kalaian1996,SMD,education,0.13,0.3054504869860253,1985.0
kalaian1996,SMD,education,0.13,0.3054504869860253,1985.0
kalaian1996,SMD,education,0.13,0.21095023109728986,1960.0
kalaian1996,SMD,education,0.34,0.21236760581595301,1960.0
kalaian1996,SMD,education,0.06,0.22956480566497992,1979.0
kalaian1996,SMD,education,0.09,0.19621416870348585,1962.0
kalaian1996,SMD,education,-0.11,0.20024984394500786,1962.0
kalaian1996,SMD,education,-0.1,0.32649655434629016,1988.0
kalaian1996,SMD,education,-0.08,0.3263433774416144,1988.0
kalaian1996,SMD,education,-0.14,0.31733263305244863,1988.0
kalaian1996,SMD,education,-0.29,0.31859064644147983,1988.0
kalaian1996,SMD,education,-0.16,0.33045423283716613,1988.0
kalaian1996,SMD,education,-0.34,0.332264954516723,1988.0
kalaian1996,SMD,education,-0.07,0.33,1988.0
kalaian1996,SMD,education,-0.06,0.33,1988.0
kalaian1996,SMD,education,-0.02,0.13638181696985854,1958.0
kalaian1996,SMD,education,0.21,0.13638181696985854,1958.0
kalaian1996,SMD,education,0.06,0.09797958971132711,1953.0
kalaian1996,SMD,education,0.17,0.09848857801796104,1953.0
kalaian1996,SMD,education,0.06,0.12409673645990857,1955.0
kalaian1996,SMD,education,0.2,0.11224972160321824,1955.0
kalaian1996,SMD,education,0.15,0.0818535277187245,1978.0
kalaian1996,SMD,education,0.03,0.0818535277187245,1978.0
kalaian1996,SMD,education,0.17,0.3207802986469088,1976.0
kalaian1996,SMD,education,-0.19,0.3207802986469088,1976.0
kalaian1996,SMD,education,0.02,0.19621416870348585,1961.0
kalaian1996,SMD,education,0.1,0.19646882704388502,1961.0
kalaian1996,SMD,education,-0.04,0.17888543819998318,1987.0
kalaian1996,SMD,education,0.6,0.1824828759089466,1987.0
kalaian1996,SMD,education,0.4,0.41218927691049895,1992.0
kalaian1996,SMD,education,0.54,0.2823118842698621,1988.0
kalaian1996,SMD,education,0.57,0.282842712474619,1988.0
konstantopoulos2011,SMD,education,-0.18,0.34351128074635334,1976.0
konstantopoulos2011,SMD,education,-0.22,0.34351128074635334,1976.0
konstantopoulos2011,SMD,education,0.23,0.3794733192202055,1976.0
konstantopoulos2011,SMD,education,-0.3,0.3794733192202055,1976.0
konstantopoulos2011,SMD,education,0.13,0.11832159566199232,1989.0
konstantopoulos2011,SMD,education,-0.26,0.11832159566199232,1989.0
konstantopoulos2011,SMD,education,0.19,0.1224744871391589,1989.0
konstantopoulos2011,SMD,education,0.32,0.15491933384829668,1989.0
konstantopoulos2011,SMD,education,0.45,0.15165750888103102,1994.0
konstantopoulos2011,SMD,education,0.38,0.2073644135332772,1994.0
konstantopoulos2011,SMD,education,0.29,0.10954451150103323,1994.0
konstantopoulos2011,SMD,education,0.16,0.1414213562373095,1976.0
konstantopoulos2011,SMD,education,0.65,0.06324555320336758,1976.0
konstantopoulos2011,SMD,education,0.36,0.06324555320336758,1976.0
konstantopoulos2011,SMD,education,0.6,0.08366600265340755,1976.0
konstantopoulos2011,SMD,education,0.08,0.13784048752090222,1997.0
konstantopoulos2011,SMD,education,0.04,0.08366600265340755,1997.0
konstantopoulos2011,SMD,education,0.19,0.07071067811865475,1997.0
konstantopoulos2011,SMD,education,-0.06,0.06324555320336758,1997.0
konstantopoulos2011,SMD,education,-0.18,0.1414213562373095,1976.0
konstantopoulos2011,SMD,education,0.0,0.1341640786499874,1976.0
konstantopoulos2011,SMD,education,0.0,0.13784048752090222,1976.0
konstantopoulos2011,SMD,education,-0.28,0.14832396974191325,1976.0
konstantopoulos2011,SMD,education,-0.04,0.1414213562373095,1976.0
konstantopoulos2011,SMD,education,-0.3,0.14491376746189438,1976.0
konstantopoulos2011,SMD,education,0.07,0.07745966692414834,1976.0
konstantopoulos2011,SMD,education,0.0,0.08366600265340755,1976.0
konstantopoulos2011,SMD,education,0.05,0.08366600265340755,1976.0
konstantopoulos2011,SMD,education,-0.08,0.08366600265340755,1976.0
konstantopoulos2011,SMD,education,-0.09,0.08366600265340755,1976.0
konstantopoulos2011,SMD,education,0.3,0.1224744871391589,1997.0
konstantopoulos2011,SMD,education,0.98,0.10488088481701516,1997.0
konstantopoulos2011,SMD,education,1.19,0.1,1997.0
konstantopoulos2011,SMD,education,-0.07,0.03162277660168379,1997.0
konstantopoulos2011,SMD,education,-0.05,0.03162277660168379,1997.0
konstantopoulos2011,SMD,education,-0.01,0.03162277660168379,1997.0
konstantopoulos2011,SMD,education,0.02,0.03162277660168379,1997.0
konstantopoulos2011,SMD,education,-0.03,0.03162277660168379,1997.0
konstantopoulos2011,SMD,education,0.0,0.03162277660168379,1997.0
konstantopoulos2011,SMD,education,0.01,0.03162277660168379,1997.0
konstantopoulos2011,SMD,education,-0.1,0.03162277660168379,1997.0
konstantopoulos2011,SMD,education,0.5,0.1,2000.0
konstantopoulos2011,SMD,education,0.66,0.10488088481701516,2000.0
konstantopoulos2011,SMD,education,0.2,0.1,2000.0
konstantopoulos2011,SMD,education,0.0,0.09486832980505137,2000.0
konstantopoulos2011,SMD,education,0.05,0.11401754250991379,2000.0
konstantopoulos2011,SMD,education,0.07,0.11401754250991379,2000.0
konstantopoulos2011,SMD,education,-0.52,0.17606816861659008,2000.0
konstantopoulos2011,SMD,education,0.7,0.17606816861659008,2000.0
konstantopoulos2011,SMD,education,-0.03,0.17320508075688773,2000.0
konstantopoulos2011,SMD,education,0.27,0.17320508075688773,2000.0
konstantopoulos2011,SMD,education,-0.34,0.17320508075688773,2000.0
konstantopoulos2011,SMD,education,0.12,0.2949576240750525,1995.0
konstantopoulos2011,SMD,education,0.61,0.2863564212655271,1995.0
konstantopoulos2011,SMD,education,0.04,0.2588435821108957,1994.0
konstantopoulos2011,SMD,education,-0.05,0.2588435821108957,1994.0
raudenbush1985,SMD,education,0.03,0.12489995996796796,1974.0
raudenbush1985,SMD,education,0.12,0.14696938456699069,1968.0
raudenbush1985,SMD,education,-0.14,0.16703293088490065,1971.0
raudenbush1985,SMD,education,1.18,0.3729611239794303,1972.0
raudenbush1985,SMD,education,0.26,0.36905284174491865,1972.0
raudenbush1985,SMD,education,-0.06,0.10295630140987,1969.0
raudenbush1985,SMD,education,-0.02,0.10295630140987,1971.0
raudenbush1985,SMD,education,-0.32,0.22,1969.0
raudenbush1985,SMD,education,0.27,0.16401219466856726,1969.0
raudenbush1985,SMD,education,0.8,0.25099800796022265,1970.0
raudenbush1985,SMD,education,0.54,0.30199337741083,1970.0
raudenbush1985,SMD,education,0.18,0.22293496809607954,1966.0
raudenbush1985,SMD,education,-0.02,0.2889636655359978,1970.0
raudenbush1985,SMD,education,0.23,0.29,1970.0
raudenbush1985,SMD,education,-0.18,0.15905973720586866,1972.0
raudenbush1985,SMD,education,-0.06,0.16703293088490065,1970.0
raudenbush1985,SMD,education,0.3,0.13892443989449804,1968.0
raudenbush1985,SMD,education,0.07,0.0938083151964686,1971.0
raudenbush1985,SMD,education,-0.07,0.17406895185529211,1970.0
bangertdrowns2004,SMD,education,0.65,0.2645751311064591,1992.0
bangertdrowns2004,SMD,education,-0.75,0.35496478698597694,1993.0
bangertdrowns2004,SMD,education,-0.21,0.20493901531919198,1990.0
bangertdrowns2004,SMD,education,-0.04,0.13784048752090222,1994.0
bangertdrowns2004,SMD,education,0.23,0.14832396974191325,1992.0
bangertdrowns2004,SMD,education,0.03,0.09486832980505137,1996.0
bangertdrowns2004,SMD,education,0.26,0.3255764119219941,1985.0
bangertdrowns2004,SMD,education,0.06,0.08366600265340755,1994.0
bangertdrowns2004,SMD,education,0.06,0.2,1986.0
bangertdrowns2004,SMD,education,0.12,0.22803508501982758,1990.0
bangertdrowns2004,SMD,education,0.77,0.32710854467592254,1996.0
bangertdrowns2004,SMD,education,0.0,0.14491376746189438,1994.0
bangertdrowns2004,SMD,education,0.52,0.19235384061671346,1994.0
bangertdrowns2004,SMD,education,0.54,0.28809720581775866,1989.0
bangertdrowns2004,SMD,education,0.2,0.29325756597230357,1996.0
bangertdrowns2004,SMD,education,0.2,0.30166206257996714,1998.0
bangertdrowns2004,SMD,education,-0.16,0.408656334834051,1991.0
bangertdrowns2004,SMD,education,0.42,0.22803508501982758,1992.0
bangertdrowns2004,SMD,education,0.6,0.30166206257996714,1992.0
bangertdrowns2004,SMD,education,0.51,0.25495097567963926,1985.0
bangertdrowns2004,SMD,education,0.58,0.2701851217221259,1992.0
bangertdrowns2004,SMD,education,0.54,0.2469817807045694,1991.0
bangertdrowns2004,SMD,education,0.09,0.31622776601683794,1998.0
bangertdrowns2004,SMD,education,0.37,0.2449489742783178,1993.0
bangertdrowns2004,SMD,education,-0.01,0.28809720581775866,1990.0
bangertdrowns2004,SMD,education,-0.13,0.19235384061671346,1987.0
bangertdrowns2004,SMD,education,0.18,0.26267851073127396,1987.0
bangertdrowns2004,SMD,education,0.27,0.1341640786499874,1993.0
bangertdrowns2004,SMD,education,-0.02,0.09486832980505137,1980.0
bangertdrowns2004,SMD,education,0.33,0.23021728866442676,1993.0
bangertdrowns2004,SMD,education,0.59,0.130384048104053,1994.0
bangertdrowns2004,SMD,education,0.84,0.3346640106136302,1994.0
bangertdrowns2004,SMD,education,-0.32,0.2449489742783178,1991.0
bangertdrowns2004,SMD,education,0.12,0.20976176963403032,1997.0
bangertdrowns2004,SMD,education,1.12,0.35916569992135944,1995.0
bangertdrowns2004,SMD,education,-0.12,0.15165750888103102,1991.0
bangertdrowns2004,SMD,education,-0.44,0.4527692569068708,1996.0
bangertdrowns2004,SMD,education,-0.07,0.1816590212458495,1996.0
bangertdrowns2004,SMD,education,0.7,0.51478150704935,1994.0
bangertdrowns2004,SMD,education,0.49,0.19748417658131498,1987.0
bangertdrowns2004,SMD,education,0.2,0.14491376746189438,1992.0
bangertdrowns2004,SMD,education,0.58,0.2588435821108957,1992.0
bangertdrowns2004,SMD,education,0.15,0.11832159566199232,1926.0
bangertdrowns2004,SMD,education,0.63,0.40987803063838396,1980.0
bangertdrowns2004,SMD,education,0.04,0.12649110640673517,1986.0
bangertdrowns2004,SMD,education,1.46,0.31464265445104544,1988.0
bangertdrowns2004,SMD,education,0.04,0.2949576240750525,1988.0
bangertdrowns2004,SMD,education,0.25,0.2683281572999748,1989.0
tannersmith2016,SMD,clinical_behavioral,-0.06,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,-0.05,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,-0.05,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,-0.05,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,-0.01,0.07745966692414834,
tannersmith2016,SMD,clinical_behavioral,0.03,0.07745966692414834,
tannersmith2016,SMD,clinical_behavioral,0.1,0.07745966692414834,
tannersmith2016,SMD,clinical_behavioral,0.141,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.11,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.213,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.245,0.07745966692414834,
tannersmith2016,SMD,clinical_behavioral,0.299,0.07745966692414834,
tannersmith2016,SMD,clinical_behavioral,0.266,0.07745966692414834,
tannersmith2016,SMD,clinical_behavioral,0.141,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.182,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.03,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.117,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.048,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.189,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.032,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.246,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.125,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.065,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.068,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,-0.003,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.377,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.121,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,-0.006,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.13,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,-0.007,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.016,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.279,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.036,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.026,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.14,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.176,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.175,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.214,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.144,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.068,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.201,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.163,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.208,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.194,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.107,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.28,0.08366600265340755,
tannersmith2016,SMD,clinical_behavioral,0.149,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.198,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.231,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.189,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.216,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.327,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.221,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.122,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.076,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.137,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.182,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.205,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.12,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.174,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.033,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,-0.006,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.153,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,-0.002,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.119,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.053,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.068,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.141,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.135,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.17,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.014,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.029,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,-0.119,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.139,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,-0.049,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.083,0.08944271909999159,
tannersmith2016,SMD,clinical_behavioral,0.098,0.11832159566199232,
tannersmith2016,SMD,clinical_behavioral,0.078,0.11832159566199232,
tannersmith2016,SMD,clinical_behavioral,-0.117,0.11832159566199232,
tannersmith2016,SMD,clinical_behavioral,0.122,0.11832159566199232,
tannersmith2016,SMD,clinical_behavioral,-0.097,0.11832159566199232,
tannersmith2016,SMD,clinical_behavioral,-0.131,0.11832159566199232,
tannersmith2016,SMD,clinical_behavioral,-0.078,0.11832159566199232,
tannersmith2016,SMD,clinical_behavioral,-0.09,0.11832159566199232,
tannersmith2016,SMD,clinical_behavioral,-0.022,0.11832159566199232,
tannersmith2016,SMD,clinical_behavioral,0.0,0.044721359549995794,
tannersmith2016,SMD,clinical_behavioral,0.0,0.044721359549995794,
tannersmith2016,SMD,clinical_behavioral,0.152,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.151,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.09,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.141,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.077,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.06,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.09,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.191,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.213,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.09,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.151,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.077,0.03162277660168379,
tannersmith2016,SMD,clinical_behavioral,0.01,0.07071067811865475,
tannersmith2016,SMD,clinical_behavioral,0.03,0.07071067811865475,
tannersmith2016,SMD,clinical_behavioral,0.251,0.06324555320336758,
tannersmith2016,SMD,clinical_behavioral,0.09,0.07071067811865475,
tannersmith2016,SMD,clinical_behavioral,0.161,0.07071067811865475,
tannersmith2016,SMD,clinical_behavioral,0.213,0.07071067811865475,
tannersmith2016,SMD,clinical_behavioral,0.363,0.06324555320336758,
tannersmith2016,SMD,clinical_behavioral,0.121,0.07071067811865475,
tannersmith2016,SMD,clinical_behavioral,0.383,0.06324555320336758,
tannersmith2016,SMD,clinical_behavioral,0.06,0.07071067811865475,
tannersmith2016,SMD,clinical_behavioral,0.07,0.07071067811865475,
tannersmith2016,SMD,clinical_behavioral,0.514,0.06324555320336758,
tannersmith2016,SMD,clinical_behavioral,0.234,0.07071067811865475,
tannersmith2016,SMD,clinical_behavioral,0.161,0.07071067811865475,
normand1999,SMD,clinical_medicine,-0.3551697577480042,0.11430081222339233,
normand1999,SMD,clinical_medicine,-0.34794301670862476,0.25390725203151426,
normand1999,SMD,clinical_medicine,-2.317572689223328,0.21403776839538244,
normand1999,SMD,clinical_medicine,-1.8880355422451065,0.4007749127347054,
normand1999,SMD,clinical_medicine,-0.384,0.45324820359923557,
normand1999,SMD,clinical_medicine,0.17214914553711952,0.19212123972343567,
normand1999,SMD,clinical_medicine,0.2720541325192515,0.24549365408424526,
normand1999,SMD,clinical_medicine,-0.42459642939157743,0.12191406255050095,
normand1999,SMD,clinical_medicine,0.28955698810118097,0.19045140093416255,
