rep,method,spearman,top1_correct
0,common_DL,0.942857142857143,1
0,comp_specific,1.0,1
0,adaptshrink,0.942857142857143,1
0,adaptshrink_auto,1.0,1
1,common_DL,1.0,1
1,comp_specific,1.0,1
1,adaptshrink,1.0,1
1,adaptshrink_auto,1.0,1
2,common_DL,1.0,1
2,comp_specific,1.0,1
2,adaptshrink,1.0,1
2,adaptshrink_auto,1.0,1
3,common_DL,0.942857142857143,1
3,comp_specific,0.942857142857143,1
3,adaptshrink,0.942857142857143,1
3,adaptshrink_auto,0.942857142857143,1
4,common_DL,1.0,1
4,comp_specific,0.942857142857143,1
4,adaptshrink,0.942857142857143,1
4,adaptshrink_auto,0.942857142857143,1
5,common_DL,0.942857142857143,1
5,comp_specific,0.942857142857143,1
5,adaptshrink,0.942857142857143,1
5,adaptshrink_auto,0.942857142857143,1
6,common_DL,0.942857142857143,1
6,comp_specific,0.942857142857143,1
6,adaptshrink,0.942857142857143,1
6,adaptshrink_auto,0.942857142857143,1
7,common_DL,0.942857142857143,1
7,comp_specific,0.942857142857143,1
7,adaptshrink,0.942857142857143,1
7,adaptshrink_auto,0.942857142857143,1
8,common_DL,0.942857142857143,1
8,comp_specific,0.942857142857143,1
8,adaptshrink,0.942857142857143,1
8,adaptshrink_auto,0.942857142857143,1
9,common_DL,0.942857142857143,1
9,comp_specific,0.8285714285714287,1
9,adaptshrink,0.942857142857143,1
9,adaptshrink_auto,0.7714285714285715,0
10,common_DL,0.8857142857142858,1
10,comp_specific,0.8857142857142858,1
10,adaptshrink,0.8857142857142858,1
10,adaptshrink_auto,0.942857142857143,1
11,common_DL,0.942857142857143,1
11,comp_specific,0.942857142857143,1
11,adaptshrink,0.942857142857143,1
11,adaptshrink_auto,0.942857142857143,1
12,common_DL,0.6571428571428573,0
12,comp_specific,0.6571428571428573,0
12,adaptshrink,0.6571428571428573,0
12,adaptshrink_auto,0.6571428571428573,0
13,common_DL,0.942857142857143,1
13,comp_specific,0.942857142857143,1
13,adaptshrink,0.942857142857143,1
13,adaptshrink_auto,0.942857142857143,1
14,common_DL,0.8285714285714287,1
14,comp_specific,0.8285714285714287,1
14,adaptshrink,0.8285714285714287,1
14,adaptshrink_auto,0.8285714285714287,1
15,common_DL,0.942857142857143,1
15,comp_specific,0.942857142857143,1
15,adaptshrink,0.942857142857143,1
15,adaptshrink_auto,0.942857142857143,1
16,common_DL,0.942857142857143,1
16,comp_specific,0.942857142857143,1
16,adaptshrink,0.942857142857143,1
16,adaptshrink_auto,0.942857142857143,1
17,common_DL,1.0,1
17,comp_specific,1.0,1
17,adaptshrink,1.0,1
17,adaptshrink_auto,1.0,1
18,common_DL,0.942857142857143,1
18,comp_specific,0.942857142857143,1
18,adaptshrink,0.942857142857143,1
18,adaptshrink_auto,0.942857142857143,1
19,common_DL,0.6571428571428573,1
19,comp_specific,0.6571428571428573,1
19,adaptshrink,0.6571428571428573,1
19,adaptshrink_auto,0.8285714285714287,1
20,common_DL,0.8857142857142858,1
20,comp_specific,0.8857142857142858,1
20,adaptshrink,0.8857142857142858,1
20,adaptshrink_auto,0.8857142857142858,1
21,common_DL,1.0,1
21,comp_specific,1.0,1
21,adaptshrink,1.0,1
21,adaptshrink_auto,1.0,1
22,common_DL,0.942857142857143,1
22,comp_specific,0.8857142857142858,1
22,adaptshrink,0.8857142857142858,1
22,adaptshrink_auto,0.8857142857142858,1
23,common_DL,0.942857142857143,1
23,comp_specific,0.942857142857143,1
23,adaptshrink,0.942857142857143,1
23,adaptshrink_auto,0.942857142857143,1
24,common_DL,0.942857142857143,1
24,comp_specific,0.942857142857143,1
24,adaptshrink,0.942857142857143,1
24,adaptshrink_auto,0.942857142857143,1
25,common_DL,0.942857142857143,0
25,comp_specific,0.942857142857143,0
25,adaptshrink,0.942857142857143,0
25,adaptshrink_auto,0.942857142857143,0
26,common_DL,1.0,1
26,comp_specific,1.0,1
26,adaptshrink,1.0,1
26,adaptshrink_auto,1.0,1
27,common_DL,0.942857142857143,1
27,comp_specific,0.942857142857143,1
27,adaptshrink,0.942857142857143,1
27,adaptshrink_auto,1.0,1
28,common_DL,0.942857142857143,0
28,comp_specific,0.942857142857143,0
28,adaptshrink,0.942857142857143,0
28,adaptshrink_auto,0.942857142857143,0
29,common_DL,0.942857142857143,1
29,comp_specific,0.942857142857143,1
29,adaptshrink,0.942857142857143,1
29,adaptshrink_auto,0.942857142857143,1
30,common_DL,0.8857142857142858,1
30,comp_specific,0.8857142857142858,1
30,adaptshrink,0.8857142857142858,1
30,adaptshrink_auto,0.7714285714285715,1
31,common_DL,1.0,1
31,comp_specific,1.0,1
31,adaptshrink,1.0,1
31,adaptshrink_auto,1.0,1
32,common_DL,1.0,1
32,comp_specific,1.0,1
32,adaptshrink,1.0,1
32,adaptshrink_auto,1.0,1
33,common_DL,1.0,1
33,comp_specific,1.0,1
33,adaptshrink,1.0,1
33,adaptshrink_auto,1.0,1
34,common_DL,0.8285714285714287,1
34,comp_specific,0.942857142857143,1
34,adaptshrink,0.8285714285714287,1
34,adaptshrink_auto,0.8285714285714287,1
35,common_DL,0.942857142857143,1
35,comp_specific,0.942857142857143,1
35,adaptshrink,0.942857142857143,1
35,adaptshrink_auto,0.942857142857143,1
36,common_DL,0.942857142857143,0
36,comp_specific,0.942857142857143,0
36,adaptshrink,0.942857142857143,0
36,adaptshrink_auto,0.942857142857143,0
37,common_DL,0.942857142857143,1
37,comp_specific,0.942857142857143,1
37,adaptshrink,0.942857142857143,1
37,adaptshrink_auto,0.8285714285714287,1
38,common_DL,1.0,1
38,comp_specific,1.0,1
38,adaptshrink,1.0,1
38,adaptshrink_auto,1.0,1
39,common_DL,0.942857142857143,1
39,comp_specific,0.942857142857143,1
39,adaptshrink,0.942857142857143,1
39,adaptshrink_auto,0.942857142857143,1
40,common_DL,0.942857142857143,1
40,comp_specific,0.942857142857143,1
40,adaptshrink,0.942857142857143,1
40,adaptshrink_auto,0.942857142857143,1
41,common_DL,1.0,1
41,comp_specific,0.942857142857143,0
41,adaptshrink,1.0,1
41,adaptshrink_auto,1.0,1
42,common_DL,1.0,1
42,comp_specific,1.0,1
42,adaptshrink,1.0,1
42,adaptshrink_auto,1.0,1
43,common_DL,1.0,1
43,comp_specific,1.0,1
43,adaptshrink,1.0,1
43,adaptshrink_auto,1.0,1
44,common_DL,1.0,1
44,comp_specific,1.0,1
44,adaptshrink,1.0,1
44,adaptshrink_auto,1.0,1
45,common_DL,0.942857142857143,1
45,comp_specific,0.942857142857143,1
45,adaptshrink,0.942857142857143,1
45,adaptshrink_auto,0.942857142857143,1
46,common_DL,1.0,1
46,comp_specific,0.942857142857143,1
46,adaptshrink,1.0,1
46,adaptshrink_auto,0.942857142857143,1
47,common_DL,0.7714285714285715,1
47,comp_specific,0.7714285714285715,1
47,adaptshrink,0.7714285714285715,1
47,adaptshrink_auto,0.7714285714285715,1
48,common_DL,0.8285714285714287,0
48,comp_specific,0.8285714285714287,0
48,adaptshrink,0.8285714285714287,0
48,adaptshrink_auto,0.8857142857142858,0
49,common_DL,1.0,1
49,comp_specific,1.0,1
49,adaptshrink,1.0,1
49,adaptshrink_auto,1.0,1
50,common_DL,1.0,1
50,comp_specific,1.0,1
50,adaptshrink,1.0,1
50,adaptshrink_auto,1.0,1
51,common_DL,0.942857142857143,1
51,comp_specific,0.942857142857143,1
51,adaptshrink,0.942857142857143,1
51,adaptshrink_auto,0.942857142857143,1
52,common_DL,0.7714285714285715,1
52,comp_specific,0.7714285714285715,1
52,adaptshrink,0.7714285714285715,1
52,adaptshrink_auto,0.7714285714285715,1
53,common_DL,0.8285714285714287,1
53,comp_specific,0.8285714285714287,1
53,adaptshrink,0.8285714285714287,1
53,adaptshrink_auto,0.8285714285714287,1
54,common_DL,0.942857142857143,1
54,comp_specific,0.942857142857143,1
54,adaptshrink,0.942857142857143,1
54,adaptshrink_auto,0.942857142857143,1
55,common_DL,0.942857142857143,1
55,comp_specific,0.942857142857143,1
55,adaptshrink,0.942857142857143,1
55,adaptshrink_auto,0.942857142857143,1
56,common_DL,1.0,1
56,comp_specific,1.0,1
56,adaptshrink,1.0,1
56,adaptshrink_auto,0.942857142857143,1
57,common_DL,1.0,1
57,comp_specific,1.0,1
57,adaptshrink,1.0,1
57,adaptshrink_auto,1.0,1
58,common_DL,1.0,1
58,comp_specific,1.0,1
58,adaptshrink,1.0,1
58,adaptshrink_auto,1.0,1
59,common_DL,1.0,1
59,comp_specific,1.0,1
59,adaptshrink,1.0,1
59,adaptshrink_auto,1.0,1
60,common_DL,0.942857142857143,1
60,comp_specific,0.942857142857143,1
60,adaptshrink,0.942857142857143,1
60,adaptshrink_auto,1.0,1
61,common_DL,1.0,1
61,comp_specific,1.0,1
61,adaptshrink,1.0,1
61,adaptshrink_auto,1.0,1
62,common_DL,0.8857142857142858,1
62,comp_specific,0.8857142857142858,1
62,adaptshrink,0.8857142857142858,1
62,adaptshrink_auto,0.942857142857143,1
63,common_DL,0.942857142857143,1
63,comp_specific,1.0,1
63,adaptshrink,0.942857142857143,1
63,adaptshrink_auto,0.8857142857142858,1
64,common_DL,1.0,1
64,comp_specific,0.942857142857143,1
64,adaptshrink,1.0,1
64,adaptshrink_auto,1.0,1
65,common_DL,0.8285714285714287,1
65,comp_specific,0.8285714285714287,1
65,adaptshrink,0.8285714285714287,1
65,adaptshrink_auto,0.8285714285714287,1
66,common_DL,0.8285714285714287,1
66,comp_specific,0.8285714285714287,1
66,adaptshrink,0.8285714285714287,1
66,adaptshrink_auto,0.8285714285714287,1
67,common_DL,0.6571428571428573,1
67,comp_specific,0.3714285714285715,1
67,adaptshrink,0.4285714285714286,1
67,adaptshrink_auto,0.8285714285714287,1
68,common_DL,1.0,1
68,comp_specific,1.0,1
68,adaptshrink,1.0,1
68,adaptshrink_auto,1.0,1
69,common_DL,0.8857142857142858,1
69,comp_specific,0.7714285714285715,0
69,adaptshrink,0.7714285714285715,0
69,adaptshrink_auto,1.0,1
70,common_DL,1.0,1
70,comp_specific,1.0,1
70,adaptshrink,1.0,1
70,adaptshrink_auto,1.0,1
71,common_DL,1.0,1
71,comp_specific,0.942857142857143,0
71,adaptshrink,0.942857142857143,0
71,adaptshrink_auto,0.942857142857143,0
72,common_DL,0.942857142857143,1
72,comp_specific,1.0,1
72,adaptshrink,0.942857142857143,1
72,adaptshrink_auto,1.0,1
73,common_DL,0.8857142857142858,0
73,comp_specific,0.942857142857143,0
73,adaptshrink,0.8857142857142858,0
73,adaptshrink_auto,0.8857142857142858,0
74,common_DL,0.942857142857143,1
74,comp_specific,0.942857142857143,1
74,adaptshrink,0.942857142857143,1
74,adaptshrink_auto,0.942857142857143,1
75,common_DL,0.942857142857143,1
75,comp_specific,0.942857142857143,1
75,adaptshrink,0.942857142857143,1
75,adaptshrink_auto,1.0,1
76,common_DL,1.0,1
76,comp_specific,0.942857142857143,1
76,adaptshrink,1.0,1
76,adaptshrink_auto,0.942857142857143,1
77,common_DL,0.8285714285714287,1
77,comp_specific,0.8285714285714287,1
77,adaptshrink,0.8285714285714287,1
77,adaptshrink_auto,0.8285714285714287,1
78,common_DL,0.942857142857143,1
78,comp_specific,0.942857142857143,1
78,adaptshrink,0.942857142857143,1
78,adaptshrink_auto,0.942857142857143,1
79,common_DL,0.8857142857142858,1
79,comp_specific,0.8857142857142858,1
79,adaptshrink,0.8857142857142858,1
79,adaptshrink_auto,0.8857142857142858,1
80,common_DL,0.942857142857143,1
80,comp_specific,0.942857142857143,1
80,adaptshrink,0.942857142857143,1
80,adaptshrink_auto,0.942857142857143,1
81,common_DL,0.942857142857143,1
81,comp_specific,0.942857142857143,1
81,adaptshrink,0.942857142857143,1
81,adaptshrink_auto,0.942857142857143,1
82,common_DL,0.942857142857143,1
82,comp_specific,1.0,1
82,adaptshrink,0.942857142857143,1
82,adaptshrink_auto,0.942857142857143,1
83,common_DL,0.942857142857143,1
83,comp_specific,0.942857142857143,1
83,adaptshrink,0.942857142857143,1
83,adaptshrink_auto,0.942857142857143,0
84,common_DL,0.8285714285714287,1
84,comp_specific,0.8285714285714287,1
84,adaptshrink,0.8285714285714287,1
84,adaptshrink_auto,0.8285714285714287,1
85,common_DL,0.8857142857142858,1
85,comp_specific,0.8857142857142858,1
85,adaptshrink,0.8857142857142858,1
85,adaptshrink_auto,0.8857142857142858,1
86,common_DL,1.0,1
86,comp_specific,1.0,1
86,adaptshrink,1.0,1
