rep,method,contrast,d_hat,ci_low,ci_high,d_true
0,common_DL,1,-0.6572231526792666,-0.9553845584701693,-0.3590617468883638,-0.47984419726469013
0,common_DL,2,-1.0802370918017714,-1.4688006681270012,-0.6916735154765418,-0.7385648344140212
0,common_DL,3,0.3572720617851326,-0.1498389227117023,0.8643830462819675,0.5430229466666565
0,common_DL,4,-0.4366057346982879,-0.9663194212816302,0.09310795188505439,-0.26100773826068624
0,common_DL,5,-0.7409859359466511,-1.2946376024558197,-0.18733426943748244,-0.5842538586727175
0,comp_specific,1,-0.637353669719902,-0.8563937862121924,-0.4183135532276117,-0.47984419726469013
0,comp_specific,2,-1.0541986666564878,-1.3808869397364603,-0.7275103935765153,-0.7385648344140212
0,comp_specific,3,0.29953916758101873,-0.3374504391879245,0.936528774349962,0.5430229466666565
0,comp_specific,4,-0.49117564707184114,-1.1306797023757165,0.14832840823203408,-0.26100773826068624
0,comp_specific,5,-0.7776995764338257,-1.4158415394579715,-0.13955761340967976,-0.5842538586727175
0,adaptshrink,1,-0.6519329620599137,-0.9375695790622268,-0.36629634505760056,-0.47984419726469013
0,adaptshrink,2,-1.0725327973533898,-1.4514632309666995,-0.69360236374008,-0.7385648344140212
0,adaptshrink,3,0.3326522870913817,-0.21091892419310598,0.8762234983758694,0.5430229466666565
0,adaptshrink,4,-0.4597290240746167,-1.0201223812755125,0.10066433312627909,-0.26100773826068624
0,adaptshrink,5,-0.7595506327045698,-1.3354673330063873,-0.18363393240275216,-0.5842538586727175
1,common_DL,1,0.5264488379117228,0.20597039575595916,0.8469272800674865,0.5801944832908739
1,common_DL,2,-1.2684440682648506,-1.8991147484433424,-0.6377733880863588,-0.6820236309017158
1,common_DL,3,-1.1943607684533923,-1.810285962428653,-0.5784355744781318,-0.8730054407555423
1,common_DL,4,-0.1976270967511763,-0.7462474207986945,0.35099322729634197,0.06937069830772365
1,common_DL,5,-0.8332621890510485,-1.1669092063588926,-0.4996151717432044,-0.7411351604299211
1,comp_specific,1,0.5313270590237504,0.1272230845906731,0.9354310334568278,0.5801944832908739
1,comp_specific,2,-1.2560375520232423,-1.9406888081232119,-0.5713862959232727,-0.6820236309017158
1,comp_specific,3,-1.2259856248812513,-1.9000130332860043,-0.5519582164764982,-0.8730054407555423
1,comp_specific,4,-0.22846110876918918,-0.7537026240793256,0.29678040654094723,0.06937069830772365
1,comp_specific,5,-0.8610333450969656,-1.0879954872901088,-0.6340712029038225,-0.7411351604299211
1,adaptshrink,1,0.5283431587013829,0.18905769192803001,0.8676286254747358,0.5801944832908739
1,adaptshrink,2,-1.265363439377377,-1.9079333723675997,-0.622793506387154,-0.6820236309017158
1,adaptshrink,3,-1.2016687695272532,-1.830080877880054,-0.5732566611744525,-0.8730054407555423
1,adaptshrink,4,-0.20223826797884847,-0.7481980079611326,0.3437214720034356,0.06937069830772365
1,adaptshrink,5,-0.8373907156985624,-1.154599736196389,-0.520181695200736,-0.7411351604299211
2,common_DL,1,-0.20270869281033832,-0.6953872351454199,0.28996984952474325,-0.4201300159973277
2,common_DL,2,0.4932478083554812,-0.10151367317994242,1.0880092898909048,0.1463502418983874
2,common_DL,3,-0.7124566348287924,-1.2645422319744983,-0.16037103768308658,-1.0942927927080424
2,common_DL,4,0.4739476663093716,-0.05841983676267626,1.0063151693814194,0.11190861734140273
2,common_DL,5,0.2458225015919634,-0.04140762991466845,0.5330526330985952,0.08932205811847337
2,comp_specific,1,-0.2017773730174235,-0.6993767636532733,0.2958220176184263,-0.4201300159973277
2,comp_specific,2,0.49631226147044527,-0.14126227641050704,1.1338867993513975,0.1463502418983874
2,comp_specific,3,-0.713747158406606,-1.2742428245279884,-0.1532514922852235,-1.0942927927080424
2,comp_specific,4,0.47279284509361563,-0.06656575152121225,1.0121514417084434,0.11190861734140273
2,comp_specific,5,0.24555258385636825,-0.04238919459352242,0.5334943623062589,0.08932205811847337
2,adaptshrink,1,-0.20289234380645005,-0.6965606760916243,0.2907759884787242,-0.4201300159973277
2,adaptshrink,2,0.492643515532133,-0.11093859692803759,1.0962256279923035,0.1463502418983874
2,adaptshrink,3,-0.7122021508777585,-1.2659828830533932,-0.1584214187021239,-1.0942927927080424
2,adaptshrink,4,0.47417539052206825,-0.059600068638580916,1.0079508496827174,0.11190861734140273
2,adaptshrink,5,0.2458757278429109,-0.04149711879388157,0.5332485744797033,0.08932205811847337
3,common_DL,1,0.2445088088623366,0.013555306527338967,0.4754623111973343,0.35983085946123233
3,common_DL,2,-0.7954337916568628,-1.387463671328543,-0.20340391198518248,-0.1429309700145114
3,common_DL,3,-0.24054966690474633,-0.9604388145743137,0.479339480764821,0.04743562128196021
3,common_DL,4,-0.9838085490762641,-1.7179560704838415,-0.24966102766868692,-0.33213724614276924
3,common_DL,5,0.15298475769974923,-0.5417693160075447,0.8477388314070431,0.5060265149205233
3,comp_specific,1,0.2445088088623366,0.013555306527338967,0.4754623111973343,0.35983085946123233
3,comp_specific,2,-0.7954337916568628,-1.387463671328543,-0.20340391198518248,-0.1429309700145114
3,comp_specific,3,-0.24054966690474633,-0.9604388145743137,0.479339480764821,0.04743562128196021
3,comp_specific,4,-0.9838085490762641,-1.7179560704838415,-0.24966102766868692,-0.33213724614276924
3,comp_specific,5,0.15298475769974923,-0.5417693160075447,0.8477388314070431,0.5060265149205233
3,adaptshrink,1,0.2445088088623366,0.013555306527338967,0.4754623111973343,0.35983085946123233
3,adaptshrink,2,-0.7954337916568628,-1.387463671328543,-0.20340391198518248,-0.1429309700145114
3,adaptshrink,3,-0.24054966690474633,-0.9604388145743137,0.479339480764821,0.04743562128196021
3,adaptshrink,4,-0.9838085490762641,-1.7179560704838415,-0.24966102766868692,-0.33213724614276924
3,adaptshrink,5,0.15298475769974923,-0.5417693160075447,0.8477388314070431,0.5060265149205233
4,common_DL,1,0.4400462053676535,-0.12936006908188913,1.0094524798171962,0.5443074354430172
4,common_DL,2,0.8762424375609204,-0.015312692268736772,1.7677975673905775,0.6134991567750318
4,common_DL,3,1.2116570441574992,0.2838115123839132,2.1395025759310853,0.9314723552257497
4,common_DL,4,-0.3302820643645551,-1.2465234156893796,0.5859592869602693,-0.4167850688379317
4,common_DL,5,0.6825924147750981,-0.12725150289319676,1.492436332443393,0.4866371039641779
4,comp_specific,1,0.4400462053676535,-0.12936006908188913,1.0094524798171962,0.5443074354430172
4,comp_specific,2,0.8762424375609204,-0.015312692268736772,1.7677975673905775,0.6134991567750318
4,comp_specific,3,1.2116570441574992,0.2838115123839132,2.1395025759310853,0.9314723552257497
4,comp_specific,4,-0.3302820643645551,-1.2465234156893796,0.5859592869602693,-0.4167850688379317
