method,contrast,n,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov,kappa
adaptshrink,1,800,-0.0374191104848763,0.10807640803315838,0.9175,0.34142508930375604,0.4201057609243413,0.9525,0.3909274321087493,0.945,1.1368274521976314
adaptshrink,2,800,-0.057830219063976646,0.116792450312306,0.86875,0.3463348040434863,0.44598879570530037,0.935,0.4266014763046623,0.935,1.220980185206943
adaptshrink,3,800,-0.07697610676624336,0.1298926728761106,0.815,0.3564301525621479,0.4787154282822558,0.93,0.5002419939189513,0.94,1.3829329441587468
adaptshrink,4,800,-0.09437182831247444,0.14772195220270765,0.76875,0.3670915905597149,0.5067770750358855,0.8925,0.5330131226672131,0.92,1.4302042755092188
adaptshrink,5,800,-0.12184288759991797,0.16918607652624307,0.6875,0.397269821085989,0.5967114021125306,0.9275,0.7111843203254912,0.955,1.7388527799327989
adaptshrink_auto,1,800,-0.028794985381449326,0.10583777440322227,0.94125,0.382096062869568,0.4002981133472846,0.9525,0.41475494490272047,0.9475,1.0632807948221272
adaptshrink_auto,2,800,-0.038050140958726976,0.11335283748710474,0.9175,0.3897300444913906,0.41028942252280065,0.915,0.45264437785651057,0.94,1.1434091637855566
adaptshrink_auto,3,800,-0.048931139799174614,0.12003614013595028,0.89875,0.4066530035474489,0.43249427917492483,0.9175,0.4900576609396414,0.935,1.1726099461064792
adaptshrink_auto,4,800,-0.055851264769664226,0.13591906981022228,0.87125,0.42327861107945064,0.46483877760516673,0.8825,0.5711326780491617,0.935,1.3173266440328155
adaptshrink_auto,5,800,-0.06817281351911637,0.15298481903948272,0.82625,0.4688123952540906,0.574213025506276,0.935,0.6731832816047465,0.95,1.3860864633144876
common_DL,1,800,-0.038253554385483744,0.10638559172680027,0.91625,0.33749469669357957,0.4225853327147346,0.9575,0.3811222450729132,0.94,1.1213664460033905
common_DL,2,800,-0.058750624524399234,0.11616813101264709,0.875,0.3421097189565884,0.42901886856863103,0.925,0.4290833837160651,0.9375,1.2398022248331773
common_DL,3,800,-0.0777224758675034,0.12866149879034472,0.8275,0.3520258319321195,0.47323948489397094,0.9325,0.4997598429340652,0.9475,1.3966611829423257
common_DL,4,800,-0.09551210966172778,0.14711369257546403,0.75875,0.36333983738964404,0.5243166953754805,0.925,0.5345984660072448,0.93,1.4494846253454192
common_DL,5,800,-0.12179861374297501,0.16890368634026864,0.67125,0.392453012333154,0.6014733775902261,0.93,0.6999428287516131,0.9625,1.733256647792076
comp_specific,1,800,-0.0361453160734247,0.11276641371769522,0.89625,0.33934890744179397,0.43893556460951616,0.9425,0.41314038171829776,0.9425,1.2103701938129388
comp_specific,2,800,-0.05575238764099323,0.12046564991060162,0.85,0.3440333602947472,0.46117651777604807,0.9225,0.44681918952555566,0.935,1.2898474376258373
comp_specific,3,800,-0.0740207391481123,0.13228173452961228,0.8,0.35405009028000056,0.5246824034241362,0.9425,0.5162031953245616,0.9475,1.4368453150571088
comp_specific,4,800,-0.09101268411749387,0.14975493227108036,0.77,0.36327280752618024,0.49649803585198216,0.8775,0.5501913632301147,0.905,1.489113073094028
comp_specific,5,800,-0.11936814799181705,0.17004787959054216,0.6925,0.39599292814299275,0.5778053697739536,0.9,0.7148544924847114,0.9475,1.7489501437525632
