method,bias,rmse,raw_cov,cov_unif,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov
adaptshrink,0.07768803044549774,0.13433391199010514,0.8115,0.13849999999999996,0.36171029151101886,0.48965969241206275,0.9275,0.5123936690650135,0.9389999999999998
adaptshrink_auto,0.0479600688856263,0.12562612817519644,0.891,0.05899999999999994,0.4141140234483897,0.45642672363129055,0.9205,0.5203545886705562,0.9414999999999999
common_DL,0.07840747563641784,0.13344652008910493,0.80975,0.14024999999999993,0.3574846194610171,0.49012675182860865,0.9339999999999999,0.5089013532963803,0.9435
comp_specific,0.07525985499436824,0.1370633220039063,0.80175,0.14824999999999994,0.35933961873714293,0.49981957828712725,0.917,0.5282417244566482,0.9355
