rep,method,spearman,top1_correct
0,common_DL,1.0,1
0,comp_specific,1.0,1
0,adaptshrink,1.0,1
1,common_DL,0.7714285714285715,1
1,comp_specific,0.7714285714285715,1
1,adaptshrink,0.7714285714285715,1
2,common_DL,1.0,1
2,comp_specific,1.0,1
2,adaptshrink,1.0,1
3,common_DL,0.8857142857142858,0
3,comp_specific,0.8857142857142858,0
3,adaptshrink,0.8857142857142858,0
4,common_DL,0.942857142857143,1
4,comp_specific,0.942857142857143,1
4,adaptshrink,0.942857142857143,1
5,common_DL,0.8857142857142858,1
5,comp_specific,0.8857142857142858,1
5,adaptshrink,0.8857142857142858,1
6,common_DL,0.8857142857142858,1
6,comp_specific,0.8857142857142858,1
6,adaptshrink,0.8857142857142858,1
7,common_DL,0.8857142857142858,1
7,comp_specific,0.8857142857142858,1
7,adaptshrink,0.8857142857142858,1
8,common_DL,0.8285714285714287,1
8,comp_specific,0.8285714285714287,1
8,adaptshrink,0.8285714285714287,1
9,common_DL,0.6,0
9,comp_specific,0.6,0
9,adaptshrink,0.6,0
10,common_DL,0.942857142857143,1
10,comp_specific,0.942857142857143,1
10,adaptshrink,0.942857142857143,1
11,common_DL,0.7142857142857143,0
11,comp_specific,0.7714285714285715,0
11,adaptshrink,0.7714285714285715,0
12,common_DL,0.7142857142857143,0
12,comp_specific,0.7142857142857143,0
12,adaptshrink,0.7142857142857143,0
13,common_DL,1.0,1
13,comp_specific,1.0,1
13,adaptshrink,1.0,1
14,common_DL,0.942857142857143,1
14,comp_specific,0.942857142857143,1
14,adaptshrink,0.942857142857143,1
15,common_DL,0.7714285714285715,1
15,comp_specific,0.7714285714285715,1
15,adaptshrink,0.7714285714285715,1
16,common_DL,0.6571428571428573,1
16,comp_specific,0.6571428571428573,1
16,adaptshrink,0.6571428571428573,1
17,common_DL,0.7714285714285715,1
17,comp_specific,0.7714285714285715,1
17,adaptshrink,0.7714285714285715,1
18,common_DL,0.6571428571428573,0
18,comp_specific,0.6571428571428573,0
18,adaptshrink,0.6571428571428573,0
19,common_DL,0.8285714285714287,1
19,comp_specific,0.8285714285714287,1
19,adaptshrink,0.8285714285714287,1
20,common_DL,0.8285714285714287,0
20,comp_specific,0.8285714285714287,0
20,adaptshrink,0.8285714285714287,0
21,common_DL,1.0,1
21,comp_specific,1.0,1
21,adaptshrink,1.0,1
22,common_DL,1.0,1
22,comp_specific,1.0,1
22,adaptshrink,1.0,1
23,common_DL,0.8857142857142858,1
23,comp_specific,0.8857142857142858,1
23,adaptshrink,0.8857142857142858,1
24,common_DL,-0.14285714285714288,0
24,comp_specific,-0.14285714285714288,0
24,adaptshrink,-0.14285714285714288,0
25,common_DL,0.7714285714285715,1
25,comp_specific,0.7714285714285715,1
25,adaptshrink,0.7714285714285715,1
26,common_DL,0.7142857142857143,0
26,comp_specific,0.7142857142857143,0
26,adaptshrink,0.7142857142857143,0
27,common_DL,0.8857142857142858,1
27,comp_specific,0.8857142857142858,1
27,adaptshrink,0.8857142857142858,1
28,common_DL,0.6571428571428573,0
28,comp_specific,0.6571428571428573,0
28,adaptshrink,0.6571428571428573,0
29,common_DL,0.5428571428571429,0
29,comp_specific,0.3714285714285715,1
29,adaptshrink,0.4285714285714286,1
30,common_DL,0.942857142857143,1
30,comp_specific,0.942857142857143,1
30,adaptshrink,0.942857142857143,1
31,common_DL,1.0,1
31,comp_specific,0.942857142857143,1
31,adaptshrink,0.942857142857143,1
32,common_DL,1.0,1
32,comp_specific,1.0,1
32,adaptshrink,1.0,1
33,common_DL,1.0,1
33,comp_specific,1.0,1
33,adaptshrink,1.0,1
34,common_DL,0.7714285714285715,1
34,comp_specific,0.7714285714285715,1
34,adaptshrink,0.7714285714285715,1
35,common_DL,0.5428571428571429,0
35,comp_specific,0.5428571428571429,0
35,adaptshrink,0.5428571428571429,0
36,common_DL,0.8285714285714287,1
36,comp_specific,0.8285714285714287,1
36,adaptshrink,0.8285714285714287,1
37,common_DL,0.5428571428571429,0
37,comp_specific,0.5428571428571429,0
37,adaptshrink,0.5428571428571429,0
38,common_DL,0.8285714285714287,1
38,comp_specific,0.8285714285714287,1
38,adaptshrink,0.8285714285714287,1
39,common_DL,0.942857142857143,1
39,comp_specific,0.942857142857143,1
39,adaptshrink,0.942857142857143,1
