method,contrast,n,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov,kappa
adaptshrink,1,296,-0.05024140708486984,0.12112362724467339,0.8986486486486487,0.3892604764376169,0.46183372017279256,0.9530201342281879,0.46388415388433885,0.9530201342281879,1.1645969217270122
adaptshrink,2,296,-0.07057096406345592,0.13935293252577052,0.8648648648648649,0.40648155913106176,0.5116618751610733,0.9395973154362416,0.6274215108809842,0.9664429530201343,1.4913013599001166
adaptshrink,3,296,-0.09263991713520638,0.16560138880038633,0.7905405405405406,0.43406796445602813,0.5823859250453524,0.9395973154362416,0.6270415364984968,0.9328859060402684,1.3886624671336816
adaptshrink,4,296,-0.12050322371149563,0.18331173306813273,0.7263513513513513,0.45011470270469844,0.6177068447815613,0.8859060402684564,0.7376813935900187,0.9530201342281879,1.5819413173376888
adaptshrink_auto,1,296,-0.04228871649574584,0.12148950871484057,0.9222972972972973,0.4360139104514331,0.46741548627751833,0.959731543624161,0.4989306625662152,0.9530201342281879,1.0958428939947402
adaptshrink_auto,2,296,-0.050524885128729845,0.13743309268326442,0.9155405405405406,0.45719271901337133,0.4800595193344784,0.912751677852349,0.6043244220160015,0.9530201342281879,1.250919084236103
adaptshrink_auto,3,296,-0.06281503401124315,0.16101764425894932,0.8783783783783784,0.4950580163617145,0.49396212447700766,0.8657718120805369,0.6517650470356325,0.9395973154362416,1.2441496903626155
adaptshrink_auto,4,296,-0.07618820287555512,0.19087253423003916,0.8141891891891891,0.5265268174587836,0.6450688796537585,0.8657718120805369,0.7115631189227588,0.8926174496644296,1.2933621077163728
common_DL,1,296,-0.048893115665480595,0.11989040810422644,0.8986486486486487,0.3858605597333609,0.4120192544143393,0.9194630872483222,0.46460250301614153,0.9530201342281879,1.174130843707169
common_DL,2,296,-0.07068060057404672,0.13903517501773513,0.8581081081081081,0.4006809838897137,0.5401870465741895,0.9463087248322147,0.5737513358801589,0.959731543624161,1.384168233384094
common_DL,3,296,-0.09364489548779668,0.16422302976149458,0.7871621621621622,0.42686468762952806,0.557542711535021,0.9194630872483222,0.6066749486700803,0.9261744966442953,1.3703725582585924
common_DL,4,296,-0.12056897893258763,0.1832522320362561,0.7297297297297297,0.44004648895590337,0.6218056428660286,0.8859060402684564,0.7143281107405148,0.9530201342281879,1.5637624982293492
comp_specific,1,296,-0.04951882975515608,0.1233047566265086,0.902027027027027,0.3852309085132686,0.45784064360094023,0.9395973154362416,0.490688886244963,0.959731543624161,1.252126608216661
comp_specific,2,296,-0.06947250144719193,0.13914610244520298,0.8513513513513513,0.4046760504335792,0.48821638067053846,0.9395973154362416,0.6535345043852285,0.9530201342281879,1.560324077980581
comp_specific,3,296,-0.08928149021732387,0.16825567356876706,0.7804054054054054,0.4359110383817228,0.5758606568953912,0.9261744966442953,0.6639020877772903,0.9328859060402684,1.4717583500640956
comp_specific,4,296,-0.11752792262840084,0.18255368965002297,0.722972972972973,0.4555966593321687,0.6574286160799103,0.9060402684563759,0.7025579207056002,0.912751677852349,1.4985332043054114
