rep,method,spearman,top1_correct
0,common_DL,1.0,1
0,comp_specific,1.0,1
0,adaptshrink,1.0,1
1,common_DL,0.942857142857143,1
1,comp_specific,0.942857142857143,1
1,adaptshrink,0.942857142857143,1
2,common_DL,0.942857142857143,1
2,comp_specific,0.942857142857143,1
2,adaptshrink,0.942857142857143,1
3,common_DL,0.942857142857143,1
3,comp_specific,1.0,1
3,adaptshrink,1.0,1
4,common_DL,0.8285714285714287,1
4,comp_specific,0.942857142857143,1
4,adaptshrink,0.942857142857143,1
5,common_DL,0.942857142857143,1
5,comp_specific,0.8285714285714287,1
5,adaptshrink,0.8285714285714287,1
6,common_DL,0.8285714285714287,1
6,comp_specific,0.942857142857143,1
6,adaptshrink,0.942857142857143,1
7,common_DL,0.8285714285714287,1
7,comp_specific,0.942857142857143,1
7,adaptshrink,0.942857142857143,1
8,common_DL,0.7714285714285715,1
8,comp_specific,0.7714285714285715,1
8,adaptshrink,0.7714285714285715,1
9,common_DL,0.942857142857143,1
9,comp_specific,1.0,1
9,adaptshrink,0.942857142857143,1
10,common_DL,1.0,1
10,comp_specific,1.0,1
10,adaptshrink,1.0,1
11,common_DL,0.8857142857142858,0
11,comp_specific,0.7142857142857143,0
11,adaptshrink,0.8857142857142858,0
12,common_DL,0.6571428571428573,0
12,comp_specific,0.8285714285714287,0
12,adaptshrink,0.6,0
13,common_DL,0.942857142857143,1
13,comp_specific,0.942857142857143,1
13,adaptshrink,0.942857142857143,1
14,common_DL,0.942857142857143,1
14,comp_specific,0.942857142857143,1
14,adaptshrink,0.942857142857143,1
15,common_DL,0.942857142857143,1
15,comp_specific,0.942857142857143,1
15,adaptshrink,0.942857142857143,1
16,common_DL,0.6,1
16,comp_specific,0.6,1
16,adaptshrink,0.6,1
17,common_DL,0.8857142857142858,1
17,comp_specific,0.942857142857143,1
17,adaptshrink,0.8857142857142858,1
18,common_DL,0.8285714285714287,0
18,comp_specific,0.8285714285714287,0
18,adaptshrink,0.8285714285714287,0
19,common_DL,0.8285714285714287,1
19,comp_specific,0.8285714285714287,1
19,adaptshrink,0.8285714285714287,1
20,common_DL,0.8857142857142858,1
20,comp_specific,0.8857142857142858,1
20,adaptshrink,0.8857142857142858,1
21,common_DL,0.942857142857143,1
21,comp_specific,0.942857142857143,1
21,adaptshrink,0.942857142857143,1
22,common_DL,0.942857142857143,1
22,comp_specific,0.942857142857143,1
22,adaptshrink,0.942857142857143,1
23,common_DL,0.942857142857143,1
23,comp_specific,0.942857142857143,1
23,adaptshrink,0.942857142857143,1
24,common_DL,0.5428571428571429,0
24,comp_specific,0.8857142857142858,0
24,adaptshrink,0.5428571428571429,0
25,common_DL,0.7714285714285715,1
25,comp_specific,0.7714285714285715,1
25,adaptshrink,0.7714285714285715,1
26,common_DL,0.942857142857143,0
26,comp_specific,0.942857142857143,0
26,adaptshrink,0.942857142857143,0
27,common_DL,0.8857142857142858,1
27,comp_specific,0.8857142857142858,1
27,adaptshrink,0.8857142857142858,1
28,common_DL,0.942857142857143,0
28,comp_specific,0.942857142857143,0
28,adaptshrink,0.942857142857143,0
29,common_DL,0.7142857142857143,1
29,comp_specific,0.8285714285714287,1
29,adaptshrink,0.7714285714285715,1
30,common_DL,0.8857142857142858,1
30,comp_specific,0.8857142857142858,1
30,adaptshrink,0.8857142857142858,1
31,common_DL,0.942857142857143,1
31,comp_specific,0.942857142857143,1
31,adaptshrink,0.942857142857143,1
32,common_DL,0.942857142857143,1
32,comp_specific,0.942857142857143,1
32,adaptshrink,0.942857142857143,1
33,common_DL,0.942857142857143,0
33,comp_specific,1.0,1
33,adaptshrink,0.942857142857143,0
34,common_DL,0.942857142857143,1
34,comp_specific,0.942857142857143,1
34,adaptshrink,0.942857142857143,1
35,common_DL,0.8285714285714287,1
35,comp_specific,0.8285714285714287,1
35,adaptshrink,0.8285714285714287,1
36,common_DL,1.0,1
36,comp_specific,1.0,1
36,adaptshrink,1.0,1
37,common_DL,0.8857142857142858,1
37,comp_specific,0.8857142857142858,1
37,adaptshrink,0.8857142857142858,1
38,common_DL,0.8857142857142858,0
38,comp_specific,0.8857142857142858,0
38,adaptshrink,0.8857142857142858,0
39,common_DL,0.942857142857143,1
39,comp_specific,0.942857142857143,1
39,adaptshrink,0.942857142857143,1
40,common_DL,1.0,1
40,comp_specific,1.0,1
40,adaptshrink,1.0,1
41,common_DL,0.6571428571428573,1
41,comp_specific,0.6571428571428573,1
41,adaptshrink,0.6571428571428573,1
42,common_DL,0.48571428571428577,0
42,comp_specific,0.48571428571428577,0
42,adaptshrink,0.48571428571428577,0
43,common_DL,0.6,0
43,comp_specific,0.7714285714285715,0
43,adaptshrink,0.7714285714285715,0
44,common_DL,0.6,0
44,comp_specific,0.6,0
44,adaptshrink,0.6,0
45,common_DL,0.2571428571428572,0
45,comp_specific,0.2571428571428572,0
45,adaptshrink,0.2571428571428572,0
46,common_DL,0.942857142857143,1
46,comp_specific,0.942857142857143,1
46,adaptshrink,0.942857142857143,1
47,common_DL,0.942857142857143,1
47,comp_specific,0.942857142857143,1
47,adaptshrink,0.942857142857143,1
48,common_DL,0.8857142857142858,0
48,comp_specific,0.8857142857142858,0
48,adaptshrink,0.8857142857142858,0
49,common_DL,0.7714285714285715,1
49,comp_specific,0.7714285714285715,1
49,adaptshrink,0.7714285714285715,1
50,common_DL,0.942857142857143,1
50,comp_specific,0.942857142857143,1
50,adaptshrink,0.942857142857143,1
51,common_DL,1.0,1
51,comp_specific,1.0,1
51,adaptshrink,1.0,1
52,common_DL,0.942857142857143,1
52,comp_specific,0.942857142857143,1
52,adaptshrink,0.942857142857143,1
53,common_DL,0.6,1
53,comp_specific,0.6,1
53,adaptshrink,0.6,1
54,common_DL,1.0,1
54,comp_specific,1.0,1
54,adaptshrink,1.0,1
55,common_DL,0.8285714285714287,1
55,comp_specific,0.7714285714285715,1
55,adaptshrink,0.7714285714285715,1
56,common_DL,0.942857142857143,1
56,comp_specific,1.0,1
56,adaptshrink,1.0,1
57,common_DL,1.0,1
57,comp_specific,1.0,1
57,adaptshrink,1.0,1
58,common_DL,1.0,1
58,comp_specific,1.0,1
58,adaptshrink,1.0,1
59,common_DL,0.942857142857143,0
59,comp_specific,0.942857142857143,0
59,adaptshrink,0.942857142857143,0
60,common_DL,1.0,1
60,comp_specific,1.0,1
60,adaptshrink,1.0,1
61,common_DL,0.942857142857143,1
61,comp_specific,0.942857142857143,1
61,adaptshrink,0.942857142857143,1
62,common_DL,0.2571428571428572,0
62,comp_specific,0.48571428571428577,0
62,adaptshrink,0.2571428571428572,0
63,common_DL,0.942857142857143,1
63,comp_specific,0.942857142857143,1
63,adaptshrink,0.942857142857143,1
64,common_DL,0.942857142857143,1
64,comp_specific,0.8857142857142858,1
64,adaptshrink,0.942857142857143,1
65,common_DL,0.8285714285714287,1
65,comp_specific,0.8285714285714287,1
65,adaptshrink,0.8285714285714287,1
66,common_DL,0.942857142857143,1
66,comp_specific,1.0,1
66,adaptshrink,1.0,1
67,common_DL,0.7714285714285715,0
67,comp_specific,0.8857142857142858,0
67,adaptshrink,0.7714285714285715,0
68,common_DL,0.942857142857143,0
68,comp_specific,0.942857142857143,0
68,adaptshrink,0.942857142857143,0
69,common_DL,0.7714285714285715,1
69,comp_specific,0.8285714285714287,1
69,adaptshrink,0.8285714285714287,1
70,common_DL,0.8285714285714287,1
70,comp_specific,0.8285714285714287,1
70,adaptshrink,0.8285714285714287,1
71,common_DL,0.7714285714285715,0
