method,bias,rmse,raw_cov,cov_unif,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov
adaptshrink,0.004092662856740222,0.16824934491683993,0.9306666666666666,0.019333333333333313,0.6617146910410379,0.6594263986565672,0.9426666666666665,0.7056351282087634,0.9386666666666666
common_DL,0.004436945607789244,0.16799941915409805,0.9279999999999999,0.021999999999999974,0.6507947949870536,0.6438178378434287,0.9399999999999998,0.6874623477205498,0.9346666666666665
comp_specific,0.004052791860225544,0.16957810188042927,0.9046666666666667,0.045333333333333295,0.6538665717523637,0.6702941780852024,0.9400000000000001,0.7688824800545959,0.9293333333333333
