rep,method,spearman,top1_correct
0,common_DL,0.7714285714285715,1
0,comp_specific,0.7714285714285715,1
0,adaptshrink,0.7714285714285715,1
1,common_DL,0.942857142857143,1
1,comp_specific,0.942857142857143,1
1,adaptshrink,0.942857142857143,1
2,common_DL,0.7142857142857143,0
2,comp_specific,0.7142857142857143,0
2,adaptshrink,0.7142857142857143,0
3,common_DL,1.0,1
3,comp_specific,1.0,1
3,adaptshrink,0.942857142857143,1
4,common_DL,0.7714285714285715,1
4,comp_specific,0.8285714285714287,1
4,adaptshrink,0.8285714285714287,1
5,common_DL,0.942857142857143,1
5,comp_specific,0.942857142857143,1
5,adaptshrink,0.942857142857143,1
6,common_DL,0.8285714285714287,1
6,comp_specific,0.7714285714285715,1
6,adaptshrink,0.7714285714285715,1
7,common_DL,0.8285714285714287,1
7,comp_specific,0.8285714285714287,1
7,adaptshrink,0.8285714285714287,1
8,common_DL,0.6,1
8,comp_specific,0.6,1
8,adaptshrink,0.6,1
9,common_DL,0.5428571428571429,0
9,comp_specific,0.6,0
9,adaptshrink,0.5428571428571429,0
10,common_DL,0.942857142857143,1
10,comp_specific,0.942857142857143,1
10,adaptshrink,0.942857142857143,1
11,common_DL,1.0,1
11,comp_specific,1.0,1
11,adaptshrink,1.0,1
12,common_DL,0.6571428571428573,1
12,comp_specific,0.3142857142857143,0
12,adaptshrink,0.3142857142857143,0
13,common_DL,0.942857142857143,1
13,comp_specific,0.942857142857143,1
13,adaptshrink,0.942857142857143,1
14,common_DL,0.942857142857143,1
14,comp_specific,0.942857142857143,1
14,adaptshrink,0.942857142857143,1
15,common_DL,1.0,1
15,comp_specific,1.0,1
15,adaptshrink,1.0,1
16,common_DL,0.942857142857143,1
16,comp_specific,0.942857142857143,1
16,adaptshrink,0.942857142857143,1
17,common_DL,0.6571428571428573,1
17,comp_specific,0.8857142857142858,1
17,adaptshrink,0.7142857142857143,1
18,common_DL,0.942857142857143,1
18,comp_specific,0.8285714285714287,1
18,adaptshrink,0.942857142857143,1
19,common_DL,0.6,1
19,comp_specific,0.6,1
19,adaptshrink,0.6,1
20,common_DL,0.942857142857143,1
20,comp_specific,0.942857142857143,1
20,adaptshrink,0.942857142857143,1
21,common_DL,0.942857142857143,1
21,comp_specific,0.942857142857143,1
21,adaptshrink,0.942857142857143,1
22,common_DL,0.7714285714285715,1
22,comp_specific,0.8285714285714287,1
22,adaptshrink,0.8285714285714287,1
23,common_DL,0.8857142857142858,0
23,comp_specific,0.8857142857142858,0
23,adaptshrink,0.8857142857142858,0
24,common_DL,0.8857142857142858,0
24,comp_specific,0.7714285714285715,0
24,adaptshrink,0.8857142857142858,0
25,common_DL,0.7714285714285715,1
25,comp_specific,0.7714285714285715,1
25,adaptshrink,0.7714285714285715,1
26,common_DL,1.0,1
26,comp_specific,1.0,1
26,adaptshrink,1.0,1
27,common_DL,0.7142857142857143,0
27,comp_specific,0.7714285714285715,0
27,adaptshrink,0.7142857142857143,0
28,common_DL,0.8285714285714287,1
28,comp_specific,0.8285714285714287,1
28,adaptshrink,0.8285714285714287,1
29,common_DL,0.8285714285714287,1
29,comp_specific,0.8285714285714287,1
29,adaptshrink,0.8285714285714287,1
30,common_DL,0.8857142857142858,1
30,comp_specific,0.8857142857142858,1
30,adaptshrink,0.8857142857142858,1
31,common_DL,1.0,1
31,comp_specific,1.0,1
31,adaptshrink,1.0,1
32,common_DL,1.0,1
32,comp_specific,1.0,1
32,adaptshrink,1.0,1
33,common_DL,0.942857142857143,0
33,comp_specific,0.942857142857143,0
33,adaptshrink,0.942857142857143,0
34,common_DL,0.7714285714285715,1
34,comp_specific,0.7714285714285715,1
34,adaptshrink,0.7714285714285715,1
35,common_DL,0.7714285714285715,1
35,comp_specific,0.7714285714285715,1
35,adaptshrink,0.7714285714285715,1
36,common_DL,1.0,1
36,comp_specific,1.0,1
36,adaptshrink,1.0,1
37,common_DL,0.7714285714285715,1
37,comp_specific,0.7714285714285715,1
37,adaptshrink,0.7714285714285715,1
38,common_DL,0.942857142857143,1
38,comp_specific,0.942857142857143,1
38,adaptshrink,0.942857142857143,1
39,common_DL,1.0,1
39,comp_specific,1.0,1
39,adaptshrink,1.0,1
40,common_DL,0.8285714285714287,0
40,comp_specific,0.942857142857143,1
40,adaptshrink,0.8285714285714287,0
41,common_DL,0.8285714285714287,1
41,comp_specific,0.8285714285714287,1
41,adaptshrink,0.8285714285714287,1
42,common_DL,0.14285714285714288,0
42,comp_specific,0.2571428571428572,0
42,adaptshrink,0.14285714285714288,0
43,common_DL,0.942857142857143,0
43,comp_specific,0.942857142857143,0
43,adaptshrink,0.942857142857143,0
44,common_DL,0.8857142857142858,1
44,comp_specific,0.8857142857142858,1
44,adaptshrink,0.8857142857142858,1
45,common_DL,0.7714285714285715,1
45,comp_specific,0.7714285714285715,1
45,adaptshrink,0.7714285714285715,1
46,common_DL,0.942857142857143,1
46,comp_specific,1.0,1
46,adaptshrink,0.8857142857142858,1
47,common_DL,0.8285714285714287,1
47,comp_specific,0.942857142857143,1
47,adaptshrink,0.942857142857143,1
48,common_DL,-0.14285714285714288,0
48,comp_specific,-0.14285714285714288,0
48,adaptshrink,-0.14285714285714288,0
49,common_DL,0.7714285714285715,1
49,comp_specific,0.7714285714285715,1
49,adaptshrink,0.7714285714285715,1
50,common_DL,0.942857142857143,1
50,comp_specific,0.942857142857143,1
50,adaptshrink,0.942857142857143,1
51,common_DL,1.0,1
51,comp_specific,1.0,1
51,adaptshrink,1.0,1
52,common_DL,0.942857142857143,1
52,comp_specific,0.942857142857143,1
52,adaptshrink,0.942857142857143,1
53,common_DL,0.8285714285714287,0
53,comp_specific,0.8285714285714287,0
53,adaptshrink,0.8285714285714287,0
54,common_DL,0.942857142857143,1
54,comp_specific,0.942857142857143,1
54,adaptshrink,0.942857142857143,1
55,common_DL,0.8285714285714287,1
55,comp_specific,0.8285714285714287,1
55,adaptshrink,0.7714285714285715,1
56,common_DL,1.0,1
56,comp_specific,1.0,1
56,adaptshrink,1.0,1
57,common_DL,0.942857142857143,1
57,comp_specific,0.942857142857143,1
57,adaptshrink,0.942857142857143,1
58,common_DL,1.0,1
58,comp_specific,1.0,1
58,adaptshrink,1.0,1
59,common_DL,0.942857142857143,0
59,comp_specific,0.942857142857143,0
59,adaptshrink,0.942857142857143,0
60,common_DL,1.0,1
60,comp_specific,1.0,1
60,adaptshrink,1.0,1
61,common_DL,1.0,1
61,comp_specific,1.0,1
61,adaptshrink,1.0,1
62,common_DL,0.48571428571428577,0
62,comp_specific,0.48571428571428577,0
62,adaptshrink,0.48571428571428577,0
63,common_DL,0.942857142857143,0
63,comp_specific,0.942857142857143,0
63,adaptshrink,0.942857142857143,0
64,common_DL,0.7714285714285715,1
64,comp_specific,0.8285714285714287,1
64,adaptshrink,0.8285714285714287,1
65,common_DL,0.8285714285714287,1
65,comp_specific,0.8285714285714287,1
65,adaptshrink,0.8285714285714287,1
66,common_DL,0.8285714285714287,1
66,comp_specific,0.942857142857143,1
66,adaptshrink,0.942857142857143,1
67,common_DL,0.4285714285714286,0
67,comp_specific,0.4285714285714286,0
67,adaptshrink,0.4285714285714286,0
68,common_DL,1.0,1
68,comp_specific,1.0,1
68,adaptshrink,1.0,1
69,common_DL,0.08571428571428573,0
69,comp_specific,0.2,0
69,adaptshrink,0.08571428571428573,0
70,common_DL,0.942857142857143,1
70,comp_specific,0.942857142857143,1
70,adaptshrink,0.942857142857143,1
71,common_DL,0.7142857142857143,0
71,comp_specific,0.942857142857143,1
71,adaptshrink,0.942857142857143,1
72,common_DL,1.0,1
72,comp_specific,1.0,1
72,adaptshrink,1.0,1
73,common_DL,0.6,0
73,comp_specific,0.6,0
73,adaptshrink,0.6,0
74,common_DL,1.0,1
74,comp_specific,1.0,1
74,adaptshrink,1.0,1
75,common_DL,0.6571428571428573,1
75,comp_specific,0.942857142857143,1
75,adaptshrink,0.8285714285714287,1
76,common_DL,1.0,1
76,comp_specific,1.0,1
76,adaptshrink,1.0,1
77,common_DL,0.8857142857142858,1
77,comp_specific,0.8857142857142858,1
77,adaptshrink,0.8857142857142858,1
78,common_DL,0.6,0
78,comp_specific,0.6,0
78,adaptshrink,0.6,0
79,common_DL,0.48571428571428577,0
79,comp_specific,0.2,0
79,adaptshrink,0.2,0
80,common_DL,0.8857142857142858,1
80,comp_specific,0.942857142857143,1
80,adaptshrink,0.942857142857143,1
81,common_DL,0.8285714285714287,1
81,comp_specific,0.8285714285714287,1
81,adaptshrink,0.8285714285714287,1
82,common_DL,0.7714285714285715,1
82,comp_specific,0.5428571428571429,1
82,adaptshrink,0.7714285714285715,1
83,common_DL,1.0,1
83,comp_specific,1.0,1
83,adaptshrink,1.0,1
84,common_DL,0.8285714285714287,1
84,comp_specific,0.8285714285714287,1
84,adaptshrink,0.8285714285714287,1
85,common_DL,0.8285714285714287,0
85,comp_specific,0.8285714285714287,0
85,adaptshrink,0.8285714285714287,0
86,common_DL,1.0,1
86,comp_specific,0.942857142857143,1
86,adaptshrink,1.0,1
87,common_DL,1.0,1
87,comp_specific,1.0,1
87,adaptshrink,1.0,1
88,common_DL,0.942857142857143,1
88,comp_specific,0.942857142857143,1
88,adaptshrink,0.942857142857143,1
89,common_DL,0.942857142857143,1
89,comp_specific,0.942857142857143,1
89,adaptshrink,0.942857142857143,1
90,common_DL,0.8857142857142858,1
90,comp_specific,0.942857142857143,1
90,adaptshrink,0.8857142857142858,1
91,common_DL,0.48571428571428577,1
91,comp_specific,0.48571428571428577,1
91,adaptshrink,0.48571428571428577,1
92,common_DL,0.8285714285714287,1
92,comp_specific,0.8285714285714287,1
92,adaptshrink,0.8285714285714287,1
93,common_DL,0.942857142857143,1
93,comp_specific,0.942857142857143,1
93,adaptshrink,0.942857142857143,1
94,common_DL,0.8857142857142858,1
94,comp_specific,0.8857142857142858,1
94,adaptshrink,0.8857142857142858,1
95,common_DL,0.8857142857142858,0
95,comp_specific,0.8857142857142858,0
95,adaptshrink,0.8857142857142858,0
96,common_DL,0.8285714285714287,1
96,comp_specific,0.8285714285714287,1
96,adaptshrink,0.8285714285714287,1
97,common_DL,1.0,1
97,comp_specific,1.0,1
97,adaptshrink,1.0,1
98,common_DL,0.942857142857143,1
98,comp_specific,1.0,1
98,adaptshrink,1.0,1
99,common_DL,0.7714285714285715,0
99,comp_specific,0.7714285714285715,0
99,adaptshrink,0.7714285714285715,0
100,common_DL,0.8285714285714287,1
100,comp_specific,0.8285714285714287,1
100,adaptshrink,0.8285714285714287,1
101,common_DL,0.942857142857143,0
101,comp_specific,0.942857142857143,0
101,adaptshrink,0.942857142857143,0
102,common_DL,0.942857142857143,1
102,comp_specific,0.942857142857143,1
102,adaptshrink,0.942857142857143,1
103,common_DL,0.942857142857143,1
103,comp_specific,0.942857142857143,1
103,adaptshrink,0.942857142857143,1
104,common_DL,0.6571428571428573,0
104,comp_specific,0.6571428571428573,0
104,adaptshrink,0.6571428571428573,0
105,common_DL,1.0,1
105,comp_specific,1.0,1
105,adaptshrink,1.0,1
106,common_DL,1.0,1
106,comp_specific,1.0,1
106,adaptshrink,1.0,1
107,common_DL,0.8857142857142858,1
107,comp_specific,1.0,1
107,adaptshrink,1.0,1
108,common_DL,0.942857142857143,1
108,comp_specific,0.942857142857143,1
108,adaptshrink,0.942857142857143,1
109,common_DL,1.0,1
109,comp_specific,1.0,1
109,adaptshrink,1.0,1
110,common_DL,0.8285714285714287,1
110,comp_specific,0.8285714285714287,1
110,adaptshrink,0.8285714285714287,1
111,common_DL,1.0,1
111,comp_specific,1.0,1
111,adaptshrink,1.0,1
112,common_DL,0.08571428571428573,0
112,comp_specific,0.08571428571428573,0
112,adaptshrink,0.08571428571428573,0
113,common_DL,0.7714285714285715,0
113,comp_specific,0.7714285714285715,0
113,adaptshrink,0.8285714285714287,0
114,common_DL,1.0,1
114,comp_specific,1.0,1
114,adaptshrink,1.0,1
115,common_DL,0.942857142857143,1
115,comp_specific,0.942857142857143,1
115,adaptshrink,0.942857142857143,1
116,common_DL,0.6,0
116,comp_specific,0.6571428571428573,0
116,adaptshrink,0.6,0
117,common_DL,1.0,1
117,comp_specific,1.0,1
117,adaptshrink,1.0,1
118,common_DL,0.942857142857143,0
118,comp_specific,0.8285714285714287,0
118,adaptshrink,0.942857142857143,0
119,common_DL,1.0,1
119,comp_specific,1.0,1
119,adaptshrink,1.0,1
120,common_DL,0.942857142857143,1
120,comp_specific,0.942857142857143,1
120,adaptshrink,0.942857142857143,1
121,common_DL,0.942857142857143,0
121,comp_specific,0.942857142857143,0
121,adaptshrink,0.942857142857143,0
122,common_DL,0.8857142857142858,1
122,comp_specific,0.8857142857142858,1
122,adaptshrink,0.8857142857142858,1
123,common_DL,0.942857142857143,1
123,comp_specific,0.942857142857143,1
123,adaptshrink,0.942857142857143,1
124,common_DL,0.8285714285714287,1
124,comp_specific,0.8285714285714287,1
124,adaptshrink,0.8285714285714287,1
125,common_DL,0.942857142857143,1
125,comp_specific,0.942857142857143,1
125,adaptshrink,0.942857142857143,1
126,common_DL,0.942857142857143,1
126,comp_specific,0.942857142857143,1
126,adaptshrink,0.942857142857143,1
127,common_DL,0.7714285714285715,1
127,comp_specific,0.8285714285714287,1
127,adaptshrink,0.7714285714285715,1
128,common_DL,0.6,1
128,comp_specific,0.6,1
128,adaptshrink,0.6,1
129,common_DL,0.8285714285714287,0
129,comp_specific,0.8285714285714287,0
129,adaptshrink,0.8285714285714287,0
130,common_DL,0.8857142857142858,0
130,comp_specific,0.8857142857142858,0
130,adaptshrink,0.8857142857142858,0
131,common_DL,0.942857142857143,1
131,comp_specific,0.942857142857143,1
131,adaptshrink,0.942857142857143,1
132,common_DL,0.8857142857142858,0
132,comp_specific,0.942857142857143,1
132,adaptshrink,0.942857142857143,1
133,common_DL,0.942857142857143,0
133,comp_specific,0.942857142857143,0
133,adaptshrink,0.942857142857143,0
134,common_DL,0.7142857142857143,0
134,comp_specific,0.7142857142857143,0
134,adaptshrink,0.7142857142857143,0
135,common_DL,0.942857142857143,1
135,comp_specific,0.942857142857143,1
135,adaptshrink,0.942857142857143,1
136,common_DL,0.942857142857143,1
136,comp_specific,0.942857142857143,1
136,adaptshrink,0.942857142857143,1
137,common_DL,1.0,1
137,comp_specific,0.942857142857143,1
137,adaptshrink,1.0,1
138,common_DL,0.7714285714285715,1
138,comp_specific,0.6,1
138,adaptshrink,0.7714285714285715,1
139,common_DL,0.8285714285714287,1
139,comp_specific,0.942857142857143,1
139,adaptshrink,0.8285714285714287,1
