method,bias,rmse,raw_cov,cov_unif,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov
adaptshrink,0.014679007851428907,0.10897679919543868,0.9375,0.03125,0.40555500266865496,0.40512397029326724,0.93125,0.4406883594303006,0.91875
common_DL,0.013409774908724793,0.10992657877303355,0.946875,0.028124999999999983,0.4068118274777681,0.4032565990630774,0.925,0.40252598726468025,0.9125000000000001
comp_specific,0.01577738378437539,0.11352313867546573,0.8843750000000001,0.06562499999999993,0.36406973404801957,0.4443289794587763,0.9500000000000001,0.45457511557848873,0.9249999999999999
