rep,method,contrast,d_hat,ci_low,ci_high,d_true
0,common_DL,1,-0.4900517251017955,-0.6041736557997995,-0.3759297944037915,-0.47984419726469013
0,common_DL,2,-0.7502957310449881,-0.8539842328199626,-0.6466072292700137,-0.7385648344140212
0,common_DL,3,0.36269942314400616,0.24392294197547237,0.48147590431253995,0.5430229466666565
0,common_DL,4,-0.4397169420068973,-0.5675000759947201,-0.31193380801907455,-0.26100773826068624
0,common_DL,5,-0.7510068870268479,-0.8472412073374872,-0.6547725667162086,-0.5842538586727175
0,comp_specific,1,-0.46527511265445176,-0.6205710200053398,-0.30997920530356365,-0.47984419726469013
0,comp_specific,2,-0.752180847897513,-0.8633594939261388,-0.6410022018688873,-0.7385648344140212
0,comp_specific,3,0.36373875807369427,0.24126606184362165,0.4862114543037669,0.5430229466666565
0,comp_specific,4,-0.43728005166085737,-0.5692859930271608,-0.30527411029455404,-0.26100773826068624
0,comp_specific,5,-0.7511816727892008,-0.8523060069217193,-0.6500573386566822,-0.5842538586727175
0,adaptshrink,1,-0.4788505687718917,-0.6096849479373168,-0.34801618960646663,-0.47984419726469013
0,adaptshrink,2,-0.7507529162861833,-0.8572318611156493,-0.6442739714567174,-0.7385648344140212
0,adaptshrink,3,0.3624814896560289,0.241708681913645,0.48325429739841275,0.5430229466666565
0,adaptshrink,4,-0.43917469058576053,-0.5689076051594195,-0.30944177601210154,-0.26100773826068624
0,adaptshrink,5,-0.7519363906736265,-0.8509672971695637,-0.6529054841776893,-0.5842538586727175
0,adaptshrink_auto,1,-0.4641097340194628,-0.5810969555032166,-0.347122512535709,-0.47984419726469013
0,adaptshrink_auto,2,-0.7050565274431736,-0.8179825215389666,-0.5921305333473806,-0.7385648344140212
0,adaptshrink_auto,3,0.39271184774584306,0.2702633888805045,0.5151603066111816,0.5430229466666565
0,adaptshrink_auto,4,-0.3823024093459855,-0.5221234032360018,-0.24248141545596918,-0.26100773826068624
0,adaptshrink_auto,5,-0.688976264079541,-0.8029516508843095,-0.5750008772747726,-0.5842538586727175
1,common_DL,1,0.6231199315781528,0.5303096027142578,0.7159302604420479,0.5801944832908739
1,common_DL,2,-0.6395751804347696,-0.7353179931741012,-0.543832367695438,-0.6820236309017158
1,common_DL,3,-0.8028296062855347,-0.8963386931774793,-0.7093205193935901,-0.8730054407555423
1,common_DL,4,0.07643382784205816,-0.03930799505934761,0.19217565074346393,0.06937069830772365
1,common_DL,5,-0.7453851141511536,-0.8419483676498807,-0.6488218606524265,-0.7411351604299211
1,comp_specific,1,0.6265660501049496,0.5328202068087455,0.7203118934011536,0.5801944832908739
1,comp_specific,2,-0.6383016642428134,-0.7342041726711152,-0.5423991558145117,-0.6820236309017158
1,comp_specific,3,-0.8143556056042207,-0.9116212191128154,-0.7170899920956261,-0.8730054407555423
1,comp_specific,4,0.08345695791514307,-0.033322747144856835,0.20023666297514298,0.06937069830772365
1,comp_specific,5,-0.7342262364533191,-0.8333621442851772,-0.635090328621461,-0.7411351604299211
1,adaptshrink,1,0.6240653127553843,0.530762419047037,0.7173682064637317,0.5801944832908739
1,adaptshrink,2,-0.6392203327696643,-0.735048686313267,-0.5433919792260615,-0.6820236309017158
1,adaptshrink,3,-0.8050769769199968,-0.8999012336965742,-0.7102527201434194,-0.8730054407555423
1,adaptshrink,4,0.07775104798426316,-0.03832380100382768,0.193825896972354,0.06937069830772365
1,adaptshrink,5,-0.7435632574560629,-0.8407169192013687,-0.6464095957107571,-0.7411351604299211
1,adaptshrink_auto,1,0.6217963251290195,0.5289753649485935,0.7146172853094455,0.5801944832908739
1,adaptshrink_auto,2,-0.6103327920846616,-0.7109525070573831,-0.5097130771119401,-0.6820236309017158
1,adaptshrink_auto,3,-0.7698547282231856,-0.8696517946024015,-0.6700576618439696,-0.8730054407555423
1,adaptshrink_auto,4,0.09738729636496965,-0.020467246930388025,0.21524183966032734,0.06937069830772365
1,adaptshrink_auto,5,-0.7004482131231772,-0.8080145057507968,-0.5928819204955575,-0.7411351604299211
2,common_DL,1,-0.48205060699546465,-0.6509933415669082,-0.3131078724240211,-0.4201300159973277
2,common_DL,2,0.2121138937469781,0.037558716170684514,0.38666907132327166,0.1463502418983874
2,common_DL,3,-1.051673170467532,-1.183117413566833,-0.9202289273682308,-1.0942927927080424
2,common_DL,4,0.1219787503133149,-0.08685920893392568,0.3308167095605555,0.11190861734140273
2,common_DL,5,0.020009140444969736,-0.20324495815344298,0.24326323904338246,0.08932205811847337
2,comp_specific,1,-0.47050857280207437,-0.6201709129654307,-0.32084623263871803,-0.4201300159973277
2,comp_specific,2,0.23348477051719485,0.05804695486724018,0.4089225861671495,0.1463502418983874
2,comp_specific,3,-1.0471658119294083,-1.1583833716755039,-0.9359482521833127,-1.0942927927080424
2,comp_specific,4,0.12691170071665842,-0.0737035128549591,0.32752691428827596,0.11190861734140273
2,comp_specific,5,0.0703859030057431,-0.14689415269261333,0.2876659587040995,0.08932205811847337
2,adaptshrink,1,-0.4738630663729013,-0.634562207237292,-0.3131639255085107,-0.4201300159973277
2,adaptshrink,2,0.22466621051484073,0.048249302961226564,0.40108311806845487,0.1463502418983874
2,adaptshrink,3,-1.0466789411880826,-1.166645957606044,-0.9267119247701211,-1.0942927927080424
2,adaptshrink,4,0.12482078617600859,-0.08226058690790228,0.33190215925991945,0.11190861734140273
2,adaptshrink,5,0.036092951599400375,-0.18397011913465758,0.25615602233345836,0.08932205811847337
2,adaptshrink_auto,1,-0.44647922302023785,-0.7015395544146342,-0.19141889162584147,-0.4201300159973277
2,adaptshrink_auto,2,0.2507273758713138,-0.013724487814056996,0.5151792395566845,0.1463502418983874
2,adaptshrink_auto,3,-0.990802270151566,-1.2130072959598306,-0.7685972443433013,-1.0942927927080424
2,adaptshrink_auto,4,0.15944873026911704,-0.1529206663224334,0.4718181268606675,0.11190861734140273
2,adaptshrink_auto,5,0.13127264015021242,-0.2535441509996811,0.516089431300106,0.08932205811847337
3,common_DL,1,0.2365447945929645,0.07074877080937195,0.4023408183765571,0.35983085946123233
3,common_DL,2,-0.23929949821818983,-0.40212559623011856,-0.07647340020626109,-0.1429309700145114
3,common_DL,3,-0.18573590139063317,-0.3422372128511456,-0.029234589930120763,0.04743562128196021
