method,contrast,n,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov,kappa
adaptshrink,1,1200,-0.0012228799188593936,0.03701723432784852,0.9533333333333334,0.1460275782051936,0.14610828835817227,0.9583333333333334,0.14655644452803046,0.9583333333333334,1.0005212912044463
adaptshrink,2,1200,0.0010094991480277152,0.03794429810363227,0.9441666666666667,0.1463237753604098,0.149444160614843,0.955,0.15023297204635516,0.945,1.0227143755492039
adaptshrink,3,1200,-0.0002859805132190163,0.037884161640105336,0.9475,0.14629451657314763,0.14671747991673828,0.9483333333333334,0.14952748101539626,0.9566666666666667,1.0182334626858665
adaptshrink,4,1200,0.0004941667227323295,0.03816071414005598,0.9416666666666667,0.14606296424249238,0.1447120251099612,0.94,0.15126295693055286,0.9433333333333334,1.0303260486565362
adaptshrink,5,1200,0.0010557625421052479,0.039188461429490624,0.9416666666666667,0.14633871784632935,0.15726219086293827,0.96,0.1637102490647988,0.9683333333333334,1.1135931638808598
adaptshrink,6,1200,-5.2221769526346975e-05,0.0388821559249867,0.94,0.14600265633554538,0.15009859148615778,0.9433333333333334,0.1518247976656306,0.9466666666666667,1.0356677426473282
adaptshrink,7,1200,-2.5501630564034593e-05,0.039067714207581185,0.93,0.14599196030887707,0.15733465263880247,0.965,0.15894093819802924,0.965,1.0825161112660016
adaptshrink_auto,1,1200,-0.0013053876890563457,0.037130885454352405,0.9558333333333333,0.1488022633353375,0.1479636598009488,0.9616666666666667,0.14919792212806518,0.9633333333333334,1.0005212912044463
adaptshrink_auto,2,1200,0.0008709208254462701,0.03808766752371603,0.9483333333333334,0.14914717467884184,0.15025997564001453,0.9566666666666667,0.15297962689232134,0.9516666666666667,1.022621526093499
adaptshrink_auto,3,1200,-0.00039711600031093843,0.038066184433357256,0.9483333333333334,0.14920431405703857,0.14737082886606237,0.9516666666666667,0.15144758398859995,0.955,1.011942777335996
adaptshrink_auto,4,1200,0.0003292307221864028,0.03876636457358983,0.9416666666666667,0.14919180323825842,0.1511872459882748,0.9416666666666667,0.15442821374838914,0.9433333333333334,1.0303260486565362
adaptshrink_auto,5,1200,0.0008243975167648229,0.03992807343898006,0.94,0.1496386994008319,0.15931623937015654,0.96,0.1645700033188445,0.9583333333333334,1.095520252100237
adaptshrink_auto,6,1200,-0.00031452628782348865,0.04013212521752042,0.9333333333333333,0.14965709554707904,0.1570818108306368,0.94,0.15906161133569952,0.9466666666666667,1.058651643834006
adaptshrink_auto,7,1200,-0.00038307921350689194,0.04076825408104722,0.9275,0.14990355148788842,0.16599286344419484,0.9616666666666667,0.16422391872329906,0.9633333333333334,1.0893578075655659
common_DL,1,1200,-0.001018525888112671,0.0365415690000504,0.9558333333333333,0.14465054945170544,0.14814592747091754,0.9666666666666667,0.14803759977318856,0.9683333333333334,1.0193492157069293
common_DL,2,1200,0.0010618757979188034,0.03736654996295595,0.9416666666666667,0.14466861127964112,0.15021522105897583,0.95,0.1484262423341736,0.945,1.0213048418635196
common_DL,3,1200,-0.00020246551409249802,0.03754262530163003,0.9475,0.14482994763967097,0.14327595691567477,0.9433333333333334,0.14750117389512774,0.955,1.0139357784445877
common_DL,4,1200,0.0005276952779765839,0.03755159609642398,0.9458333333333333,0.14462568794154584,0.14505466197520483,0.9516666666666667,0.1507836058904178,0.9533333333333334,1.0374511361791274
common_DL,5,1200,0.0011372477037305292,0.03871238311714936,0.9358333333333333,0.144667976656319,0.15569920102398555,0.965,0.15612507818566557,0.96,1.0735701949046164
common_DL,6,1200,8.786677350013493e-05,0.03812710502808639,0.9408333333333333,0.1446192001218429,0.14615528438947087,0.94,0.15061737612045256,0.95,1.0365677346504845
common_DL,7,1200,-0.00022285558041647312,0.03834455638047901,0.9416666666666667,0.1446923622269145,0.16114460969512123,0.9733333333333334,0.1579881792516493,0.97,1.0857917216812865
comp_specific,1,1200,-0.0014578176418301018,0.03823039338893345,0.9366666666666666,0.14374088738097493,0.15058113419789634,0.9616666666666667,0.15063312457810996,0.965,1.0451580031343748
comp_specific,2,1200,0.0008929371220054381,0.039169635160782916,0.9325,0.14419847627021998,0.15063478273895736,0.9533333333333334,0.15469714453970504,0.9533333333333334,1.0691915288352962
comp_specific,3,1200,-0.0003718691526620386,0.03897482363477027,0.9308333333333333,0.14400989832004696,0.15141406336597313,0.9466666666666667,0.15448196637951525,0.955,1.0688003600252618
comp_specific,4,1200,0.0005039347675951044,0.03947942436064239,0.9325,0.1437837718472404,0.15200078344729492,0.9433333333333334,0.15144874081365814,0.9366666666666666,1.0480470951830245
comp_specific,5,1200,0.0009619330981313696,0.04029458435964849,0.925,0.14419331023914203,0.1626668524500063,0.9566666666666667,0.16020125513974068,0.9516666666666667,1.1062830733989983
comp_specific,6,1200,-0.00010300251227580632,0.04025608582978711,0.9266666666666666,0.14369654653149302,0.15870490467262308,0.9433333333333334,0.15615189658090584,0.9466666666666667,1.082307173711261
comp_specific,7,1200,0.00013620623907957614,0.040412177503585014,0.9233333333333333,0.14361878150706006,0.15808359517281714,0.955,0.1668036114979932,0.9616666666666667,1.15483963595864
