method,contrast,n,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov,kappa
adaptshrink,1,1200,-0.0380934908273291,0.09807173913289288,0.89,0.30292982318296685,0.3889392296811347,0.95,0.3861140002027225,0.945,1.268902194599192
adaptshrink,2,1200,-0.05179298492035584,0.10448440483328233,0.8625,0.30549478943754843,0.4100217729693725,0.9516666666666667,0.4093902535156897,0.9466666666666667,1.329933267292176
adaptshrink,3,1200,-0.06994003639243426,0.11345556860480221,0.8108333333333333,0.30822540135018994,0.45079865209888687,0.9466666666666667,0.4523594187001539,0.955,1.468891684922693
adaptshrink,4,1200,-0.08834657765765198,0.13027972357732898,0.7633333333333333,0.3178421577397262,0.5020216311395759,0.96,0.519410922321298,0.9516666666666667,1.6308356217555375
adaptshrink,5,1200,-0.10591516955598632,0.14432509408464642,0.705,0.32685529077433456,0.5221702087807673,0.9383333333333334,0.525852526900929,0.9383333333333334,1.6058903178903141
adaptshrink,6,1200,-0.12465662265728218,0.16497341903713422,0.6458333333333334,0.34934925212190865,0.5779358927253371,0.935,0.6072902839445347,0.9433333333333334,1.75017004624285
adaptshrink_auto,1,1200,-0.030297422269061625,0.09366757584495168,0.9116666666666666,0.3398429238136121,0.38770192004989246,0.9616666666666667,0.3871199481980019,0.945,1.1338317112886773
adaptshrink_auto,2,1200,-0.033786000558463605,0.09731224243129837,0.9125,0.34542175438023953,0.38648071667902806,0.9533333333333334,0.3906233940582247,0.9366666666666666,1.123694065483043
adaptshrink_auto,3,1200,-0.043789661668623324,0.10385522223246435,0.8908333333333334,0.35241095617192825,0.4015292238491139,0.935,0.38779640776076646,0.905,1.1016335511656883
adaptshrink_auto,4,1200,-0.052619399233624076,0.11682867170091722,0.8608333333333333,0.3662002284095581,0.4819939431427288,0.9566666666666667,0.45890869169050275,0.9233333333333333,1.2513977162726941
adaptshrink_auto,5,1200,-0.060795407910074484,0.12493006851855927,0.8566666666666667,0.38121167140636125,0.4817006291550121,0.9466666666666667,0.48413342900876644,0.9266666666666666,1.2697773962836738
adaptshrink_auto,6,1200,-0.06517218668028557,0.1412270967234686,0.84,0.41438500409864143,0.5469200912579667,0.9516666666666667,0.5344009278558104,0.9033333333333333,1.3004093366352927
common_DL,1,1200,-0.03822342137255555,0.09693715587397299,0.8858333333333334,0.30130401368467924,0.3602671328890729,0.9383333333333334,0.37261711238332934,0.9416666666666667,1.2305854195326655
common_DL,2,1200,-0.05171358152370193,0.10323862690715255,0.8541666666666666,0.3042564869301584,0.4119590932893461,0.955,0.4089182080694914,0.9483333333333334,1.3353626847100484
common_DL,3,1200,-0.07051159763003625,0.11295377591916161,0.8116666666666666,0.30712242366069,0.44535320316269955,0.9433333333333334,0.43967209135825835,0.94,1.4325641731431062
common_DL,4,1200,-0.08824640169408546,0.12917638096021558,0.7658333333333334,0.31616275083556983,0.497356978568917,0.9633333333333334,0.5093985253248151,0.95,1.6068274796981579
common_DL,5,1200,-0.10612112200099497,0.14328820067895706,0.7025,0.32446976193326016,0.5128322671531367,0.9283333333333333,0.5143786611031996,0.935,1.5830089541810042
common_DL,6,1200,-0.12461928151101849,0.16407231276721695,0.6408333333333334,0.3458712422613104,0.5677441682074404,0.9333333333333333,0.6052849955500231,0.9433333333333334,1.7626436413395208
comp_specific,1,1200,-0.0371093375000277,0.10125838696782977,0.8725,0.29886979207234504,0.3807444895486518,0.9366666666666666,0.37509916124846704,0.94,1.247721355027316
comp_specific,2,1200,-0.05162715986736859,0.10858865706904373,0.8458333333333333,0.30060082198292437,0.4213988281404822,0.9433333333333334,0.4212239455805143,0.9483333333333334,1.389737553698078
comp_specific,3,1200,-0.06843846062615622,0.11634141813656508,0.795,0.30334183127543496,0.4549978710197259,0.955,0.45477609337976144,0.9533333333333334,1.5006369072949417
comp_specific,4,1200,-0.08731763297089021,0.13303004264210408,0.7416666666666667,0.3124759243561098,0.5158096553584214,0.9566666666666667,0.5146192038651155,0.9483333333333334,1.643296887310522
comp_specific,5,1200,-0.10388688789612344,0.14633102993147562,0.6883333333333334,0.32243351300896606,0.535925560204267,0.9366666666666666,0.5201317422684971,0.925,1.6075356728454957
comp_specific,6,1200,-0.12228328261393638,0.16628255328616462,0.645,0.3460148403883472,0.603629048061828,0.9466666666666667,0.6209440699396884,0.9466666666666667,1.80574362708776
