method,contrast,n,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov,kappa
adaptshrink,1,1194,-0.05055079804025181,0.12357910507181454,0.8877721943048577,0.38273606745270916,0.4896516373350338,0.9581939799331104,0.4972590416432419,0.9515050167224081,1.2544097806153136
adaptshrink,2,1194,-0.07100808236172922,0.1421311319794023,0.8425460636515912,0.40116839746497285,0.6045081796634884,0.9682274247491639,0.5705426978096291,0.9732441471571907,1.4079918238387856
adaptshrink,3,1194,-0.09780126182220156,0.16655446349212313,0.7772194304857621,0.4219540505056525,0.6465763819532877,0.9531772575250836,0.6436279910319358,0.9531772575250836,1.4906632754280214
adaptshrink,4,1194,-0.12328247230575042,0.19092373891081746,0.7395309882747069,0.45982516238636806,0.7086125298823003,0.9464882943143813,0.7639198192396922,0.9481605351170569,1.637044107141063
adaptshrink_auto,1,1194,-0.04140176663020929,0.12268734741260966,0.9195979899497487,0.42966916347235057,0.4886719590280271,0.9515050167224081,0.49554572549214115,0.9414715719063546,1.1178393026349527
adaptshrink_auto,2,1194,-0.05028954983791321,0.14009693272462886,0.88107202680067,0.452471239203783,0.6031843925332391,0.9715719063545151,0.5862886582250397,0.9648829431438127,1.2865608378819795
adaptshrink_auto,3,1194,-0.06570034788454907,0.1606591174831397,0.8525963149078727,0.4831274895354765,0.6296778121227309,0.9414715719063546,0.6747635649534007,0.9615384615384616,1.3685453000827938
adaptshrink_auto,4,1194,-0.07893413040382187,0.18890196641348575,0.8274706867671692,0.5324200075060794,0.7017667333674635,0.9347826086956522,0.7651294065435854,0.939799331103679,1.4225225509608148
common_DL,1,1194,-0.050619186002571,0.12254495135094051,0.8860971524288107,0.3791825954108839,0.48378421633764,0.9548494983277592,0.48069492634142036,0.9464882943143813,1.2267110250619062
common_DL,2,1194,-0.07132735587897547,0.1410892234715534,0.838358458961474,0.39672927871220004,0.5966732411997973,0.9682274247491639,0.592789678260167,0.9732441471571907,1.4802672067597928
common_DL,3,1194,-0.09816997103162356,0.16583745058531849,0.7772194304857621,0.4157162431212157,0.6278518939739471,0.939799331103679,0.632331432766601,0.9515050167224081,1.4872668581823416
common_DL,4,1194,-0.12360038492562558,0.19024056222420124,0.7361809045226131,0.4514340463149649,0.7078171679150173,0.9448160535117057,0.7662996296507143,0.9531772575250836,1.6728771938874885
comp_specific,1,1194,-0.04902683999094244,0.12702567098302153,0.8760469011725294,0.3802697258625345,0.4974666502648653,0.9464882943143813,0.5397132089096384,0.9732441471571907,1.3699251576504419
comp_specific,2,1194,-0.06915920392617934,0.14430182270166667,0.8316582914572864,0.40046125721629977,0.632261600564382,0.9715719063545151,0.6202376819263047,0.9732441471571907,1.5334370093517693
comp_specific,3,1194,-0.09540930419634845,0.16848234121146083,0.7629815745393634,0.4235177522252699,0.660846810519542,0.959866220735786,0.6778349493914877,0.9565217391304348,1.5676157935528818
comp_specific,4,1194,-0.12032406855360694,0.19209163455364156,0.7353433835845896,0.46448610440229077,0.7303054562595954,0.9481605351170569,0.7654980336323987,0.9515050167224081,1.6262030714815645
