method,bias,rmse,raw_cov,cov_unif,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov
adaptshrink,0.031144604390955583,0.06216093899600816,0.8976190476190476,0.05238095238095232,0.2035409398544041,0.24274350608035508,0.9550000000000001,0.24226480367947575,0.947142857142857
adaptshrink_auto,0.02279337774028253,0.060052964081598124,0.9215476190476191,0.028690476190476155,0.21368180280951463,0.2375076785951733,0.9564285714285713,0.2418367224151525,0.9516666666666668
common_DL,0.03082902638981849,0.061410470992289475,0.8977380952380951,0.05226190476190472,0.20145680244242875,0.23873139304192606,0.9557142857142856,0.23748480687722948,0.9478571428571428
comp_specific,0.03048372708214359,0.06412193830698763,0.8795238095238095,0.07047619047619043,0.19933894110065223,0.2531651405748489,0.9569047619047619,0.25027254480178224,0.948095238095238
