method,bias,rmse,raw_cov,cov_unif,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov
adaptshrink,0.08566065363248325,0.15579710986353937,0.8117671691792294,0.13823283082077048,0.41642091945242565,0.6123371822085275,0.9565217391304348,0.6188373874311247,0.9565217391304348
adaptshrink_auto,0.05908144868912335,0.153086341008466,0.8701842546063652,0.07981574539363481,0.4744219749294224,0.6058252242628652,0.9498327759197325,0.6304318388035417,0.951923076923077
common_DL,0.0859292244596989,0.1549280469080034,0.8094639865996649,0.14053601340033497,0.41076554088981615,0.6040316298566004,0.9519230769230769,0.6180289167547257,0.9561036789297659
comp_specific,0.0834798541667693,0.15797536736244766,0.8015075376884423,0.14849246231155774,0.4171837099265987,0.6302201294020962,0.9565217391304348,0.6508209684649573,0.963628762541806
