method,bias,rmse,raw_cov,cov_unif,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov
adaptshrink,0.0005922874635762977,0.03830639139624294,0.9426190476190476,0.008333333333333304,0.1461488812674279,0.15023962699823046,0.9528571428571428,0.15315083420697048,0.9547619047619047
adaptshrink_auto,0.0006320940364421657,0.03898279353179474,0.9421428571428573,0.00952380952380949,0.14936355739218224,0.1541675177057555,0.9533333333333333,0.15655841144788837,0.9545238095238096
common_DL,0.0006083617908210992,0.037740912126682166,0.9441666666666666,0.007499999999999983,0.14467919075966282,0.14995583750419295,0.9557142857142857,0.15135417935009646,0.9573809523809523
comp_specific,0.000632528647654205,0.03954530346259281,0.9296428571428572,0.02035714285714282,0.14389166744231105,0.1548694451493669,0.9514285714285714,0.15634539136137546,0.9528571428571428
