method,contrast,n,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov,kappa
adaptshrink,1,1200,-0.041826298962194565,0.10906288146157148,0.8983333333333333,0.33938357697780014,0.4378377219288973,0.9566666666666667,0.41011851404879157,0.9516666666666667,1.2007171872767388
adaptshrink,2,1200,-0.060997271622520444,0.11994588072301088,0.8575,0.3452558142345466,0.44843078397447905,0.935,0.4480830304397741,0.9533333333333334,1.2920020633522573
adaptshrink,3,1200,-0.07812666397638274,0.13149213481450817,0.8158333333333333,0.35576259401573246,0.522357542634251,0.9533333333333334,0.5331052205566469,0.965,1.4861546536695105
adaptshrink,4,1200,-0.0992185101332853,0.14913508204529424,0.7575,0.369366543452682,0.5566186737428812,0.9433333333333334,0.5723077808530641,0.9466666666666667,1.5338811138285453
adaptshrink,5,1200,-0.12349073957499755,0.16925822118693168,0.6916666666666667,0.3958223537437068,0.6153304882369479,0.9383333333333334,0.6894322822110094,0.9566666666666667,1.7097358943704744
adaptshrink_auto,1,1200,-0.03338038580135672,0.10607961733311704,0.9308333333333333,0.37884943566801893,0.42091411474343315,0.9533333333333334,0.4239831129904501,0.9516666666666667,1.1077679797049527
adaptshrink_auto,2,1200,-0.041779326531685985,0.1151812006525328,0.9116666666666666,0.3877349912684652,0.44058046704309106,0.94,0.46360959838710925,0.945,1.1915111566591774
adaptshrink_auto,3,1200,-0.050526709600445203,0.12234021117423279,0.8975,0.40421448793145376,0.44837291529974865,0.9383333333333334,0.49708211248523554,0.9466666666666667,1.2163773627641197
adaptshrink_auto,4,1200,-0.061354832012121614,0.13680363203274531,0.8691666666666666,0.42429441898987896,0.5275939926592336,0.9366666666666666,0.567615855537741,0.9416666666666667,1.322442391777447
adaptshrink_auto,5,1200,-0.07165393060781679,0.15390882013939022,0.835,0.4645651756488778,0.5874010130537713,0.9416666666666667,0.6511991152673224,0.95,1.3761095900412987
common_DL,1,1200,-0.04179426006589606,0.1074965149555948,0.8983333333333333,0.33499791937463147,0.44226334006285256,0.9633333333333334,0.4126544721839224,0.9516666666666667,1.224580398885141
common_DL,2,1200,-0.061029160442809434,0.11863837360620438,0.8625,0.341098067770153,0.45586400353757334,0.9533333333333334,0.44720548940021587,0.96,1.3046027818233072
common_DL,3,1200,-0.07810892284258399,0.1299959119452796,0.8275,0.35100255133207364,0.5111664085037619,0.9583333333333334,0.5112553809804106,0.9583333333333334,1.4441211355449106
common_DL,4,1200,-0.09922605852024856,0.14797742978199097,0.7558333333333334,0.3648648829107831,0.5571261491388066,0.9466666666666667,0.5692967229789299,0.9483333333333334,1.5439629887864572
common_DL,5,1200,-0.12315281859847019,0.1684862846366893,0.685,0.389890246910685,0.6288520076518445,0.9416666666666667,0.6801546011499454,0.96,1.7139513880179025
comp_specific,1,1200,-0.0411364223368163,0.11257154726759942,0.8791666666666667,0.3375091340453686,0.43893556460951616,0.945,0.4267598759264603,0.95,1.2572758678777853
comp_specific,2,1200,-0.05977947723799167,0.12347519185356044,0.8383333333333334,0.34287236710239966,0.4727086704713252,0.9366666666666666,0.47364229496637206,0.9583333333333334,1.3745180511133561
comp_specific,3,1200,-0.07625199921341962,0.13422904519873197,0.8,0.3538880982843393,0.530620772191507,0.9533333333333334,0.5361958576669703,0.9583333333333334,1.5022349914768898
comp_specific,4,1200,-0.0970464832843824,0.15133031084180593,0.7558333333333334,0.36687153501977093,0.5453981522802496,0.92,0.5725521018112032,0.9333333333333333,1.5444068463839877
comp_specific,5,1200,-0.12144008643490606,0.1705585155975103,0.6933333333333334,0.39604213472341904,0.6245352213483182,0.9266666666666666,0.7074486154094828,0.95,1.7489501437525632
