method,contrast,n,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov,mciw,mciw_test_cov,kappa
adaptshrink,1,1200,-0.03605896082053797,0.08730909339957679,0.9091666666666667,0.28033513240442687,0.3268654160947388,0.9283333333333333,0.31388675840668284,0.9266666666666666,1.1180187272536177
adaptshrink,2,1200,-0.05195439226313673,0.09670550036068512,0.8666666666666667,0.2811898603443093,0.35866775517976857,0.9316666666666666,0.3453536492563258,0.9383333333333334,1.2295236245221846
adaptshrink,3,1200,-0.06735135555736639,0.10609763112624974,0.8058333333333333,0.2834836262557652,0.3978233836146698,0.9516666666666667,0.3866220885836621,0.93,1.3772023668632392
adaptshrink,4,1200,-0.08271825644416764,0.116643073677255,0.77,0.2892959667611358,0.4194228672581891,0.945,0.4045908978089231,0.9266666666666666,1.4062681132988748
adaptshrink,5,1200,-0.09426085213296108,0.1267186718750235,0.7191666666666666,0.2946546133299348,0.44826913886941916,0.94,0.4746632312735728,0.95,1.61502700945198
adaptshrink,6,1200,-0.1119471791411614,0.1429423547319513,0.6608333333333334,0.3057735553086919,0.5094818439827027,0.935,0.5102856579415729,0.9433333333333334,1.6906387077422622
adaptshrink,7,1200,-0.12801644686367206,0.1620481887971071,0.6083333333333333,0.32746874203071846,0.5792237923425034,0.94,0.5856464864927463,0.9416666666666667,1.8047779778541964
adaptshrink_auto,1,1200,-0.026878135869419093,0.0827654497480583,0.945,0.317804335456366,0.31267614232713703,0.9283333333333333,0.31073988855599005,0.9316666666666666,0.981755576057952
adaptshrink_auto,2,1200,-0.032946244130538385,0.08754322366875815,0.9283333333333333,0.3207212163784153,0.32364711225890586,0.93,0.33416980967884913,0.9316666666666666,1.0486201467683318
adaptshrink_auto,3,1200,-0.03956980187328226,0.09277289723133114,0.9016666666666666,0.32578571986553007,0.36549896718964536,0.9583333333333334,0.3851421749972171,0.9566666666666667,1.1983737355249557
adaptshrink_auto,4,1200,-0.04502884106853428,0.09822383094790779,0.8958333333333334,0.3359796628212072,0.3956205605340141,0.945,0.3629520509215969,0.9133333333333333,1.0942537693997048
adaptshrink_auto,5,1200,-0.046959594980178224,0.10267704820176109,0.8925,0.34570836030622326,0.3982383428460043,0.9233333333333333,0.39939280622642975,0.9116666666666666,1.1684956841200864
adaptshrink_auto,6,1200,-0.05396309612310479,0.11202526123710771,0.87,0.36264162315109494,0.4613980847627425,0.9533333333333334,0.47915246830936037,0.9483333333333334,1.3497358293323902
adaptshrink_auto,7,1200,-0.056037360959729166,0.1294554801286819,0.8591666666666666,0.39260509944814614,0.5208607222342055,0.9466666666666667,0.5711948252480448,0.9583333333333334,1.4809125890121675
common_DL,1,1200,-0.03615657648357547,0.08615818542696382,0.9108333333333334,0.27992321493206707,0.32350068639786983,0.9266666666666666,0.3052111234169977,0.9183333333333333,1.0896860258868752
common_DL,2,1200,-0.051663848602673416,0.09599175494783051,0.865,0.2812849773714455,0.34862527277820554,0.925,0.35220255955472946,0.9383333333333334,1.253787806850755
common_DL,3,1200,-0.06711009301324664,0.10498251749388637,0.8108333333333333,0.2830765255108051,0.3874868375938383,0.9483333333333334,0.3922297354491892,0.9466666666666667,1.397704447815966
common_DL,4,1200,-0.08250849062345643,0.11608116762345538,0.7775,0.2889342776605155,0.4245953303020014,0.9433333333333334,0.40829104445357184,0.93,1.421385608194387
common_DL,5,1200,-0.09420760961349375,0.126042917317934,0.7208333333333333,0.2935885199627135,0.42796265888990354,0.925,0.47137883936339464,0.9483333333333334,1.6097555821011664
common_DL,6,1200,-0.11191100185951589,0.1424596937889891,0.6583333333333333,0.30381472250140784,0.4995660442175834,0.9366666666666666,0.5170276844979931,0.945,1.7223553256936122
common_DL,7,1200,-0.12783988477384875,0.1616793469813437,0.5983333333333334,0.32463547571394963,0.5762017559995946,0.9416666666666667,0.5709874478920893,0.9266666666666666,1.7767848636599166
comp_specific,1,1200,-0.03566902774460775,0.09065670916224211,0.8841666666666667,0.2747769669627667,0.3503885564500989,0.9333333333333333,0.3458107295344081,0.9533333333333334,1.2536093406506874
comp_specific,2,1200,-0.05147750114916388,0.0992662607269589,0.8383333333333334,0.2747211087002833,0.38385049666662774,0.9466666666666667,0.364193057548253,0.945,1.32462945936315
comp_specific,3,1200,-0.06609040017979878,0.10839915010330088,0.7883333333333333,0.27766111812249333,0.4248865781597668,0.955,0.41108649613572423,0.9466666666666667,1.494635406081859
comp_specific,4,1200,-0.08178801192425982,0.1180026909170059,0.755,0.28317837351400726,0.4438054057072733,0.9483333333333334,0.4144957855852634,0.9283333333333333,1.4697628295363356
comp_specific,5,1200,-0.09167617683389978,0.1280284278666932,0.7033333333333334,0.2893718222506448,0.46246291401635725,0.9466666666666667,0.470734741738213,0.9433333333333334,1.6288463832711044
comp_specific,6,1200,-0.10908666833114422,0.1424585053035713,0.6616666666666666,0.30082242892176403,0.5345851052073773,0.9466666666666667,0.512452275055779,0.94,1.7285033477399248
comp_specific,7,1200,-0.12476879192557737,0.1616461016271244,0.6241666666666666,0.3229760458364883,0.6021623241744839,0.9483333333333334,0.5950429437646858,0.945,1.8621987962729665
