strength,rep,method,true_mu,mu_hat,ci_low,ci_high,converged
none,13,two_stage_fixed,0.045,0.03347445154032823,0.02292675998385139,0.044022143096805064,True
none,13,one_stage,0.045,0.03347445154032823,0.02292675998385139,0.044022143096805064,True
none,13,trend_pet,0.045,0.26328254087805786,0.03707328018869438,0.48949180156742134,True
none,13,trend_peese,0.045,0.1475755203005192,0.03457236163292059,0.2605786789681178,True
none,13,adaptshrink,0.045,0.033255500274101624,0.01797366535688242,0.04853733519132083,True
none,14,two_stage_reml,0.045,0.04329062205002012,0.030547715020630743,0.0560335290794095,True
none,14,two_stage_fixed,0.045,0.043969758219701525,0.03363880328804298,0.05430071315136007,True
none,14,one_stage,0.045,0.043969758219701525,0.03363880328804298,0.05430071315136007,True
none,14,trend_pet,0.045,0.18953898164820077,0.054858925395096764,0.3242190379013048,True
none,14,trend_peese,0.045,0.11319420763248773,0.04728276467858217,0.1791056505863933,True
none,14,adaptshrink,0.045,0.0438031420394931,0.029833611611523585,0.057772672467462614,True
none,15,two_stage_reml,0.045,0.04730262911600414,0.033651721740202575,0.06095353649180571,True
none,15,two_stage_fixed,0.045,0.04814067032920068,0.037572201280918135,0.05870913937748322,True
none,15,one_stage,0.045,0.04814067032920068,0.037572201280918135,0.05870913937748322,True
none,15,trend_pet,0.045,0.22690596167420402,0.07122250547682704,0.38258941787158096,True
none,15,trend_peese,0.045,0.1379476831387812,0.059247055571321705,0.2166483107062407,True
none,15,adaptshrink,0.045,0.04794955714886205,0.033479830435691325,0.06241928386203278,True
none,16,two_stage_reml,0.045,0.06552057112725262,0.05294648598219023,0.07809465627231502,True
none,16,two_stage_fixed,0.045,0.06563475990370068,0.055549712636671,0.07571980717073037,True
none,16,one_stage,0.045,0.06563475990370068,0.055549712636671,0.07571980717073037,True
none,16,trend_pet,0.045,0.09580485145490863,-0.04905364077817462,0.2406633436879919,True
none,16,trend_peese,0.045,0.08232051130936326,0.012535395187666068,0.15210562743106043,True
none,16,adaptshrink,0.045,0.06560697666093467,0.05198794502446962,0.07922600829739972,True
none,17,two_stage_reml,0.045,0.039756194385103215,0.023985286117099915,0.055527102653106515,True
none,17,two_stage_fixed,0.045,0.041537392516267035,0.030297547243919802,0.05277723778861427,True
none,17,one_stage,0.045,0.041537392516267035,0.030297547243919802,0.05277723778861427,True
none,17,trend_pet,0.045,0.17980395370560273,0.0613183058651139,0.2982896015460916,True
none,17,trend_peese,0.045,0.11150980944912926,0.05094985420499384,0.17206976469326468,True
none,17,adaptshrink,0.045,0.0411902073647327,0.025313613473770223,0.05706680125569518,True
none,18,two_stage_reml,0.045,0.042067645921261006,0.028193744280065033,0.05594154756245698,True
none,18,two_stage_fixed,0.045,0.04290005664349221,0.032098318901593655,0.053701794385390765,True
none,18,one_stage,0.045,0.04290005664349221,0.032098318901593655,0.053701794385390765,True
none,18,trend_pet,0.045,0.17212915070284657,0.03258548402553285,0.3116728173801603,True
none,18,trend_peese,0.045,0.10984364000038757,0.038936866801889305,0.18075041319888585,True
none,18,adaptshrink,0.045,0.04270847852522768,0.02794245188080687,0.0574745051696485,True
none,19,two_stage_reml,0.045,0.037623383364773305,0.020401993368042257,0.054844773361504354,True
none,19,two_stage_fixed,0.045,0.03975929143041586,0.028969426351702594,0.050549156509129126,True
none,19,one_stage,0.045,0.03975929143041586,0.028969426351702594,0.050549156509129126,True
none,19,trend_pet,0.045,0.28319246093248057,0.12771722214709338,0.4386676997178678,True
none,19,trend_peese,0.045,0.16023985447328337,0.08273914333663958,0.23774056560992718,True
none,19,adaptshrink,0.045,0.039425338573512,0.02374909084132521,0.05510158630569879,True
none,20,two_stage_reml,0.045,0.061730822576693,0.04612954895967618,0.07733209619370982,True
none,20,two_stage_fixed,0.045,0.06332565853207364,0.05258312230670712,0.07406819475744017,True
none,20,one_stage,0.045,0.06332565853207364,0.05258312230670712,0.07406819475744017,True
none,20,trend_pet,0.045,0.22998429576792348,0.08674056677155156,0.3732280247642954,True
none,20,trend_peese,0.045,0.1446558423475141,0.07132375971211996,0.21798792498290825,True
