"ma","family","specialty","yi","se","year"
"yusuf1985","LOR","cardiology",-0.0454623740767575,0.430302888507909,NA
"yusuf1985","LOR","cardiology",-0.118605742407847,0.388899331522284,NA
"yusuf1985","LOR","cardiology",0.199332902620491,0.416908741397248,NA
"yusuf1985","LOR","cardiology",-0.364643113587909,0.485504156227612,NA
"yusuf1985","LOR","cardiology",-0.138421377918714,0.3147470791771,NA
"yusuf1985","LOR","cardiology",-1.02961941718116,0.754036755451237,NA
"yusuf1985","LOR","cardiology",-0.462623521948113,0.973505222533836,NA
"yusuf1985","LOR","cardiology",0.144581228811107,0.395060595977284,NA
"yusuf1985","LOR","cardiology",0.653926467406664,0.445298325048049,NA
"yusuf1985","LOR","cardiology",0.150384197031781,0.697432279276938,NA
"yusuf1985","LOR","cardiology",-0.111225635110224,2.05497207200445,NA
"yusuf1985","LOR","cardiology",-0.393177277314471,0.482213418067419,NA
"yusuf1985","LOR","cardiology",0.0219789067187754,0.842987555853389,NA
"yusuf1985","LOR","cardiology",-0.200670695462151,2.03339128912271,NA
"yusuf1985","LOR","cardiology",0.0930904230660121,1.4305986390755,NA
"yusuf1985","LOR","cardiology",-2.07107329200932,1.53927723832753,NA
"yusuf1985","LOR","cardiology",-0.040419499042895,0.384214772816436,NA
"yusuf1985","LOR","cardiology",0,2.043015673821,NA
"yusuf1985","LOR","cardiology",-0.587900501774005,0.529186099509084,NA
"yusuf1985","LOR","cardiology",0.425137873706869,0.655578133952365,NA
"yusuf1985","LOR","cardiology",0.144249608844547,0.920077793633386,NA
"yusuf1985","LOR","cardiology",-0.47873730921449,0.824283430107792,NA
"yusuf1985","LOR","cardiology",-0.935460647981875,2.02233345043009,NA
"yusuf1985","LOR","cardiology",0.810930216216329,0.739744700705738,NA
"yusuf1985","LOR","cardiology",-0.693147180559945,1.24236800541127,NA
"yusuf1985","LOR","cardiology",0.13657553500575,2.02270454572442,NA
"yusuf1985","LOR","cardiology",1.00176246267819,1.65267486291788,NA
"yusuf1985","LOR","cardiology",1.07562277044341,1.17444302544402,NA
"yusuf1985","LOR","cardiology",1.13707856949591,1.6563870930425,NA
"yusuf1985","LOR","cardiology",0,1.4638501094228,NA
"yusuf1985","LOR","cardiology",-0.148420005118274,2.03690095911445,NA
"yusuf1985","LOR","cardiology",0.0408219945202553,1.44279820718861,NA
"yusuf1985","LOR","cardiology",0,2.0242433093899,NA
"yusuf1985","LOR","cardiology",-1.26566637333128,0.579340312886302,NA
"yusuf1985","LOR","cardiology",-0.324239668185578,0.700362309790761,NA
"yusuf1985","LOR","cardiology",-0.331484695110174,0.782652170988732,NA
"yusuf1985","LOR","cardiology",1.13822142676316,1.64507937881333,NA
"yusuf1985","LOR","cardiology",1.98249959648761,1.51990548846529,NA
"yusuf1985","LOR","cardiology",0.0916567310641634,0.379159185641481,NA
"yusuf1985","LOR","cardiology",0,2.03200203200305,NA
"yusuf1985","LOR","cardiology",-0.804372815670169,1.26943101756619,NA
"yusuf1985","LOR","cardiology",0.00740744127786197,2.00370033139655,NA
"yusuf1985","LOR","cardiology",-0.157926338940868,0.160374228065836,NA
"yusuf1985","LOR","cardiology",-1.11861295537478,1.64519623968289,NA
"yusuf1985","LOR","cardiology",0.231402810462807,0.292440199435499,NA
"yusuf1985","LOR","cardiology",0.151589858965585,0.308714751031249,NA
"yusuf1985","LOR","cardiology",-0.253985145290831,0.319355732977564,NA
"yusuf1985","LOR","cardiology",0.0281708769666964,0.850303400567041,NA
"yusuf1985","LOR","cardiology",-0.74100320173758,0.483151560327466,NA
"yusuf1985","LOR","cardiology",-0.540621196459689,0.564561079831324,NA
"yusuf1985","LOR","cardiology",-0.246128078950965,0.13818330009795,NA
"yusuf1985","LOR","cardiology",0.0694533687566405,0.280656385297956,NA
"yusuf1985","LOR","cardiology",-0.584156896851541,0.67571267213459,NA
"yusuf1985","LOR","cardiology",-0.512385488410356,0.138687831390658,NA
"yusuf1985","LOR","cardiology",-0.0786232610193101,0.20399097514867,NA
"yusuf1985","LOR","cardiology",-0.424173365958817,0.273973044020847,NA
"yusuf1985","LOR","cardiology",-0.334823404030988,0.117068311207863,NA
"yusuf1985","LOR","cardiology",-0.213397531038308,0.194872015295382,NA
"yusuf1985","LOR","cardiology",-0.0389084449123269,0.229460637094618,NA
"yusuf1985","LOR","cardiology",-0.593253709654337,0.425167400802484,NA
"yusuf1985","LOR","cardiology",0.281545931477954,0.205445464161334,NA
"yusuf1985","LOR","cardiology",-0.321333592872253,0.297709073015583,NA
"yusuf1985","LOR","cardiology",-0.135347923550921,0.260921888556292,NA
"yusuf1985","LOR","cardiology",0,1.48323969741913,NA
"yusuf1985","LOR","cardiology",0.140606454719501,0.364174179577937,NA
"yusuf1985","LOR","cardiology",0.322049715955989,0.552644940641304,NA
"yusuf1985","LOR","cardiology",0.444380524357838,0.716649125261896,NA
"yusuf1985","LOR","cardiology",-0.217509733595954,0.259841673028431,NA
"yusuf1985","LOR","cardiology",-0.591075994195958,0.257206859425028,NA
"yusuf1985","LOR","cardiology",-0.608099125203956,0.272378653870092,NA
"yusuf1985","LOR","cardiology",0.461034959262975,0.942831792490998,NA
"yusuf1985","LOR","cardiology",-0.117783035656384,0.3721071335259,NA
"yusuf1985","LOR","cardiology",-1.36065193050655,0.657701792426873,NA
"yusuf1985","LOR","cardiology",-0.281521179445824,0.158212589349824,NA
"yusuf1985","LOR","cardiology",0.0289875368732524,0.373003555828982,NA
"yusuf1985","LOR","cardiology",-0.686029712791081,0.756615537730463,NA
"yusuf1985","LOR","cardiology",-0.431927063286552,0.145436973645018,NA
"yusuf1985","LOR","cardiology",-0.169128529340861,0.190677663755227,NA
"yusuf1985","LOR","cardiology",-0.275757811922045,0.343172346112997,NA
"yusuf1985","LOR","cardiology",-0.1682578242377,0.138131561236721,NA
"yusuf1985","LOR","cardiology",-0.327326903799021,0.300135968549321,NA
"yusuf1985","LOR","cardiology",-0.113328685307003,0.290030424367554,NA
"yusuf1985","LOR","cardiology",-0.230442853795821,0.346120452009654,NA
"yusuf1985","LOR","cardiology",-0.0264709889692818,0.237683706249062,NA
"yusuf1985","LOR","cardiology",-0.702680141218669,0.322160287595053,NA
"yusuf1985","LOR","cardiology",-0.88558004695822,0.410247538921805,NA
"yusuf1985","LOR","cardiology",0,2.043015673821,NA
"yusuf1985","LOR","cardiology",-1.6288559982912,1.10133836949535,NA
"yusuf1985","LOR","cardiology",-1.14654075524006,0.699778208157237,NA
"yusuf1985","LOR","cardiology",-0.426518517305996,0.259056781767174,NA
"yusuf1985","LOR","cardiology",0,0.849836585598797,NA
"yusuf1985","LOR","cardiology",-1.35485283528507,0.665413587759705,NA
"yusuf1985","LOR","cardiology",-1.98591548366901,1.0666404058392,NA
"yusuf1985","LOR","cardiology",-0.58807613107376,0.23544899780839,NA
"yusuf1985","LOR","cardiology",0.55060359522291,0.521872333728891,NA
"yusuf1985","LOR","cardiology",-0.441832752279039,0.788684860716756,NA
"yusuf1985","LOR","cardiology",-0.569390366315873,0.163053222255172,NA
"yusuf1985","LOR","cardiology",-0.0173109094971058,0.272423625721414,NA
"yusuf1985","LOR","cardiology",-0.768019539831491,0.376820479793389,NA
"yusuf1985","LOR","cardiology",-0.340611156344517,0.167172854818059,NA
"yusuf1985","LOR","cardiology",0.18081829358737,0.338179369500682,NA
"yusuf1985","LOR","cardiology",-0.455524950448181,0.490760534233966,NA
"yusuf1985","LOR","cardiology",0.0715572743376676,0.289881512367801,NA
"yusuf1985","LOR","cardiology",-0.9877496958563,0.416609191438217,NA
"yusuf1985","LOR","cardiology",0,2.01261842170651,NA
"yusuf1985","LOR","cardiology",0.314589525371705,0.775418467633036,NA
"yusuf1985","LOR","cardiology",1.02961941718116,0.881120665047431,NA
"yusuf1985","LOR","cardiology",-0.0512932943875506,0.168029691293834,NA
"yusuf1985","LOR","cardiology",-0.133591952806221,0.330225587998923,NA
"yusuf1985","LOR","cardiology",-0.841567185678219,1.23985538645051,NA
"yusuf1985","LOR","cardiology",-0.289613734019814,0.239310762948983,NA
"yusuf1985","LOR","cardiology",-0.140092575540677,0.29051735460335,NA
"yusuf1985","LOR","cardiology",0.0150378773645405,0.387783915252559,NA
"yusuf1985","LOR","cardiology",-0.301971895925769,0.157182248361508,NA
"yusuf1985","LOR","cardiology",-0.399472121292242,0.234500998435864,NA
"yusuf1985","LOR","cardiology",-0.916290731874155,0.840799883708629,NA
"yusuf1985","LOR","cardiology",0.463873962219019,0.285025953519147,NA
"yusuf1985","LOR","cardiology",0.462730869916656,0.420767925208882,NA
"anand1999","LOR","cardiology",3.01979929963663,1.4871053431398,1960
"anand1999","LOR","cardiology",-2.18262577791507,1.07036138139696,1960
"anand1999","LOR","cardiology",0.240739313204589,0.409924582560013,1961
"anand1999","LOR","cardiology",-0.153550259515014,0.261876886864079,1961
"anand1999","LOR","cardiology",-0.474774485373988,0.272345863493725,1964
"anand1999","LOR","cardiology",-0.385320542015697,0.545736624688263,1964
"anand1999","LOR","cardiology",-0.390197635977376,0.428446535248488,1966
"anand1999","LOR","cardiology",-0.490824957059321,0.4838836785235,1967
"anand1999","LOR","cardiology",-0.253438698861987,0.265253472476187,1967
"anand1999","LOR","cardiology",0.223639706124686,0.311646842406303,1969
"anand1999","LOR","cardiology",-0.852479219129201,0.278410969989228,1969
"anand1999","LOR","cardiology",-0.349783205857937,0.198445506501848,1980
"anand1999","LOR","cardiology",-0.327080511556552,0.150943077398151,1990
"anand1999","LOR","cardiology",-0.115800874452392,0.111745331043513,1994
"anand1999","LOR","cardiology",-2.15699977602571,1.07519970488854,1969
"anand1999","LOR","cardiology",-0.431259577947915,0.135032474183708,1974
"anand1999","LOR","cardiology",0.183488580183513,0.253100479662692,1980
"anand1999","LOR","cardiology",0.399251033772091,0.263979274567799,1980
"anand1999","LOR","cardiology",-0.990746689669072,0.681868804209253,1993
"anand1999","LOR","cardiology",-0.695272579872259,0.563774710126029,1996
"anand1999","LOR","cardiology",1.42285195685369,1.65529123991075,1990
"anand1999","LOR","cardiology",0.0438026226583936,1.42450380393316,1982
"anand1999","LOR","cardiology",-0.373513508301562,0.616365869891628,1981
"anand1999","LOR","cardiology",-0.0822828692839508,0.179585020114073,1982
"anand1999","LOR","cardiology",-0.0646047265730617,0.158480712388443,1969
"anand1999","LOR","cardiology",-0.43635913871989,0.268818920024221,1964
"anand1999","LOR","cardiology",-1.44816976483798,1.13634352013143,1986
"anand1999","LOR","cardiology",-0.999239814854906,1.16694996464338,1982
"anand1999","LOR","cardiology",-0.143100843640673,2.01430779610165,1990
"anand1999","LOR","cardiology",-0.937344141071988,0.849149553694169,1998
"anand1999","LOR","cardiology",0.0380998462322704,1.00948230903597,1994
"anand1999","LOR","cardiology",-0.418623192685675,0.92004988864846,1998
"anand1999","LOR","cardiology",-0.343818356392255,0.253910805383569,1997
"anand1999","LOR","cardiology",0.153949844040736,0.137436273953615,1997
"lau1992","LOR","cardiology",-1.83827948486295,1.21809943508986,1959
"lau1992","LOR","cardiology",-0.75377180237638,0.723262914642718,1963
"lau1992","LOR","cardiology",0.378653850657507,0.383448087963509,1969
"lau1992","LOR","cardiology",-0.454061946901201,0.179507121163927,1971
"lau1992","LOR","cardiology",0.221649452724597,0.338551879175152,1971
"lau1992","LOR","cardiology",0.011807411980393,0.349682614425394,1971
"lau1992","LOR","cardiology",-0.281747336931966,0.280068038182931,1973
"lau1992","LOR","cardiology",-0.973494728720767,0.368748049395898,1973
"lau1992","LOR","cardiology",0.950482096622434,0.7194007574103,1974
"lau1992","LOR","cardiology",-0.041672696400568,0.612387207854083,1975
"lau1992","LOR","cardiology",0.0595920972022457,0.508565651412791,1975
"lau1992","LOR","cardiology",1.16315080980568,1.21449578014911,1976
"lau1992","LOR","cardiology",-0.0938529088063464,0.243014891378128,1976
"lau1992","LOR","cardiology",-0.576249083897812,0.220911022065099,1977
"lau1992","LOR","cardiology",-0.469345518001186,0.309224903404665,1977
"lau1992","LOR","cardiology",-1.50407739677627,1.24163870214594,1977
"lau1992","LOR","cardiology",0.195048572795426,0.215224728994159,1977
"lau1992","LOR","cardiology",-0.251314428280906,0.696172453244226,1977
"lau1992","LOR","cardiology",-0.578266904561523,0.322315379225037,1979
"lau1992","LOR","cardiology",-0.136908873392752,0.191975966301463,1986
"lau1992","LOR","cardiology",-0.214873456771805,0.0574374336446005,1986
"lau1992","LOR","cardiology",-0.897941593205958,1.25797121687723,1986
"lau1992","LOR","cardiology",-2.75066650325663,1.49283648986133,1986
"lau1992","LOR","cardiology",-1.21639532432449,1.20473602456675,1986
"lau1992","LOR","cardiology",0.0953101798043252,1.44756849421868,1986
"lau1992","LOR","cardiology",-0.760588461355478,0.738237728911406,1986
"lau1992","LOR","cardiology",-0.534542150383307,0.809063244334665,1987
"lau1992","LOR","cardiology",-1.84054963339749,0.77643875666864,1987
"lau1992","LOR","cardiology",-0.559615787935423,0.659184199995577,1987
"lau1992","LOR","cardiology",-0.8754687373539,1.29743336373524,1988
"lau1992","LOR","cardiology",-0.460518684875144,0.392419998119195,1988
"lau1992","LOR","cardiology",-0.293632172461735,0.0499639743267957,1988
"lau1992","LOR","cardiology",-1.58412010444981,0.880704845927979,1988
"linde2005","LOR","psychiatry",2.74376828370429,0.716875888998109,1979
"linde2005","LOR","psychiatry",2.35137525716348,0.740012869900955,1987
"linde2005","LOR","psychiatry",1.38629436111989,0.715891053163818,1989
"linde2005","LOR","psychiatry",3.5423608659626,1.48289241367837,1991
"linde2005","LOR","psychiatry",0.0434851119397384,2.02163241859983,1992
"linde2005","LOR","psychiatry",1.62745641793678,0.64213523679803,1992
"linde2005","LOR","psychiatry",1.04796855584935,0.663411968625409,1993
"linde2005","LOR","psychiatry",0.784118958765672,0.917113574476255,1993
"linde2005","LOR","psychiatry",2.01490302054226,0.580548910116139,1993
